"feature"	"metadata"	"value"	"name"	"coef"	"null_hypothesis"	"stderr"	"pval_individual"	"qval_individual"	"pval_joint"	"qval_joint"	"error"	"model"	"N"	"N_not_zero"
"Caniella_muris"	"Genotype"	"MUT"	"GenotypeMUT"	3.04513458132258	0.380616646026669	0.773536358423324	0.00289122827308641	0.228470078523698	0.00289122827308641	0.263004838541476	NA	"abundance"	30	24
"Faecalibaculum_rodentium"	"Sequencing_Depth"	"Sequencing_Depth"	"Sequencing_Depth"	0.0227705700033515	-0.482089194659518	0.146127951590488	0.00580415134707291	0.228470078523698	0.00580415134707291	0.263004838541476	NA	"abundance"	30	30
"Faecalibaculum_rodentium"	"Sex"	"M"	"SexM"	0.710755610735024	-0.421060518951674	0.287727381243046	0.00265700096640653	0.228470078523698	0.00265700096640653	0.263004838541476	NA	"abundance"	30	30
"GGB14001_SGB21428"	"Genotype"	"MUT"	"GenotypeMUT"	2.39929094403851	0.380616646026669	0.513371377008903	0.000922975244557311	0.228470078523698	0.000922975244557311	0.263004838541476	NA	"abundance"	30	28
"GGB22635_SGB63107"	"Sex"	"M"	"SexM"	-2.49507169617985	-0.421060518951674	0.45453015966293	0.000858955706759978	0.228470078523698	0.00171717360861378	0.263004838541476	NA	"abundance"	30	18
"GGB28310_SGB40880"	"Sequencing_Depth"	"Sequencing_Depth"	"Sequencing_Depth"	0.439967932698995	-0.482089194659518	0.286248429787259	0.00494226125389152	0.228470078523698	0.00986009656148133	0.263004838541476	NA	"abundance"	30	28
"GGB30045_SGB42945"	"Sex"	"M"	"SexM"	-1.81643288574463	-0.421060518951674	0.414532016843652	0.00682042465960042	0.228470078523698	0.00682042465960042	0.263004838541476	NA	"abundance"	30	21
"GGB30046_SGB42947"	"Sex"	"M"	"SexM"	-1.54912780904946	-0.421060518951674	0.229285847930526	0.00245913701446732	0.228470078523698	0.00491222667407871	0.263004838541476	NA	"abundance"	30	16
"GGB46159_SGB63927"	"Sex"	"M"	"SexM"	1.92977658723902	-0.421060518951674	0.642458932578336	0.00181566858259774	0.228470078523698	0.00362804051279365	0.263004838541476	NA	"abundance"	30	27
"Parvibacter_caecicola"	"Genotype"	"MUT"	"GenotypeMUT"	-1.01570772979064	0.380616646026669	0.344233098171043	0.00559577991415217	0.228470078523698	0.0111602470754567	0.263004838541476	NA	"abundance"	30	12
"Acutalibacter_muris"	"Sequencing_Depth"	"Sequencing_Depth"	"Sequencing_Depth"	1.66472248934794	0	0.619384937998568	0.00719454491011633	0.228470078523698	0.014337328343769	0.263004838541476	NA	"prevalence"	30	7
"Adlercreutzia_caecimuris"	"Sex"	"M"	"SexM"	-5.46854126666428	0	2.05625260325795	0.00782637950147054	0.228470078523698	0.01559150678684	0.263004838541476	NA	"prevalence"	30	19
"Bacteroidales_bacterium"	"Sex"	"M"	"SexM"	-2.56223778111045	0	0.917724192074965	0.00523918529047757	0.228470078523698	0.0104509215184472	0.263004838541476	NA	"prevalence"	30	16
"GGB1503_SGB2082"	"Genotype"	"MUT"	"GenotypeMUT"	-4.18164892575415	0	1.55675327614449	0.00722839509761238	0.228470078523698	0.0144045404995376	0.263004838541476	NA	"prevalence"	30	17
"GGB22635_SGB63107"	"Sex"	"M"	"SexM"	-5.1523522116777	0	1.83680514340156	0.00503069103039336	0.228470078523698	0.00171717360861378	0.263004838541476	NA	"prevalence"	30	18
"GGB24132_SGB35935"	"Sex"	"M"	"SexM"	-5.01757260690167	0	1.86179688672605	0.00703852274921252	0.228470078523698	0.0140275046959339	0.263004838541476	NA	"prevalence"	30	20
"GGB27876_SGB40310"	"Sex"	"M"	"SexM"	-2.92457541479359	0	0.98008504373178	0.00284505211774658	0.228470078523698	0.00568200991394046	0.263004838541476	NA	"prevalence"	30	15
"GGB27884_SGB40318"	"Sex"	"M"	"SexM"	-4.85334695257879	0	1.71986347675683	0.00477345039205017	0.228470078523698	0.00952411495545498	0.263004838541476	NA	"prevalence"	30	19
