"feature"	"metadata"	"value"	"name"	"coef"	"null_hypothesis"	"stderr"	"pval_individual"	"qval_individual"	"pval_joint"	"qval_joint"	"error"	"model"	"N"	"N_not_zero"
"GGB22635_SGB63107"	"Sex"	"M"	"SexM"	-2.24455132738853	0.650963691051005	0.394988337836074	5.60356696821529e-07	0.000391655841023297	1.12071307964343e-06	0.000526891034605286	NA	"abundance"	50	27
"GGB30045_SGB42945"	"Sex"	"M"	"SexM"	-1.50393194698001	0.650963691051005	0.309303759636733	8.78152109917707e-07	0.000391655841023297	1.75630344868429e-06	0.000526891034605286	NA	"abundance"	50	33
"GGB27876_SGB40310"	"Sex"	"M"	"SexM"	-3.60412406645129	0	0.843975397242017	1.95110742937244e-05	0.0058012927566674	3.90217679054288e-05	0.00780435358108575	NA	"prevalence"	50	27
"Parvibacter_caecicola"	"Sex"	"M"	"SexM"	-3.30969663247874	0	0.803612864818159	3.81311470029613e-05	0.00850324578166037	7.62608400215508e-05	0.0114391260032326	NA	"prevalence"	50	22
"GGB28310_SGB40880"	"Sex"	"M"	"SexM"	-1.30393760109373	0.650963691051005	0.403930384818016	5.34183448828163e-05	0.00900004098736813	0.000106833836246062	0.0128200603495275	NA	"abundance"	50	44
"GGB30046_SGB42947"	"Sex"	"M"	"SexM"	-1.23936031915438	0.650963691051005	0.349207302027679	7.06281243403328e-05	0.00900004098736813	0.000141251260348718	0.0141251260348718	NA	"abundance"	50	25
"GGB22635_SGB63107"	"Sex"	"M"	"SexM"	-4.35118781946129	0	1.09091627616092	6.64748721183104e-05	0.00900004098736813	1.12071307964343e-06	0.000526891034605286	NA	"prevalence"	50	27
"GGB75725_SGB102612"	"Sex"	"M"	"SexM"	-3.0681420760142	0	0.782025914387837	8.73350915399936e-05	0.00973786270670929	0.000174662555661773	0.0149710761995805	NA	"prevalence"	50	19
"Bacteroidales_bacterium"	"Sex"	"M"	"SexM"	-2.82358721637276	0	0.737860748307743	0.000129861563826366	0.0126094395812642	0.000259706263626973	0.0177503778952648	NA	"prevalence"	50	28
"Lactobacillus_intestinalis"	"Sex"	"M"	"SexM"	-3.52974151670498	0	0.927470084311397	0.000141361430283231	0.0126094395812642	0.00028270287751249	0.0177503778952648	NA	"prevalence"	50	21
