feature	Acetatifactor_aquisgranensis	Acutalibacter_caecimuris	Acutalibacter_intestini	Acutalibacter_muris	Acutalibacter_sp_1XD8_33	Adlercreutzia_SGB42953	Adlercreutzia_aquisgranensis	Adlercreutzia_caecimuris	Adlercreutzia_mucosicola	Adlercreutzia_muris	Akkermansia_muciniphila	Alistipes_finegoldii	Alistipes_muris	Alistipes_timonensis	Anaerostipes_hominis	Anaerostipes_hominis_ex_Lee_et_al_2021	Atopobiaceae_bacterium_FL090493	Bacillota_unclassified_SGB43543	Bacillota_unclassified_SGB43546	Bacillota_unclassified_SGB43549	Bacillota_unclassified_SGB43550	Bacillota_unclassified_SGB63211	Bacteroidales_bacterium	Bacteroides_caecimuris	Bacteroides_intestinalis	Bifidobacterium_pseudolongum	Blautia_pseudococcoides	Caniella_muris	Clostridia_bacterium	Clostridiaceae_bacterium	Clostridiales_bacterium	Coriobacteriaceae_bacterium	Cutibacterium_acnes	Duncaniella_dubosii	Duncaniella_freteri	Duncaniella_muricolitica	Duncaniella_muris	Enterococcus_gallinarum	Escherichia_coli	Eubacteriaceae_bacterium	Faecalibaculum_rodentium	Flintibacter_SGB43538	GGB115370_SGB161393	GGB14001_SGB21428	GGB141797_SGB41693	GGB143828_SGB43507	GGB1503_SGB2082	GGB1690_SGB40190	GGB18828_SGB27767	GGB22635_SGB33556	GGB22635_SGB63107	GGB24132_SGB35935	GGB24146_SGB35950	GGB24148_SGB35952	GGB25041_SGB36960	GGB27478_SGB39772	GGB27480_SGB39776	GGB27482_SGB39778	GGB27770_SGB40184	GGB27849_SGB40283	GGB27860_SGB40294	GGB27861_SGB40295	GGB27866_SGB40300	GGB27873_SGB41457	GGB27876_SGB40310	GGB27884_SGB40318	GGB27885_SGB40319	GGB27894_SGB40329	GGB27919_SGB40357	GGB27929_SGB40368	GGB28310_SGB40880	GGB28317_SGB40889	GGB28380_SGB40960	GGB28382_SGB40962	GGB28394_SGB40975	GGB28419_SGB41002	GGB28421_SGB41004	GGB28439_SGB41022	GGB28456_SGB41039	GGB28765_SGB41414	GGB28769_SGB41421	GGB28772_SGB41425	GGB28778_SGB41431	GGB28793_SGB41446	GGB28796_SGB41449	GGB28803_SGB41457	GGB28814_SGB41469	GGB28845_SGB41512	GGB28865_SGB41537	GGB28869_SGB41543	GGB28870_SGB41545	GGB28870_SGB41546	GGB28879_SGB43526	GGB28898_SGB41580	GGB28901_SGB41592	GGB28904_SGB41597	GGB28925_SGB41622	GGB28927_SGB41625	GGB28928_SGB41627	GGB28934_SGB41635	GGB28942_SGB41646	GGB28946_SGB41652	GGB28948_SGB41654	GGB28949_SGB41655	GGB28949_SGB41656	GGB28956_SGB41665	GGB28957_SGB41666	GGB28961_SGB41670	GGB28988_SGB41701	GGB28990_SGB41704	GGB29003_SGB41719	GGB29531_SGB42317	GGB30045_SGB42945	GGB30046_SGB42947	GGB30147_SGB43074	GGB30294_SGB43258	GGB30296_SGB43260	GGB30298_SGB43262	GGB30414_SGB43453	GGB30454_SGB43514	GGB30454_SGB43516	GGB30455_SGB43519	GGB30460_SGB43527	GGB30461_SGB102216	GGB30461_SGB43529	GGB30461_SGB63204	GGB30461_SGB63208	GGB30461_SGB63209	GGB30468_SGB43552	GGB30472_SGB43556	GGB30475_SGB63182	GGB30667_SGB43809	GGB30861_SGB44083	GGB31108_SGB44379	GGB3171_SGB4185	GGB32371_SGB41694	GGB42322_SGB59489	GGB42570_SGB59765	GGB42598_SGB59794	GGB42646_SGB59844	GGB45514_SGB63186	GGB45515_SGB63187	GGB45656_SGB63370	GGB46159_SGB63927	GGB46162_SGB63930	GGB70518_SGB94950	GGB70852_SGB95305	GGB73359_SGB46611	GGB74395_SGB43523	GGB74408_SGB43542	GGB75057_SGB102223	GGB75074_SGB102167	GGB75094_SGB102310	GGB75104_SGB102231	GGB75725_SGB102612	GGB75726_SGB102611	GGB75879_SGB103683	GGB79741_SGB1950	GGB80032_SGB42945	GGB9439_SGB42949	Hominisplanchenecus_murintestinalis	Lachnospiraceae_bacterium	Lachnospiraceae_bacterium_A2	Lachnospiraceae_bacterium_MD308	Lachnospiraceae_unclassified_SGB41405	Lachnospiraceae_unclassified_SGB7275	Lactobacillus_intestinalis	Lactobacillus_johnsonii	Lepagella_muris	Ligilactobacillus_murinus	Limosilactobacillus_reuteri	Muribaculaceae_bacterium	Muribaculum_gordoncarteri	Muribaculum_intestinale	Muricaecibacterium_torontonense	Neglectibacter_caecimuris	Neglectibacter_sp_X4	Oscillibacter_SGB43496	Oscillibacter_SGB43499	Oscillibacter_SGB43502	Oscillibacter_SGB94990	Oscillibacter_sp_CU971	Oscillospiraceae_bacterium	Oscillospiraceae_unclassified_SGB102175	Oscillospiraceae_unclassified_SGB43526	Parabacteroides_SGB1950	Parabacteroides_distasonis	Parabacteroides_goldsteinii	Paramuribaculum_intestinale	Parasutterella_muris	Parasutterella_sp_NM82_D38	Parvibacter_caecicola	Pseudoflavonifractor_sp_524_17	Pseudomonas_aeruginosa	Sangeribacter_muris	Schaedlerella_arabinosiphila	Thomasclavelia_cocleata	Turicibacter_sp_1E2	Turicimonas_muris	bacterium_1xD42_67
SLC_SMT_NEG_143I	NA	NA	NA	NA	NA	NA	NA	0.0108510193051085	NA	0.0107264867835047	0.0688793228512042	NA	NA	NA	NA	0.0136741844082715	NA	NA	NA	NA	NA	NA	0.0115648345835799	NA	NA	0.00923594804554552	0.0257820834932785	0.0408620731712014	NA	NA	NA	NA	NA	NA	NA	NA	0.0202833949362766	NA	NA	NA	0.135447732930379	NA	NA	0.0261877770688126	NA	NA	NA	NA	NA	NA	0.00812285839368453	0.0397733764874896	0.0111219096356076	NA	NA	NA	NA	NA	NA	0.0149580248371769	0.0100948372924832	0.0102129506119425	NA	NA	0.0118241703502188	0.0403498208400681	NA	0.0106070896236165	NA	0.00976489030225455	0.0244070903939208	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0110808267418826	NA	NA	NA	NA	NA	NA	0.0161186165849074	NA	NA	NA	0.0407657851390335	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0341244786003058	0.0159363112440029	NA	NA	0.0143045500588641	NA	NA	0.0323348050424117	NA	NA	0.0102322082183761	0.0596600647312344	0.0413216880447495	0.129649909553442	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0160351669570286	NA	NA	0.0137037127381364	NA
SLC_SMT_NEG_16I	NA	NA	0.00271484068235265	NA	NA	NA	NA	NA	NA	0.0197993875057827	0.0562271406876596	NA	NA	NA	NA	NA	NA	0.00260334164751617	NA	NA	NA	0.00312250902847353	NA	NA	NA	0.100395231915312	NA	0.0113348417866219	NA	NA	NA	NA	NA	NA	NA	0.00841120844047694	NA	NA	NA	0.00239106463888518	0.329781713836655	NA	NA	0.0176216719816327	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00350230261588529	0.00463659087412563	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00577329137110041	0.0526168233817765	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00399922379518056	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00576444649574079	NA	NA	NA	NA	NA	NA	NA	NA	0.00273279845959795	NA	NA	NA	0.00287699673061244	NA	NA	NA	NA	NA	NA	0.00354545488657921	NA	NA	NA	NA	NA	NA	NA	0.00294748770696338	NA	NA	0.00983818166516304	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00518443709337026	NA	0.0551995269867868	NA	NA	NA	NA	NA	0.00313751851393229	NA	0.00198098405402986	0.00141491203101389	NA	NA	NA	0.271559115662559	NA	NA	NA	NA	NA	NA	0.00249398682488809	NA	NA	NA	NA	NA	NA	NA	0.00412975271336654	NA	NA	NA	NA	NA	NA	0.0022632159859597	NA	NA	NA
SLC_SMT_NEG_89I	NA	NA	NA	NA	NA	0.0020845278395212	0.00153165741883844	0.0158071815318573	0.00285489061476934	0.0150047589840551	0.0346086315760913	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000748941991804408	NA	NA	0.00714861525345428	NA	0.00178442266347449	0.0013660033602069	NA	NA	0.00286474417515346	NA	NA	NA	0.00092009405151984	NA	NA	NA	NA	0.225873735906017	NA	NA	0.00531463917761328	NA	NA	0.0136509654704111	NA	NA	NA	0.00287031357884883	0.0182825672666152	0.00239684286213084	0.00109153172168119	NA	NA	NA	NA	NA	0.000971503931784801	0.000893960695718485	NA	NA	NA	0.002548430606301	0.00248695295781748	0.000604280300947727	NA	0.175122901745008	0.000574648217183895	0.175383449874296	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00581531428930482	0.000998065703255031	NA	0.000589928376040425	NA	0.000825342786087058	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000653262492422398	NA	0.00993038959406901	NA	NA	0.00104247812759504	NA	0.000536162209596654	0.0183118423373216	0.00101098957593275	NA	NA	NA	0.00182026677443701	NA	0.00477369299304753	0.00120549028960185	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00149238598252492	NA	NA	0.00827384900775361	NA	0.0075122687537174	NA	NA	0.00118157041475635	NA	0.000382146776636209	0.000730163104985402	0.000943942523753864	0.000586429648077949	0.000648978335733651	0.00308566385506984	0.0196935542720539	0.0197206158618045	0.16610732240921	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00418997664420578	0.000626129500060335	NA	0.00189423987992937	NA	NA	NA	NA	NA	NA	0.000626343707894773	NA
SLC_SMT_NEG_194I	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0371092150729574	NA	NA	NA	NA	NA	0.422555393609878	NA	0.111855788284231	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.03605292894224	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0195167286245353	NA	0.244444262483009	0.10279956765963	NA	NA	NA	0.0256661153235183	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SLC_SMT_NEG_18J	NA	NA	0.000679683027945112	0.000592544178208559	NA	NA	NA	NA	NA	0.00919753199540519	0.113695549639385	NA	NA	NA	NA	0.000678151496646712	NA	0.00060785949119256	NA	NA	NA	0.000542003645361359	NA	NA	NA	0.0169496681250893	NA	0.000874134691417832	0.000507095294042655	0.000682534844845581	NA	NA	NA	NA	NA	0.00383558810828264	NA	NA	NA	0.000494737420807289	0.222165356054357	NA	NA	0.0252602850644487	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00292966093956699	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000726790818226934	0.03915454824923	NA	NA	0.000457663801101192	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000411453805028778	NA	NA	NA	NA	NA	0.000953246204693805	NA	NA	NA	NA	0.00214905528019972	NA	0.000749394107734355	NA	NA	NA	NA	NA	NA	0.000737300291619403	0.000861882441030632	NA	NA	NA	NA	NA	0.000455287287017468	0.00555032223682575	NA	NA	NA	NA	NA	NA	NA	NA	0.000552513118753828	NA	NA	NA	0.000776063876896148	NA	NA	NA	NA	NA	NA	0.00450956750242682	NA	NA	NA	NA	NA	NA	NA	0.000681531427788009	NA	NA	0.00812905126336281	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00109742139243974	NA	0.0423319475791692	NA	NA	NA	0.00132588361302176	NA	NA	NA	0.000486815707194875	NA	NA	NA	NA	0.482034530538391	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00523889326900972	NA	NA	NA	NA	NA	NA	0.000936452171835488	NA	NA	NA
SLC_SMT_NEG_142I	NA	NA	NA	NA	NA	NA	0.00299666878140229	0.0159467045823125	0.00396716923936835	0.0113017659742437	0.15272454106497	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00664050786294065	NA	NA	0.00765996683060968	NA	0.0591428996901334	NA	NA	NA	0.00633706709967749	NA	NA	NA	NA	NA	NA	NA	NA	0.260733643267899	NA	NA	0.0103118861061869	NA	NA	NA	NA	NA	NA	0.00408038579305646	0.0352893957907921	0.00521204134546144	0.00427061000263152	NA	NA	NA	NA	NA	0.00851164090565083	0.0043414978448056	0.00436699706860923	NA	NA	0.00423950094959109	0.0129000573222551	NA	NA	NA	0.00392586049680648	0.0253676478088007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00522479095736326	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00462351926007372	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00595712866500344	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0102144790712571	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00195834038811859	0.002439255749055	NA	NA	NA	0.00419309236226849	NA	0.0130913015007823	NA	NA	NA	0.00716579187329538	NA	NA	0.00588063099359255	NA	NA	0.00407375599486752	0.0150440320596641	0.00672516528596869	0.241294564993442	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00334447819408377	NA	NA	NA	0.0103924636534064	NA	NA	0.00810875316955352	NA
SLC_SMT_NEG_15I	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0107934065948084	0.186464677776438	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00833200983027907	NA	0.0219994910094278	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0415720282253769	NA	NA	NA	NA	0.148412210926203	NA	NA	0.0887614498960014	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0169593362456779	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0237898876712661	0.0123063459898495	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0066130504417311	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00468934672527074	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0853209797877165	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0677563402174627	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.256414524983592	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00969123152118657	NA	NA	NA	0.0101236821577118	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SLC_SMT_NEG_91I	NA	0.000174639858879288	0.000210733294361322	0.000242514000710368	NA	0.0100371069268283	0.00138130553088001	0.00384772451682801	0.000434995209276721	0.0096535564150665	0.0432384981310994	NA	0.000244542010243142	NA	NA	NA	NA	NA	0.000371716177652814	0.000189272332723356	NA	0.00030871952710309	0.004829460827738	NA	NA	0.0860639240926814	NA	0.00236252842165512	0.000465055958173921	0.000326201482695739	NA	0.00157768873247145	NA	0.0173861770664878	0.000295190906549013	0.0120354921178201	0.00227791678342696	NA	NA	0.000280532761698201	0.158816044954246	0.000341064995600503	0.000218999358532883	0.00406718595348229	NA	0.000374334620340699	0.0235454217145706	0.000255246820055382	0.0021257647264554	NA	0.00214085927842086	0.0207560871347901	0.00281354233914008	0.00846026533757939	NA	8.80772241385914e-05	9.52394350201615e-05	0.000275064837261733	NA	0.026717998754032	0.0062998960940331	0.000448934565938702	0.000566867170920541	NA	0.00125762262038752	0.0296973244547247	0.00063615321812254	NA	0.0658872059090961	0.00157830483663331	0.0663840425736191	0.000529413172081076	0.000144476425955113	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000326252824709227	NA	NA	NA	NA	0.000217202388060805	NA	NA	NA	NA	NA	NA	NA	NA	0.000259225826100698	NA	NA	NA	NA	NA	NA	0.000265669248793437	0.000235788196943446	NA	NA	NA	NA	NA	NA	0.000269853622892706	0.00642914961298904	0.00063551144295394	NA	0.000279018172300306	0.000309515328312153	0.000589945405983378	NA	NA	0.000372588991882109	0.000224775335050279	0.000573592974687463	0.00071835178171676	0.000308129093947978	NA	0.000215148707521287	0.000936324299979884	0.000182854581037361	NA	0.000305972729381484	NA	0.00472015368102213	NA	NA	0.000942896077706343	NA	0.000211092688455738	0.00346928253540828	0.000960994137460848	0.000271958645445712	0.000159647990940804	NA	0.0212882984466063	0.000568381760318435	0.00102360572290941	0.0410228592100333	8.01962250681899e-05	0.000191454368296594	NA	0.000154924525699912	0.000641287419471335	NA	NA	0.000307769699853562	7.85789516433192e-05	0.0140535412999777	NA	NA	0.00591334207448227	NA	0.00405550564541378	NA	NA	0.000782888692671123	NA	0.0024105588752731	0.0021438627862099	0.030641529753775	0.00061654056897014	0.00139488549344758	0.0073184702996207	0.0130320919416348	0.0274208195766687	0.155831122974083	0.000402316017691636	0.000345557421780699	NA	NA	0.000253449849583303	0.000239074085806675	0.00037872436249392	0.000631583778922111	0.000284794148817701	NA	NA	NA	NA	0.0134070426661374	0.00079854800678495	NA	0.00064531776753014	NA	NA	0.000855434957729607	NA	0.000229370445257451	0.00017710427552671	0.00146317037138656	0.000282021680089352
SLC_SMT_NEG_197I	NA	NA	NA	NA	NA	NA	0.00077316255007924	0.00346441890864808	0.000916360589762195	0.00108425613546012	0.0158955760948565	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00472927555684268	NA	NA	0.0240716973349135	NA	0.000402343745825617	0.000240681945636277	NA	NA	0.00119141718920296	NA	0.00281468451963885	NA	0.00153421382317037	0.000820182801915434	NA	NA	NA	0.521273636136631	NA	NA	0.00378139002550849	NA	NA	0.0178100483940506	NA	0.000990393738802264	0.000521853552575944	0.000648665746922044	0.0151086399356535	0.000880739186855987	0.00116107962772784	NA	NA	NA	NA	NA	0.0044321930566049	0.0025634348911404	NA	NA	NA	0.000904961740832209	0.00423502859151904	0.000401453210752962	NA	0.0093289485761116	0.000451798126860402	0.044907190215798	NA	NA	0.000382217653183609	NA	NA	NA	0.00036511937978863	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00103972938182736	NA	NA	0.000674550633033888	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00181888820139581	0.000485044769572863	NA	NA	NA	NA	NA	0.000813949056406848	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00200981892097309	0.000551300578978409	NA	NA	NA	NA	0.000986475384482581	NA	NA	NA	NA	0.00938077771734013	0.000417660949075286	NA	0.0243665831819721	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00492145302552167	NA	NA	0.00283688852745039	NA	0.0118129477387712	NA	NA	NA	NA	NA	0.000482373164354897	0.00318746250105232	0.000402284376820773	0.000791923155609843	0.00262630666726986	0.00686727215927327	0.0200308647582381	0.203851196101404	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00307240536966526	NA	NA	NA	NA	NA	0.000705838098586507	NA	NA	NA	0.00641250558217068	0.000608294823628342
SLC_SMT_NEG_101J	NA	0.000732073613522999	0.00104248156031582	NA	NA	NA	0.0011655310700012	0.00766302558763784	0.00150443584201841	0.010176969651973	0.0189787764162021	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00944980928417831	NA	NA	0.00701131083758284	NA	0.00564269894414349	0.000508466341264222	0.00213617005944481	0.000902945381630903	0.00202698682103721	NA	0.00878477417903758	0.00101616839985959	0.00214861694862328	0.0024719085175482	NA	NA	0.00115887089245833	0.0616998847570919	NA	NA	0.0105826945658956	NA	NA	0.0175403964334203	NA	0.00196114932827742	NA	0.0026354650086828	0.042375106658376	0.00741463372026053	0.00944511440492678	NA	NA	0.00035757510578491	0.000417844253385909	NA	0.0161937303709009	0.00194553612518513	0.00152791023827604	0.00195110447034392	NA	0.00421567401815608	0.00735884108543425	0.00173393900915119	NA	0.253077356870328	0.00191856786529846	0.123939353078394	0.00108364364119549	NA	NA	NA	NA	NA	NA	NA	NA	0.00135419970596954	NA	0.00181528052176486	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0123572497397345	0.000922052448352234	NA	0.0011110486340358	NA	0.000886895445584985	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000990837888549026	NA	0.00419394655371297	NA	NA	0.00302273795531458	NA	NA	0.00302088184026165	NA	NA	NA	NA	0.00265402615921209	0.00121750229148322	NA	0.0291141472543418	NA	NA	NA	0.000723884870642429	0.00115090051605458	NA	NA	0.00048117053166232	NA	0.00103079895380621	NA	NA	0.00300308497240121	NA	0.0553080796142338	NA	NA	NA	0.0012243808355029	0.000635009714578637	0.000860582285128752	0.0110893047921069	0.000676936078127158	0.000578016064129867	0.00711885632741433	0.0165071954483692	0.0111160546855168	0.154202217184022	NA	0.00116836983419979	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0100838363496113	0.0011885687333052	NA	0.0012918560768388	NA	NA	0.00147845023127739	NA	NA	NA	0.00252409810550704	NA
