"external_gene_name","HET","padj_HET","MUT","padj_MUT","description","mean_coef"
"Zyg11a",-0.66496535332388,0.208019136828578,-0.576441618050708,0.351098234119056,"zyg-11 family member A, cell cycle regulator [Source:MGI Symbol;Acc:MGI:2446208]",-0.620703485687294
"Ighv8-12",-0.288682942020366,0.649553547326336,-0.949957489583697,0.19234002298932,"immunoglobulin heavy variable V8-12 [Source:MGI Symbol;Acc:MGI:3642873]",-0.619320215802031
"A1cf",-0.519134930295378,0.260588037941398,-0.648218830122418,0.237558527911579,"APOBEC1 complementation factor [Source:MGI Symbol;Acc:MGI:1917115]",-0.583676880208898
"Aff4",-0.517438094449752,0.0997857256982403,-0.646324669600064,0.162729965916785,"AF4/FMR2 family, member 4 [Source:MGI Symbol;Acc:MGI:2136171]",-0.581881382024908
"Zmat4",-0.813404407588929,0.0445969496299449,-0.338935163294993,0.467356888688942,"zinc finger, matrin type 4 [Source:MGI Symbol;Acc:MGI:2443497]",-0.576169785441961
"Atp7a",-0.528733715148946,0.217128809603047,-0.6206401264447,0.226105015348892,"ATPase, copper transporting, alpha polypeptide [Source:MGI Symbol;Acc:MGI:99400]",-0.574686920796823
"BC089597",-0.837423605881871,0.124301891504331,-0.310838269620369,0.643950925074547,NA,-0.57413093775112
"Il1a",-0.713747138021789,0.119991719152617,-0.431518256483139,0.41659588058639,"interleukin 1 alpha [Source:MGI Symbol;Acc:MGI:96542]",-0.572632697252464
"Acta1",-0.409319460352808,0.449950935687106,-0.734425680867676,0.237558527911579,"actin alpha 1, skeletal muscle [Source:MGI Symbol;Acc:MGI:87902]",-0.571872570610242
"Gcnt1",-0.280934074977101,0.613243745144682,-0.846573762511941,0.19234002298932,"glucosaminyl (N-acetyl) transferase 1, core 2 [Source:MGI Symbol;Acc:MGI:95676]",-0.563753918744521
"Sgk1",-0.695571951045565,0.224488626911873,-0.408552386788391,0.559613442496002,"serum/glucocorticoid regulated kinase 1 [Source:MGI Symbol;Acc:MGI:1340062]",-0.552062168916978
"Igkv10-94",-0.132185168869275,0.877069009508977,-0.956348698080986,0.247888508935242,"immunoglobulin kappa variable 10-94 [Source:MGI Symbol;Acc:MGI:3646140]",-0.54426693347513
"Tmc7",-0.551845216980732,0.202843295910425,-0.534946531978207,0.289426204101757,"transmembrane channel-like gene family 7 [Source:MGI Symbol;Acc:MGI:2443317]",-0.543395874479469
"Phlpp2",-0.57436605745547,0.216188621739577,-0.511670580870993,0.346169656285553,"PH domain and leucine rich repeat protein phosphatase 2 [Source:MGI Symbol;Acc:MGI:2444928]",-0.543018319163232
"Gprin3",-0.465867773908943,0.281774226932157,-0.610392421336046,0.235827948988171,"GPRIN family member 3 [Source:MGI Symbol;Acc:MGI:1924785]",-0.538130097622495
"Nos1ap",-0.441663981138829,0.172434482273681,-0.625279827069498,0.162729965916785,"nitric oxide synthase 1 (neuronal) adaptor protein [Source:MGI Symbol;Acc:MGI:1917979]",-0.533471904104164
"Epb41l1",-0.449420779001024,0.190684742409994,-0.613932064985882,0.168155026440401,"erythrocyte membrane protein band 4.1 like 1 [Source:MGI Symbol;Acc:MGI:103010]",-0.531676421993453
"Fam102b",-0.440100123178616,0.305812426802648,-0.62229966254049,0.227046048965527,NA,-0.531199892859553
"Xpnpep2",-0.676970371992049,0.224739393778371,-0.38463877047248,0.573804069049727,"X-prolyl aminopeptidase (aminopeptidase P) 2, membrane-bound [Source:MGI Symbol;Acc:MGI:2180001]",-0.530804571232265
"Pappa",-0.57900529684251,0.10329283373328,-0.482285589678983,0.243480758221989,"pregnancy-associated plasma protein A [Source:MGI Symbol;Acc:MGI:97479]",-0.530645443260746
"Mgat4a",-0.503339294407502,0.230551843792034,-0.556201047492857,0.257079036664102,"mannoside acetylglucosaminyltransferase 4, isoenzyme A [Source:MGI Symbol;Acc:MGI:2662992]",-0.52977017095018
"Sgms2",-0.577780871352552,0.148661786381607,-0.479277347213666,0.301128066890302,"sphingomyelin synthase 2 [Source:MGI Symbol;Acc:MGI:1921692]",-0.528529109283109
"Mapk6",-0.63398912799191,0.0568518666825454,-0.415514729420607,0.274038824157328,"mitogen-activated protein kinase 6 [Source:MGI Symbol;Acc:MGI:1354946]",-0.524751928706259
"Prlr",-0.522347270868887,0.215462077471435,-0.524033918198561,0.286609508979727,"prolactin receptor [Source:MGI Symbol;Acc:MGI:97763]",-0.523190594533724
"Nt5e",-0.542039495774799,0.134089722622777,-0.501455971700287,0.235480557201119,"5' nucleotidase, ecto [Source:MGI Symbol;Acc:MGI:99782]",-0.521747733737543
"Fa2h",-0.223951499679976,0.716800369160125,-0.817538148742566,0.222337829158971,"fatty acid 2-hydroxylase [Source:MGI Symbol;Acc:MGI:2443327]",-0.520744824211271
"Itgb6",-0.357720214371627,0.452172415130495,-0.679265295350051,0.218329728756878,"integrin beta 6 [Source:MGI Symbol;Acc:MGI:96615]",-0.518492754860839
"Erbin",-0.495505610808547,0.124660506690756,-0.54090146529399,0.173014444485906,"Erbb2 interacting protein [Source:MGI Symbol;Acc:MGI:1890169]",-0.518203538051269
"Zfp871",-0.590255928805781,0.131074681476735,-0.440371635366805,0.327113750163768,"zinc finger protein 871 [Source:MGI Symbol;Acc:MGI:1921793]",-0.515313782086293
"Taok1",-0.522047116170863,0.146825669677869,-0.505215908759678,0.231756908591395,"TAO kinase 1 [Source:MGI Symbol;Acc:MGI:1914490]",-0.513631512465271
"Rsad2",-0.531947567203777,0.16331048675031,-0.494867279775782,0.264640604787483,"radical S-adenosyl methionine domain containing 2 [Source:MGI Symbol;Acc:MGI:1929628]",-0.51340742348978
"Gm4788",-0.619977870959572,0.247022642852325,-0.403966672731966,0.533404012316259,NA,-0.511972271845769
"Acsf2",-0.576935696473582,0.0659768107140516,-0.437479369814289,0.23017150400199,"acyl-CoA synthetase family member 2 [Source:MGI Symbol;Acc:MGI:2388287]",-0.507207533143936
"Malrd1",-0.532195084724806,0.164796629107424,-0.480557294506289,0.280021693568088,"MAM and LDL receptor class A domain containing 1 [Source:MGI Symbol;Acc:MGI:1928271]",-0.506376189615548
"Lysmd3",-0.529369867075102,0.153113166715488,-0.480310957107715,0.263114375725568,"LysM, putative peptidoglycan-binding, domain containing 3 [Source:MGI Symbol;Acc:MGI:1915906]",-0.504840412091409
"Mmrn1",-0.627770413434023,0.164408864895153,-0.379412038209615,0.481774761475975,"multimerin 1 [Source:MGI Symbol;Acc:MGI:1918195]",-0.503591225821819
"Map3k13",-0.51743625229918,0.157828983990044,-0.486744137112127,0.252174484327694,"mitogen-activated protein kinase kinase kinase 13 [Source:MGI Symbol;Acc:MGI:2444243]",-0.502090194705654
"Olfr56",-0.600321779248502,0.143860339725908,-0.401024195906414,0.401535106322736,NA,-0.500672987577458
"Lpin2",-0.473891475051096,0.154538534105862,-0.523123808603777,0.197718212882542,"lipin 2 [Source:MGI Symbol;Acc:MGI:1891341]",-0.498507641827437
"Abcg8",-0.618719172927288,0.216375562442426,-0.377126410466286,0.533312325563272,"ATP binding cassette subfamily G member 8 [Source:MGI Symbol;Acc:MGI:1914720]",-0.497922791696787
"Grpr",-0.425677937499585,0.276719529380054,-0.566618547959048,0.228319018180083,"gastrin releasing peptide receptor [Source:MGI Symbol;Acc:MGI:95836]",-0.496148242729316
"Skil",-0.458236503246981,0.173531656646686,-0.528823372736744,0.197718212882542,"SKI-like [Source:MGI Symbol;Acc:MGI:106203]",-0.493529937991863
"Mpp5",-0.466706438723204,0.227496691315692,-0.518648966175145,0.252174484327694,NA,-0.492677702449175
"Ms4a14",-0.58754217798521,0.139611251903646,-0.394773390859868,0.389348978642768,"membrane-spanning 4-domains, subfamily A, member 14 [Source:MGI Symbol;Acc:MGI:2686122]",-0.491157784422539
"Snurf",-0.50446615234772,0.216188621739577,-0.475355212339694,0.317476157767882,"SNRPN upstream reading frame [Source:MGI Symbol;Acc:MGI:1891236]",-0.489910682343707
"Asap2",-0.490565686873493,0.125412019399692,-0.480328900284188,0.207041265355528,"ArfGAP with SH3 domain, ankyrin repeat and PH domain 2 [Source:MGI Symbol;Acc:MGI:2685438]",-0.485447293578841
"Tns4",-0.482775002981805,0.246714529985177,-0.48354825639743,0.321642288461838,"tensin 4 [Source:MGI Symbol;Acc:MGI:2144377]",-0.483161629689618
"Baiap2l1",-0.441385068584305,0.180609974823174,-0.519965984791498,0.197718212882542,"BAI1-associated protein 2-like 1 [Source:MGI Symbol;Acc:MGI:1914148]",-0.480675526687901
"Gramd1b",-0.506002301464805,0.234040163020459,-0.454890607893858,0.36210194724653,"GRAM domain containing 1B [Source:MGI Symbol;Acc:MGI:1925037]",-0.480446454679331
"Samd9l",-0.408025460327963,0.172062102256698,-0.551284457532369,0.162729965916785,"sterile alpha motif domain containing 9-like [Source:MGI Symbol;Acc:MGI:1343184]",-0.479654958930166
"Acvr1c",-0.503038362492438,0.152374803837824,-0.455146689448969,0.26246080113979,"activin A receptor, type IC [Source:MGI Symbol;Acc:MGI:2661081]",-0.479092525970704
"Por",-0.535543026332248,0.0849274609695713,-0.420154659209772,0.239579371719798,"cytochrome p450 oxidoreductase [Source:MGI Symbol;Acc:MGI:97744]",-0.47784884277101
"Aim1",-0.420251965952608,0.233866354154546,-0.533584524214718,0.207671701037539,NA,-0.476918245083663
"Lamb3",-0.338472885939457,0.413769701409265,-0.612626723494408,0.207628963006614,"laminin, beta 3 [Source:MGI Symbol;Acc:MGI:99915]",-0.475549804716933
"Ptprd",-0.424328926262958,0.198788622922431,-0.523846916034119,0.197718212882542,"protein tyrosine phosphatase receptor type D [Source:MGI Symbol;Acc:MGI:97812]",-0.474087921148538
"Rnf152",-0.309705198089623,0.49466119669413,-0.638112995870218,0.222336925887912,"ring finger protein 152 [Source:MGI Symbol;Acc:MGI:2443787]",-0.47390909697992
"Ubxn2a",-0.500809282748897,0.100491267590042,-0.446249416849729,0.216368365389705,"UBX domain protein 2A [Source:MGI Symbol;Acc:MGI:2442310]",-0.473529349799313
"Cfhr2",-0.615341555453932,0.23482577331,-0.330818254650804,0.60732293449432,"complement factor H-related 2 [Source:MGI Symbol;Acc:MGI:3611575]",-0.473079905052368
"Bach1",-0.501821565547054,0.214696915784196,-0.442791211245822,0.34971203916306,"BTB and CNC homology 1, basic leucine zipper transcription factor 1 [Source:MGI Symbol;Acc:MGI:894680]",-0.472306388396438
"Npas2",-0.504732679392923,0.233483130615137,-0.436482860371291,0.376427134748556,"neuronal PAS domain protein 2 [Source:MGI Symbol;Acc:MGI:109232]",-0.470607769882107
"Hmcn1",-0.886586715296686,0.036205983420747,-0.0545755975186306,0.929336492025232,"hemicentin 1 [Source:MGI Symbol;Acc:MGI:2685047]",-0.470581156407658
"Uprt",-0.421335174372407,0.240746859783984,-0.512555687797294,0.231000115785735,"uracil phosphoribosyltransferase [Source:MGI Symbol;Acc:MGI:2685620]",-0.46694543108485
"Adamts12",-0.556587526780381,0.180302915081175,-0.376144724241565,0.444266370248315,"ADAM metallopeptidase with thrombospondin type 1 motif 12 [Source:MGI Symbol;Acc:MGI:2146046]",-0.466366125510973
"Gm9938",-0.51180470799226,0.125412019399692,-0.414455226681916,0.282468399682455,NA,-0.463129967337088
"Adamts4",-0.537175621070676,0.190615735123234,-0.385388785778259,0.426716864810086,"ADAM metallopeptidase with thrombospondin type 1 motif 4 [Source:MGI Symbol;Acc:MGI:1339949]",-0.461282203424467
"Gan",-0.480801181490212,0.139611251903646,-0.441422195750915,0.242908617964919,"giant axonal neuropathy [Source:MGI Symbol;Acc:MGI:1890619]",-0.461111688620564
"Ccdc96",-0.296370812425354,NA,-0.622803195995669,0.199473004881909,"coiled-coil domain containing 96 [Source:MGI Symbol;Acc:MGI:1913967]",-0.459587004210512
"Gm6871",-0.405592489922295,NA,-0.50832056184985,0.182063665150738,"predicted gene 6871 [Source:MGI Symbol;Acc:MGI:3643456]",-0.456956525886072
"Zmiz1",-0.47935642043032,0.0659768107140516,-0.433046662788313,0.173466961858323,"zinc finger, MIZ-type containing 1 [Source:MGI Symbol;Acc:MGI:3040693]",-0.456201541609316
"Nr6a1",-0.41335606195496,0.103456082208136,-0.49878584865334,0.162729965916785,"nuclear receptor subfamily 6, group A, member 1 [Source:MGI Symbol;Acc:MGI:1352459]",-0.45607095530415
"Trim30d",-0.501666208721895,0.200534494906472,-0.409690694287966,0.369290680552469,"tripartite motif-containing 30D [Source:MGI Symbol;Acc:MGI:3035181]",-0.455678451504931
"Ifih1",-0.458379289409797,0.165498285948788,-0.452210007700547,0.241107405137824,"interferon induced with helicase C domain 1 [Source:MGI Symbol;Acc:MGI:1918836]",-0.455294648555172
"Gbp8",-0.28053791462543,0.436799613769283,-0.630046029574204,0.168155026440401,"guanylate-binding protein 8 [Source:MGI Symbol;Acc:MGI:1923324]",-0.455291972099817
"Nfat5",-0.488142431929242,0.071487313664067,-0.419876826379079,0.197718212882542,"nuclear factor of activated T cells 5 [Source:MGI Symbol;Acc:MGI:1859333]",-0.454009629154161
"Dab1",-0.505778701091534,0.219520227043976,-0.401712988050424,0.40647830170197,"disabled 1 [Source:MGI Symbol;Acc:MGI:108554]",-0.453745844570979
"Ddx60",-0.50244792127134,0.199430245304752,-0.401254706793442,0.377908323867362,"DExD/H box helicase 60 [Source:MGI Symbol;Acc:MGI:2384570]",-0.451851314032391
"Gnal",-0.549894507316672,0.0141893688599872,-0.353266949530373,0.168155026440401,"guanine nucleotide binding protein, alpha stimulating, olfactory type [Source:MGI Symbol;Acc:MGI:95774]",-0.451580728423522
"Ptar1",-0.41404547576553,0.139110430146067,-0.485930907714339,0.168155026440401,"protein prenyltransferase alpha subunit repeat containing 1 [Source:MGI Symbol;Acc:MGI:1921875]",-0.449988191739935
"Wipf3",-0.455255438962988,0.221456766572647,-0.444651233019023,0.306109361517905,"WAS/WASL interacting protein family, member 3 [Source:MGI Symbol;Acc:MGI:3044681]",-0.449953335991006
"Lrrc8b",-0.523110969011441,0.0568518666825454,-0.375435211318434,0.237448164405184,"leucine rich repeat containing 8 family, member B [Source:MGI Symbol;Acc:MGI:2141353]",-0.449273090164938
"Ereg",-0.592969754834585,0.20748468659843,-0.30349944439561,0.6028086052661,"epiregulin [Source:MGI Symbol;Acc:MGI:107508]",-0.448234599615097
"Gm11437",-0.550393385107784,0.217755363696179,-0.344563195033874,0.522400630355784,"predicted gene 11437 [Source:MGI Symbol;Acc:MGI:3650287]",-0.447478290070829
"Sema3d",-0.521186420911094,0.127682876132378,-0.372161013200174,0.345767196261723,"sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3D [Source:MGI Symbol;Acc:MGI:1860118]",-0.446673717055634
"Ccdc186",-0.406826825157572,0.204313607276748,-0.486219965125418,0.207041265355528,"coiled-coil domain containing 186 [Source:MGI Symbol;Acc:MGI:2445022]",-0.446523395141495
"Acsl3",-0.444306083945685,0.0507848370925222,-0.446427842344014,0.162729965916785,"acyl-CoA synthetase long-chain family member 3 [Source:MGI Symbol;Acc:MGI:1921455]",-0.445366963144849
"Naip2",-0.435593097790132,0.195290518577718,-0.451449897698988,0.250226773070177,"NLR family, apoptosis inhibitory protein 2 [Source:MGI Symbol;Acc:MGI:1298226]",-0.44352149774456
"Adap2",-0.557414485014115,0.0511078119275417,-0.329074846724992,0.309350826127146,"ArfGAP with dual PH domains 2 [Source:MGI Symbol;Acc:MGI:2663075]",-0.443244665869553
"Arntl",-0.480026654142969,0.143860339725908,-0.404527920155869,0.286701531589592,NA,-0.442277287149419
"Dyrk2",-0.491444353476294,0.063014183172889,-0.392037915780621,0.207041265355528,"dual-specificity tyrosine phosphorylation regulated kinase 2 [Source:MGI Symbol;Acc:MGI:1330301]",-0.441741134628458
"Slfn4",-0.387233466564751,0.281999952105991,-0.494990517029714,0.242908617964919,"schlafen 4 [Source:MGI Symbol;Acc:MGI:1329010]",-0.441111991797232
"Gm38394",-0.486249230120603,0.142626048314303,-0.393740319167766,0.305250244505164,NA,-0.439994774644184
"Dpyd",-0.541348618083023,0.192329142142505,-0.336728938770148,0.497598960345086,"dihydropyrimidine dehydrogenase [Source:MGI Symbol;Acc:MGI:2139667]",-0.439038778426586
"Itga11",-0.513452770666954,0.195290518577718,-0.363918116426667,0.438969834307924,"integrin alpha 11 [Source:MGI Symbol;Acc:MGI:2442114]",-0.43868544354681
"Irs2",-0.50158115500716,0.0770915576128444,-0.375249228930438,0.247668502349829,"insulin receptor substrate 2 [Source:MGI Symbol;Acc:MGI:109334]",-0.438415191968799
"Nhsl1",-0.41078318042491,0.155259538869467,-0.465529115014545,0.192162323269413,"NHS like 1 [Source:MGI Symbol;Acc:MGI:106390]",-0.438156147719728
"Lrp12",-0.406193257137909,0.243701283838647,-0.469896597277997,0.251172491916867,"low density lipoprotein-related protein 12 [Source:MGI Symbol;Acc:MGI:2443132]",-0.438044927207953
"Ly75",-0.501448842781837,0.127742322093166,-0.369572377717367,0.330021369539885,"lymphocyte antigen 75 [Source:MGI Symbol;Acc:MGI:106662]",-0.435510610249602
"Rbm41",-0.435915390349326,0.124188105308753,-0.434228298811109,0.198652616740918,"RNA binding motif protein 41 [Source:MGI Symbol;Acc:MGI:2444923]",-0.435071844580218
"Arhgap5",-0.385448032202003,0.183331063476315,-0.482995179038704,0.185124033657177,"Rho GTPase activating protein 5 [Source:MGI Symbol;Acc:MGI:1332637]",-0.434221605620354
"Fhdc1",-0.389112039105231,0.178722755075377,-0.478361814598474,0.186758832261382,"FH2 domain containing 1 [Source:MGI Symbol;Acc:MGI:2684972]",-0.433736926851853
"Lrrc66",-0.415182848119012,0.195477110610409,-0.450935945561428,0.234143257994066,"leucine rich repeat containing 66 [Source:MGI Symbol;Acc:MGI:2387634]",-0.43305939684022
"Cpeb4",-0.432823554460402,0.0914314997533151,-0.431608305193432,0.173014444485906,"cytoplasmic polyadenylation element binding protein 4 [Source:MGI Symbol;Acc:MGI:1914829]",-0.432215929826917
"Ipmk",-0.428472153425785,0.244138490496527,-0.434767738406541,0.313435475258253,"inositol polyphosphate multikinase [Source:MGI Symbol;Acc:MGI:1916968]",-0.431619945916163
"Nudt4",-0.449763769599805,0.179404028906599,-0.413236027654367,0.2893266274348,"nudix hydrolase 4 [Source:MGI Symbol;Acc:MGI:1918457]",-0.431499898627086
"Hpse2",-0.52051704237901,0.204137199555373,-0.341549908699276,0.486166367426787,"heparanase 2 [Source:MGI Symbol;Acc:MGI:2685814]",-0.431033475539143
"Fras1",-0.57951513425067,0.125039362073771,-0.276939206140363,0.540538831319669,"Fraser extracellular matrix complex subunit 1 [Source:MGI Symbol;Acc:MGI:2385368]",-0.428227170195516
"Reps2",-0.356635310853645,0.270539284642481,-0.499473968999752,0.2051278057827,"RALBP1 associated Eps domain containing protein 2 [Source:MGI Symbol;Acc:MGI:2663511]",-0.428054639926699
"Atxn7",-0.441361525092497,0.074834547410225,-0.414051529791395,0.173014444485906,"ataxin 7 [Source:MGI Symbol;Acc:MGI:2179277]",-0.427706527441946
"Ahcyl2",-0.432566283869514,0.23482577331,-0.421087314575292,0.321642288461838,"S-adenosylhomocysteine hydrolase-like 2 [Source:MGI Symbol;Acc:MGI:1921590]",-0.426826799222403
"Tet3",-0.477991924962691,0.0887494168047626,-0.374369612121364,0.244933288966581,"tet methylcytosine dioxygenase 3 [Source:MGI Symbol;Acc:MGI:2446229]",-0.426180768542027
"Dsg2",-0.40045489726728,0.197586487760949,-0.451694702315425,0.223583617789449,"desmoglein 2 [Source:MGI Symbol;Acc:MGI:1196466]",-0.426074799791353
"Cpm",-0.447344770843642,0.124941507690441,-0.404672831497823,0.235480557201119,"carboxypeptidase M [Source:MGI Symbol;Acc:MGI:1917824]",-0.426008801170732
"Rnf24",-0.327994608941895,0.317727289698,-0.521115904954173,0.197718212882542,"ring finger protein 24 [Source:MGI Symbol;Acc:MGI:1261771]",-0.424555256948034
"Bmp1",-0.485564877779897,0.0900775358961264,-0.363159137487565,0.267959148453425,"bone morphogenetic protein 1 [Source:MGI Symbol;Acc:MGI:88176]",-0.424362007633731
"Zfp37",-0.329651977929383,0.240652623951697,-0.518040346233993,0.162729965916785,"zinc finger protein 37 [Source:MGI Symbol;Acc:MGI:99181]",-0.423846162081688
"Utp14b",-0.389824490368519,0.0648209591146937,-0.453827939158571,0.162729965916785,"UTP14B small subunit processome component [Source:MGI Symbol;Acc:MGI:2445092]",-0.421826214763545
"Flnb",-0.402891814612251,0.146321930431101,-0.438104339656339,0.197718212882542,"filamin, beta [Source:MGI Symbol;Acc:MGI:2446089]",-0.420498077134295
"Ceacam2",-0.263780363687602,0.54656118774191,-0.576482527413986,0.239806279747421,"CEA cell adhesion molecule 2 [Source:MGI Symbol;Acc:MGI:1347246]",-0.420131445550794
"Fmn1",-0.420830825638665,0.182251457348356,-0.415146858700243,0.260302380190305,"formin 1 [Source:MGI Symbol;Acc:MGI:101815]",-0.417988842169454
"Btnl4",-0.447439241822107,0.20275336058526,-0.387675359746885,0.345767196261723,"butyrophilin-like 4 [Source:MGI Symbol;Acc:MGI:1932036]",-0.417557300784496
"Gas2l3",-0.456779721422493,0.0914314997533151,-0.378163750011659,0.231000115785735,"growth arrest-specific 2 like 3 [Source:MGI Symbol;Acc:MGI:1918780]",-0.417471735717076
"Mapk4",-0.362135570350244,0.227496691315692,-0.470006827674301,0.198636638967883,"mitogen-activated protein kinase 4 [Source:MGI Symbol;Acc:MGI:2444559]",-0.416071199012273
"Ocln",-0.468902353288954,0.142626048314303,-0.362515989313781,0.327113750163768,"occludin [Source:MGI Symbol;Acc:MGI:106183]",-0.415709171301368
"Bco1",-0.231668821747421,0.615866260364297,-0.597653357381277,0.241107405137824,"beta-carotene oxygenase 1 [Source:MGI Symbol;Acc:MGI:1926923]",-0.414661089564349
"Cdh10",-0.443096903612146,0.136425267665587,-0.385942765694937,0.259036799675813,"cadherin 10 [Source:MGI Symbol;Acc:MGI:107436]",-0.414519834653541
"Wac",-0.451669845360088,0.0769317393663296,-0.377008069149425,0.207671701037539,"WW domain containing adaptor with coiled-coil [Source:MGI Symbol;Acc:MGI:2387357]",-0.414338957254756
"Gm11992",-0.521685648061365,0.100672075610032,-0.306633618413514,0.403556275441787,"predicted gene 11992 [Source:MGI Symbol;Acc:MGI:3651127]",-0.414159633237439
"Duox1",-0.165930151038889,0.746338618602997,-0.659757169773916,0.228319018180083,"dual oxidase 1 [Source:MGI Symbol;Acc:MGI:2139422]",-0.412843660406402
"Numb",-0.413125143369086,0.204313607276748,-0.411656533291915,0.277988862053045,"NUMB endocytic adaptor protein [Source:MGI Symbol;Acc:MGI:107423]",-0.4123908383305
