"","external_gene_name","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","value","description"
"1","Igkv3-4",485.969197704795,-1.91755681570972,0.415909810020244,-4.61051114811739,4.01680098358383e-06,0.0604046531911337,"MUT","immunoglobulin kappa variable 3-4 [Source:MGI Symbol;Acc:MGI:1330855]"
"2","Trbv13-1",11.2841586350488,-1.92660678666248,0.457670650766304,-4.20959216728592,2.5583206489725e-05,0.162840834391453,"MUT","T cell receptor beta, variable 13-1 [Source:MGI Symbol;Acc:MGI:98609]"
"3","Trbv3",14.6874895419055,-2.3174191359197,0.557701785179866,-4.15530162804178,3.24858693426226e-05,0.162840834391453,"MUT","T cell receptor beta, variable 3 [Source:MGI Symbol;Acc:MGI:98590]"
"4","Tmem182",44.3933799022243,0.865298433503233,0.220428600896185,3.92552704134234,8.65400469987721e-05,0.196833691901756,"MUT","transmembrane protein 182 [Source:MGI Symbol;Acc:MGI:1923725]"
"5","Lgals12",237.976809530454,0.757338994833308,0.193877913691024,3.90626750832614,9.3732741656852e-05,0.196833691901756,"MUT","lectin, galactose binding, soluble 12 [Source:MGI Symbol;Acc:MGI:1929094]"
"6","Zfp326",685.624848118837,0.476466839146953,0.122196414257482,3.8991883848816,9.65156624532821e-05,0.196833691901756,"MUT","zinc finger protein 326 [Source:MGI Symbol;Acc:MGI:1927246]"
"7","Trafd1",1563.81172385211,-0.33143461980534,0.0851414471929835,-3.89275295091124,9.9113070254752e-05,0.196833691901756,"MUT","TRAF type zinc finger domain containing 1 [Source:MGI Symbol;Acc:MGI:1923551]"
"8","Olfr78",13.9915280865638,1.59827290689207,0.417828266721502,3.82519095568366,0.000130670762048209,0.196833691901756,"MUT",NA
"9","Actn1",5480.43149061019,0.445207875729011,0.116953645702333,3.80670369919157,0.000140831303108251,0.196833691901756,"MUT","actinin, alpha 1 [Source:MGI Symbol;Acc:MGI:2137706]"
"10","Ighv1-47",67.20773524281,-3.26639417906371,0.861159265864321,-3.79301983795683,0.000148826261724519,0.196833691901756,"MUT","immunoglobulin heavy variable 1-47 [Source:MGI Symbol;Acc:MGI:4439890]"
"11","Zadh2",1589.53023103825,0.221274522357619,0.0585835427393312,3.77707649641785,0.000158680006227656,0.196833691901756,"MUT",NA
"12","Ctsw",95.6425001735048,-0.841757905354101,0.224557092977112,-3.74852512648041,0.000177877519594528,0.196833691901756,"MUT","cathepsin W [Source:MGI Symbol;Acc:MGI:1338045]"
"13","Sectm1a",65.0737300964213,-1.13376471489972,0.303027356918774,-3.7414599342713,0.000182954347871619,0.196833691901756,"MUT","secreted and transmembrane 1A [Source:MGI Symbol;Acc:MGI:2384805]"
"14","Stk32a",24.865228272053,0.85181687938805,0.229584765785946,3.71025000928086,0.000207054669572212,0.196833691901756,"MUT","serine/threonine kinase 32A [Source:MGI Symbol;Acc:MGI:2442403]"
"15","Igkv16-104",433.521387868785,-1.40667150886909,0.381455447577786,-3.68764299422474,0.0002263409043604,0.196833691901756,"MUT","immunoglobulin kappa variable 16-104 [Source:MGI Symbol;Acc:MGI:2685913]"
