"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"Card9",95.6810575177613,-1.83061260080746,0.385436864679225,-4.7494486608876,2.03971968137491e-06,0.016109470366289
"Gcnt1",409.050301272658,-2.40169802251436,0.517233624604944,-4.64335245866652,3.42800816444213e-06,0.016109470366289
"Ifi44",125.928408449629,-1.28756805830042,0.27840533102328,-4.62479670762037,3.74965979644848e-06,0.016109470366289
"Nap1l4",1858.29615031883,0.272381920154928,0.0594511040210893,4.58161248037219,4.61404318218737e-06,0.016109470366289
"Pbx4",44.5264304120014,-1.49027141225861,0.314507942594032,-4.73842218408536,2.15388708930169e-06,0.016109470366289
"Oas2",94.6959784034861,-1.63197086689618,0.364295810767912,-4.47979586549756,7.47144597437003e-06,0.0217381720624296
"Igkv3-1",246.799538713817,-3.97607477152454,0.908444735678061,-4.37679323283964,1.20438126317082e-05,0.0300355481588186
"Capn3",61.899211666825,-1.3526915895748,0.313752491275673,-4.31133338280424,1.62273027308612e-05,0.0354100029715805
"Klrk1",64.3618781729481,-1.50715523555008,0.356696323665556,-4.22531754760447,2.38604077626172e-05,0.0462812375902231
"Dnase1",962.488418245235,3.5145063955291,0.848196923037835,4.14350288249316,3.42040769710948e-05,0.054001626757299
"Htr1d",11.6873779262465,-2.63938235191848,0.639895908948681,-4.12470577637363,3.71208982693239e-05,0.054001626757299
"Ppp6r1",3767.92739119988,0.25034740273151,0.0601195988460691,4.16415624083757,3.12506070563658e-05,0.054001626757299
"Ly6g6c",27.3645295238511,4.74353772987087,1.17651770212386,4.03184560785427,5.53405395095131e-05,0.0738527320316063
"Stat2",1068.39591890379,-0.832984870067825,0.207423433962766,-4.01586674250775,5.92277165860393e-05,0.0738527320316063
"Enpp3",1514.87151148048,3.56545427434524,0.903947984006635,3.94431354173923,8.00288936918994e-05,0.0931376264786325
"Clec5a",55.7105701950559,-1.04066210746252,0.26990263448807,-3.85569451530687,0.000115401526301201,0.125910277790004
"Tm4sf4",4681.01788388427,1.96267466933614,0.512006166674613,3.83330279415061,0.000126434166092989,0.129833013969724
"Fam83c",42.88111076935,1.50840160697765,0.399809502892279,3.77280078653874,0.000161425177008262,0.148315753422801
"Upk3b",42.0052075064228,3.81872611345095,1.00874915066056,3.78560528249302,0.000153334897910242,0.148315753422801
"Ahrr",37.2228789413885,-1.27024011326476,0.340135998310461,-3.73450654906964,0.000188083597221838,0.15292217248235
"Gbp8",299.138607290791,-1.21341439801539,0.327252971254614,-3.70787893342398,0.00020900252909405,0.15292217248235
"Ifitm1",229.201214692462,-1.25665376343803,0.341656842675599,-3.67811677236394,0.000234962390760046,0.15292217248235
