"","external_gene_name","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","value","description"
"33","Prr5l",59.8620558562253,-0.668475532365473,0.268657271276801,-2.4882093426637,0.0128388134737746,0.999976087657889,"HET","proline rich 5 like [Source:MGI Symbol;Acc:MGI:1919696]"
"34","Tcerg1l",5.84111318066277,-1.07691519315091,0.43548359405919,-2.47291794189734,0.013401491046423,0.999976087657889,"HET","transcription elongation regulator 1-like [Source:MGI Symbol;Acc:MGI:1917821]"
"35","Tox",709.692306373047,0.295242902572478,0.119746528012817,2.46556545289461,0.0136797179617896,0.999976087657889,"HET","thymocyte selection-associated high mobility group box [Source:MGI Symbol;Acc:MGI:2181659]"
"36","Ttn",139.728377205488,-1.18009538219036,0.479763506819498,-2.4597439476245,0.0139036171409401,0.999976087657889,"HET","titin [Source:MGI Symbol;Acc:MGI:98864]"
"37","Atrip",108.822494398216,0.446089332923792,0.182086792818198,2.44987198697703,0.0142907011464686,0.999976087657889,"HET","ATR interacting protein [Source:MGI Symbol;Acc:MGI:1925349]"
"38","Plcxd1",7.73397962228238,-0.737580325390977,0.302101113630777,-2.44150151095582,0.0146263271270427,0.999976087657889,"HET","phosphatidylinositol-specific phospholipase C, X domain containing 1 [Source:MGI Symbol;Acc:MGI:2685422]"
"39","Sarm1",16.6640700141481,0.727747557749061,0.298133762259108,2.44101021043224,0.0146462406612887,0.999976087657889,"HET","sterile alpha and HEAT/Armadillo motif containing 1 [Source:MGI Symbol;Acc:MGI:2136419]"
"40","Tmem69",430.166099644734,0.28523220114182,0.117287709852881,2.43190187189774,0.0150197758770422,0.999976087657889,"HET","transmembrane protein 69 [Source:MGI Symbol;Acc:MGI:3045357]"
"41","Cdkl3",66.5956373122977,-0.454102723543129,0.186837292336924,-2.43047155020982,0.0150791898425616,0.999976087657889,"HET","cyclin dependent kinase like 3 [Source:MGI Symbol;Acc:MGI:2388268]"
"42","Mybl1",177.176636457265,-1.03990190363648,0.431759680852686,-2.40852017859279,0.0160173408123651,0.999976087657889,"HET","myeloblastosis oncogene-like 1 [Source:MGI Symbol;Acc:MGI:99925]"
"43","Pdss2",469.481522960613,0.184499277916466,0.076607677337006,2.40836537968423,0.016024134794583,0.999976087657889,"HET","prenyl (solanesyl) diphosphate synthase, subunit 2 [Source:MGI Symbol;Acc:MGI:1918615]"
"44","Cd300e",31.428974324953,1.51742762798678,0.632147645973529,2.4004323003527,0.0163757195640407,0.999976087657889,"HET","CD300E molecule [Source:MGI Symbol;Acc:MGI:2387602]"
"45","Rcor2",29.6710070063228,0.61659055261832,0.258450248365392,2.38572242247025,0.0170456113231991,0.999976087657889,"HET","REST corepressor 2 [Source:MGI Symbol;Acc:MGI:1859854]"
"46","Rhox8",5.67276876005016,-1.04045807005987,0.43722079505488,-2.37970856333416,0.0173263350694484,0.999976087657889,"HET","reproductive homeobox 8 [Source:MGI Symbol;Acc:MGI:3579898]"
"47","P2ry14",363.431009752688,0.313313623777324,0.132130889857906,2.37123676465256,0.0177286702272584,0.999976087657889,"HET","purinergic receptor P2Y, G-protein coupled, 14 [Source:MGI Symbol;Acc:MGI:2155705]"
"48","Slc7a10",15.5097390744447,-1.46877584689656,0.6201051235885,-2.36859169683499,0.0178559535190722,0.999976087657889,"HET","solute carrier family 7 (cationic amino acid transporter, y+ system), member 10 [Source:MGI Symbol;Acc:MGI:1858261]"
"49","Rnf149",1318.37664236346,0.132287779564341,0.0558994015499366,2.36653301996738,0.0179555724741293,0.999976087657889,"HET","ring finger protein 149 [Source:MGI Symbol;Acc:MGI:2677438]"
"50","Gm15056",6.07745214964383,-1.47422385853125,0.6263489708821,-2.35367810448395,0.0185887004190065,0.999976087657889,"HET","predicted gene 15056 [Source:MGI Symbol;Acc:MGI:3705859]"
"51","Lias",671.884820478059,0.182594129565681,0.0777182089191305,2.34943820894894,0.0188017645208524,0.999976087657889,"HET","lipoic acid synthetase [Source:MGI Symbol;Acc:MGI:1934604]"
"52","Tmem150c",35.9947067085928,-0.655701343643258,0.279506758660358,-2.34592303522804,0.0189800262830589,0.999976087657889,"HET","transmembrane protein 150C [Source:MGI Symbol;Acc:MGI:3041258]"
"53","Enox1",38.493149711865,0.465893997629956,0.198658987283207,2.34519466751222,0.019017147608309,0.999976087657889,"HET","ecto-NOX disulfide-thiol exchanger 1 [Source:MGI Symbol;Acc:MGI:2444896]"
"54","Itgam",11.9069420808024,-2.05858062795585,0.878563974853423,-2.34311978054791,0.0191232426024946,0.999976087657889,"HET","integrin alpha M [Source:MGI Symbol;Acc:MGI:96607]"
"55","Immt",5308.47890793424,0.144664456749752,0.0617517977234434,2.34267603669832,0.019145999558558,0.999976087657889,"HET","inner membrane protein, mitochondrial [Source:MGI Symbol;Acc:MGI:1923864]"
"56","Igkv3-1",273.50937543812,-1.21042843418371,0.516800591718092,-2.34215760117392,0.0191726169839299,0.999976087657889,"HET","immunoglobulin kappa variable 3-1 [Source:MGI Symbol;Acc:MGI:1330851]"
"57","Nmrk1",148.428551209141,-0.259372194215577,0.111192659540307,-2.3326377414469,0.0196671663409268,0.999976087657889,"HET","nicotinamide riboside kinase 1 [Source:MGI Symbol;Acc:MGI:2147434]"
"58","Trbv5",9.10516412617851,-1.14647988449818,0.493433262363614,-2.32347507139342,0.0201536453229796,0.999976087657889,"HET","T cell receptor beta, variable 5 [Source:MGI Symbol;Acc:MGI:98583]"
"59","Prkd2",634.287818490844,-0.3222885009267,0.138817021652249,-2.32167854554656,0.0202502510201572,0.999976087657889,"HET","protein kinase D2 [Source:MGI Symbol;Acc:MGI:2141917]"
"60","Myom2",5.71597443153089,-1.09025980631298,0.46988172392945,-2.32028561825205,0.0203254315938269,0.999976087657889,"HET","myomesin 2 [Source:MGI Symbol;Acc:MGI:1328358]"
"61","Ddx1",3335.05663434404,0.126848829836262,0.054764801958175,2.31624739432343,0.0205447648026909,0.999976087657889,"HET","DEAD box helicase 1 [Source:MGI Symbol;Acc:MGI:2144727]"
"62","Krt15",9.11606307743398,1.06866026089709,0.463111655972226,2.30756502695579,0.0210233415740874,0.999976087657889,"HET","keratin 15 [Source:MGI Symbol;Acc:MGI:96689]"
"63","Elfn1",5.62521004315507,1.0914020320139,0.476865865363075,2.28869816711023,0.0220968955983735,0.999976087657889,"HET","leucine rich repeat and fibronectin type III, extracellular 1 [Source:MGI Symbol;Acc:MGI:2442479]"
"64","Pcnx4",141.850183400871,0.191225173035882,0.0835604648185928,2.28846468782846,0.0221104742595043,0.999976087657889,"HET","pecanex homolog 4 [Source:MGI Symbol;Acc:MGI:1914958]"
"65","Trbv13-1",11.2841586350488,-0.962425059765892,0.421693605146926,-2.28228516633674,0.0224725097353963,0.999976087657889,"HET","T cell receptor beta, variable 13-1 [Source:MGI Symbol;Acc:MGI:98609]"
"66","Rnf11",1759.08047479568,0.11553550453482,0.0507060694644754,2.27853402472389,0.0226947796891383,0.999976087657889,"HET","ring finger protein 11 [Source:MGI Symbol;Acc:MGI:1352759]"
"67","Eef1e1",396.385347904147,0.212445366770721,0.0933814010272882,2.27502869344013,0.0229042086144736,0.999976087657889,"HET","eukaryotic translation elongation factor 1 epsilon 1 [Source:MGI Symbol;Acc:MGI:1913393]"
"68","Prg2",53.6066782000291,-0.642569904980917,0.282600508241086,-2.27377476771111,0.0229795320862869,0.999976087657889,"HET","proteoglycan 2, bone marrow [Source:MGI Symbol;Acc:MGI:103294]"
"69","Rubcn",718.743313026625,-0.291487921822701,0.128225544434519,-2.27324378389794,0.0230114931377545,0.999976087657889,"HET","RUN domain and cysteine-rich domain containing, Beclin 1-interacting protein [Source:MGI Symbol;Acc:MGI:1915160]"
"70","Cntn2",13.5366751648403,-0.748082429537263,0.329210196347784,-2.27235498121381,0.0230650784779077,0.999976087657889,"HET","contactin 2 [Source:MGI Symbol;Acc:MGI:104518]"
"71","Gspt1",3277.71180513199,0.168065130594439,0.0740449147014875,2.26977276254547,0.0232213739870546,0.999976087657889,"HET","G1 to S phase transition 1 [Source:MGI Symbol;Acc:MGI:1316728]"
"72","Fgfr4",134.821602725776,0.402129158984795,0.177410878192898,2.26665446381231,0.023411342185851,0.999976087657889,"HET","fibroblast growth factor receptor 4 [Source:MGI Symbol;Acc:MGI:95525]"
"73","Iglc2",766.65200333591,-0.723855671997302,0.319516353737684,-2.26547299857951,0.023483669159623,0.999976087657889,"HET","immunoglobulin lambda constant 2 [Source:MGI Symbol;Acc:MGI:99547]"
"74","Trbv13-3",6.97122549574929,-1.25835173427297,0.555852134503339,-2.26382459680096,0.0235849050664805,0.999976087657889,"HET","T cell receptor beta, variable 13-3 [Source:MGI Symbol;Acc:MGI:98607]"
"75","Ccl17",8.9313911992013,-0.680020901106689,0.302974528246558,-2.24448208581183,0.024801400268452,0.999976087657889,"HET","C-C motif chemokine ligand 17 [Source:MGI Symbol;Acc:MGI:1329039]"
"76","Igkj1",12.4820919541232,-1.15866948543519,0.516460862536679,-2.24347974741824,0.0248658944223213,0.999976087657889,"HET","immunoglobulin kappa joining 1 [Source:MGI Symbol;Acc:MGI:1316689]"
"77","Mfge8",2788.96264246965,-0.691060009802315,0.308713592071389,-2.23851501051664,0.0251874896623551,0.999976087657889,"HET","milk fat globule EGF and factor V/VIII domain containing [Source:MGI Symbol;Acc:MGI:102768]"
"78","Mob3b",1066.06024160762,0.198360191698738,0.0891749753559809,2.2243930083176,0.0261220138557484,0.999976087657889,"HET","MOB kinase activator 3B [Source:MGI Symbol;Acc:MGI:2664539]"
"79","Phf19",100.893471941602,-0.536380251253809,0.241553791845887,-2.22054163238317,0.0263820228792126,0.999976087657889,"HET","PHD finger protein 19 [Source:MGI Symbol;Acc:MGI:1921266]"
"80","Nuggc",99.3712330469997,-0.870592105146495,0.394270869788609,-2.20810658827843,0.0272368438580297,0.999976087657889,"HET","nuclear GTPase, germinal center associated [Source:MGI Symbol;Acc:MGI:2685446]"
"81","Gm20721",71.3752598543225,-0.618529944479909,0.280354130649301,-2.2062451623145,0.0273668386846347,0.999976087657889,"HET",NA
"82","Pnpla7",328.527673237228,-0.373758021275854,0.169463043311521,-2.20554295480685,0.027416017029583,0.999976087657889,"HET","patatin-like phospholipase domain containing 7 [Source:MGI Symbol;Acc:MGI:2385325]"
"83","Rbbp8",635.23265085505,0.213915026281189,0.0973008270722331,2.1984913460436,0.027914110583926,0.999976087657889,"HET","retinoblastoma binding protein 8, endonuclease [Source:MGI Symbol;Acc:MGI:2442995]"
"84","Vma21-ps",5.13491726030769,-0.932994581627262,0.425378242975818,-2.19332934167087,0.0282836590871806,0.999976087657889,"HET","VMA21 vacuolar H+-ATPase homolog (S. cerevisiae), pseudogene [Source:MGI Symbol;Acc:MGI:3643145]"
"85","Fto",1309.97394080752,0.141567058040631,0.0646011652270611,2.1914009993945,0.0284227868551963,0.999976087657889,"HET","FTO alpha-ketoglutarate dependent dioxygenase [Source:MGI Symbol;Acc:MGI:1347093]"
"86","Stxbp6",685.88651514808,0.273875611791585,0.124978598585211,2.19138008340568,0.0284242991470395,0.999976087657889,"HET","syntaxin binding protein 6 (amisyn) [Source:MGI Symbol;Acc:MGI:2384963]"
"87","Ighe",21.0398551271148,-1.49801825684857,0.68361260310152,-2.19132627171022,0.0284281902206212,0.999976087657889,"HET","Immunoglobulin heavy constant epsilon [Source:MGI Symbol;Acc:MGI:2685746]"
"88","BC106179",9.37364568155721,-0.684369271730762,0.31231182732307,-2.19130116715951,0.0284300056642692,0.999976087657889,"HET","cDNA sequence BC106179 [Source:MGI Symbol;Acc:MGI:3702726]"
"89","Serpinf2",18.3579945037845,0.60204369384735,0.274963134475069,2.18954331822231,0.0285573736575549,0.999976087657889,"HET","serine (or cysteine) peptidase inhibitor, clade F, member 2 [Source:MGI Symbol;Acc:MGI:107173]"
"90","Zbtb8a",291.052497488904,0.184381804005805,0.0844268923485762,2.18392266820081,0.0289679310096842,0.999976087657889,"HET","zinc finger and BTB domain containing 8a [Source:MGI Symbol;Acc:MGI:1920930]"
"91","Emid1",151.416391623125,-0.33381721146862,0.152972592704403,-2.18220274342654,0.029094572927046,0.999976087657889,"HET","EMI domain containing 1 [Source:MGI Symbol;Acc:MGI:2155091]"
"92","Khdrbs3",648.875416810417,0.217536964041877,0.0999552402458165,2.17634376653886,0.0295295652248654,0.999976087657889,"HET","KH domain containing, RNA binding, signal transduction associated 3 [Source:MGI Symbol;Acc:MGI:1313312]"
"93","Asprv1",12.9567979657198,-0.578552051806765,0.265949986683659,-2.17541673538393,0.0295989015208844,0.999976087657889,"HET","aspartic peptidase, retroviral-like 1 [Source:MGI Symbol;Acc:MGI:1915105]"
"94","Cd40lg",20.7814519385419,-0.849448394373146,0.390856813213207,-2.17329816356504,0.0297578836270078,0.999976087657889,"HET","CD40 ligand [Source:MGI Symbol;Acc:MGI:88337]"
"95","Pthlh",18.559034418438,-0.677507356933333,0.312792146866468,-2.16599861512049,0.0303112927650921,0.999976087657889,"HET","parathyroid hormone-like peptide [Source:MGI Symbol;Acc:MGI:97800]"
"96","Akap5",39.3667845392028,-0.609588077657362,0.281445779606739,-2.16591657017964,0.0303175628485054,0.999976087657889,"HET","A kinase anchor protein 5 [Source:MGI Symbol;Acc:MGI:2685104]"
"97","Efcc1",43.0037161305924,-0.336674340087578,0.155813126359351,-2.16075723499127,0.0307140971161136,0.999976087657889,"HET","EF hand and coiled-coil domain containing 1 [Source:MGI Symbol;Acc:MGI:3611451]"
"98","Bzrap1",39.1963649209367,-0.696776956790475,0.322791102622571,-2.15860025610803,0.0308811928779373,0.999976087657889,"HET",NA
"99","Mnat1",320.88565073469,0.176231521738571,0.0816516584587127,2.15833364643392,0.0309019005562067,0.999976087657889,"HET","menage a trois 1 [Source:MGI Symbol;Acc:MGI:106207]"
"100","Cyp20a1",459.338797995522,0.223218564963796,0.103603564710832,2.15454521846639,0.0311974398331892,0.999976087657889,"HET","cytochrome P450, family 20, subfamily a, polypeptide 1 [Source:MGI Symbol;Acc:MGI:1925201]"
"101","Acsl3",1188.83626327793,0.3703140204873,0.171898451525597,2.1542603624452,0.0312197594692471,0.999976087657889,"HET","acyl-CoA synthetase long-chain family member 3 [Source:MGI Symbol;Acc:MGI:1921455]"
"102","Igkv18-36",1.33652012105319,-3.2647306302185,1.51601518482474,-2.15349467663539,0.0312798220161294,0.999976087657889,"HET","immunoglobulin kappa chain variable 18-36 [Source:MGI Symbol;Acc:MGI:4439613]"
"103","Gm7008",6.46385905320881,0.757760655700287,0.352111501866011,2.15204743862254,0.0313936182641797,0.999976087657889,"HET","predicted gene 7008 [Source:MGI Symbol;Acc:MGI:3647211]"
"104","C2cd4b",9.60235302786946,0.686730343126334,0.321179623460061,2.13815040857263,0.0325045378004903,0.999976087657889,"HET","C2 calcium-dependent domain containing 4B [Source:MGI Symbol;Acc:MGI:1922947]"
"105","Shisa8",3.80612238777434,-1.52244636194826,0.712088718057174,-2.13800095878787,0.0325166654179277,0.999976087657889,"HET","shisa family member 8 [Source:MGI Symbol;Acc:MGI:2146080]"
"106","Tdp2",863.149406866461,0.151475042272589,0.0709075979801597,2.13623147007422,0.0326605515413633,0.999976087657889,"HET","tyrosyl-DNA phosphodiesterase 2 [Source:MGI Symbol;Acc:MGI:1860486]"
"107","Hoga1",25.8183305105133,0.568459290736615,0.266883106821454,2.1299935297775,0.0331721475463837,0.999976087657889,"HET","4-hydroxy-2-oxoglutarate aldolase 1 [Source:MGI Symbol;Acc:MGI:1914682]"
"108","Atpaf2",554.099065705089,0.137280661438026,0.0645210749929247,2.12768713870748,0.0333630319675948,0.999976087657889,"HET","ATP synthase mitochondrial F1 complex assembly factor 2 [Source:MGI Symbol;Acc:MGI:2180561]"
"109","Zadh2",1589.53023103825,0.121075110118107,0.0569087684256782,2.12752996537307,0.0333760742792218,0.999976087657889,"HET",NA
"110","Mycn",57.8903181470943,0.380292307801439,0.178946828274111,2.12516931129345,0.0335724877701769,0.999976087657889,"HET","v-myc avian myelocytomatosis viral related oncogene, neuroblastoma derived [Source:MGI Symbol;Acc:MGI:97357]"
"111","Cecr2",53.9584931948494,-1.08474839871383,0.510998798342788,-2.12280029274386,0.0337705903116991,0.999976087657889,"HET","CECR2, histone acetyl-lysine reader [Source:MGI Symbol;Acc:MGI:1923799]"
"112","Dlgap1",83.5671981183822,0.314389892714443,0.148116968475881,2.12257849961085,0.0337891882109786,0.999976087657889,"HET","DLG associated protein 1 [Source:MGI Symbol;Acc:MGI:1346065]"
"113","Tmem169",11.9280805941903,-0.80751550421947,0.380981275212409,-2.11956743482801,0.0340425412042609,0.999976087657889,"HET","transmembrane protein 169 [Source:MGI Symbol;Acc:MGI:2442781]"
"114","Galnt9",7.38860974036502,-0.929717947167178,0.438818167208209,-2.11868609060128,0.034117004618034,0.999976087657889,"HET","polypeptide N-acetylgalactosaminyltransferase 9 [Source:MGI Symbol;Acc:MGI:2677965]"
"115","Tmem68",569.869153701796,0.152921272552259,0.0722992469505307,2.1151157031676,0.0344200871607305,0.999976087657889,"HET","transmembrane protein 68 [Source:MGI Symbol;Acc:MGI:1919348]"
"116","Crisp3",5.97524404467785,-1.76026631287034,0.832549180530321,-2.11430910513788,0.0344888752015867,0.999976087657889,"HET","cysteine-rich secretory protein 3 [Source:MGI Symbol;Acc:MGI:102552]"
"117","Meiob",10.1928031105226,-0.57738692893843,0.27321198014782,-2.11332946903001,0.0345725781314338,0.999976087657889,"HET","meiosis specific with OB domains [Source:MGI Symbol;Acc:MGI:1922428]"
"118","Zfp189",72.7286466290472,-0.260532530099185,0.123343656516276,-2.11224912133852,0.0346650872961624,0.999976087657889,"HET","zinc finger protein 189 [Source:MGI Symbol;Acc:MGI:2444707]"
"119","Lipg",248.668528287853,0.637054423184496,0.301915893879606,2.11003937221845,0.0348549646966083,0.999976087657889,"HET","lipase, endothelial [Source:MGI Symbol;Acc:MGI:1341803]"
"120","Psmd1",3502.4364239945,0.112412852033867,0.0533615719683192,2.10662557131201,0.0351500483831583,0.999976087657889,"HET","proteasome (prosome, macropain) 26S subunit, non-ATPase, 1 [Source:MGI Symbol;Acc:MGI:1917497]"
"121","Hsdl1",613.278086777181,-0.101395804761399,0.0482261846931709,-2.10250521384823,0.0355090434076142,0.999976087657889,"HET","hydroxysteroid dehydrogenase like 1 [Source:MGI Symbol;Acc:MGI:1919802]"
"122","Arid3b",233.035623959782,-0.404813234709066,0.192645134816583,-2.10134159419332,0.0356109909774542,0.999976087657889,"HET","AT-rich interaction domain 3B [Source:MGI Symbol;Acc:MGI:1930768]"
"123","D6Wsu163e",383.235461008933,-0.191065940117688,0.0909431656842253,-2.10093786245698,0.0356464212010579,0.999976087657889,"HET","DNA segment, Chr 6, Wayne State University 163, expressed [Source:MGI Symbol;Acc:MGI:107893]"
"124","Tnni3",16.740494538604,-0.823902448560029,0.392445475406312,-2.09940616007106,0.0357811121394563,0.999976087657889,"HET","troponin I, cardiac 3 [Source:MGI Symbol;Acc:MGI:98783]"
"125","Adss",2774.80901216564,0.156696841637552,0.0746993848119298,2.09769922512838,0.0359317233826795,0.999976087657889,"HET",NA
"126","Fam19a2",5.94208756218424,0.841094354186125,0.401446476121573,2.09515939039258,0.0361568259002103,0.999976087657889,"HET",NA
"127","Tmem30c",2.85153865449222,-1.36003111021497,0.652168798857329,-2.08539738883229,0.0370332436747312,0.999976087657889,"HET","transmembrane protein 30C [Source:MGI Symbol;Acc:MGI:1918277]"
"128","Rell2",11.9999041825325,-0.695011452284797,0.333457942767156,-2.08425520327193,0.0371369597739408,0.999976087657889,"HET","RELT-like 2 [Source:MGI Symbol;Acc:MGI:1918044]"
"129","Nfkbid",25.3190075419895,-0.535039052452015,0.257048803099472,-2.08146875612942,0.0373910210168555,0.999976087657889,"HET","nuclear factor of kappa light polypeptide gene enhancer in B cells inhibitor, delta [Source:MGI Symbol;Acc:MGI:3041243]"
"130","Dsc3",56.5413117296216,-1.01612097196761,0.488643355872512,-2.0794736278635,0.0375738392924593,0.999976087657889,"HET","desmocollin 3 [Source:MGI Symbol;Acc:MGI:1194993]"
"131","Nlrc3",85.5170246989426,-0.641950211476543,0.308780554869905,-2.07898522543626,0.0376187084609395,0.999976087657889,"HET","NLR family, CARD domain containing 3 [Source:MGI Symbol;Acc:MGI:2444070]"
"132","Ldah",1321.45881678262,0.136840150840555,0.065889772712176,2.07680411098562,0.0378196426466031,0.999976087657889,"HET","lipid droplet associated hydrolase [Source:MGI Symbol;Acc:MGI:1916082]"
"133","Trmt10b",211.463344398325,0.246316731335639,0.118683937061332,2.07540074448618,0.0379494092586834,0.999976087657889,"HET","tRNA methyltransferase 10B [Source:MGI Symbol;Acc:MGI:1917184]"
"134","Ctbp2",1262.2062113267,0.14994482037254,0.0724212816614414,2.0704524544803,0.0384099940696325,0.999976087657889,"HET","C-terminal binding protein 2 [Source:MGI Symbol;Acc:MGI:1201686]"
"135","Snn",366.715918710425,-0.751581305705036,0.363127969348501,-2.06974226483703,0.0384764865733154,0.999976087657889,"HET","stannin [Source:MGI Symbol;Acc:MGI:1276549]"
