"","external_gene_name","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","description"
"1110004E09Rik","1110004E09Rik",290.361286558875,0.120088501439482,0.0823889529733881,1.45758013793755,0.14495630763084,0.46712037900844,"RIKEN cDNA 1110004E09 gene [Source:MGI Symbol;Acc:MGI:1915251]"
"1110008F13Rik","1110008F13Rik",1286.48790881494,0.0285957837001146,0.0869557582986119,0.328854399750212,0.742265742671171,0.912362334864842,"RIKEN cDNA 1110008F13 gene [Source:MGI Symbol;Acc:MGI:1914638]"
"1110008L16Rik","1110008L16Rik",454.012871357223,0.0130775148068357,0.102817493561253,0.12719153476587,0.898788805243806,0.968755494757704,"RIKEN cDNA 1110008L16 gene [Source:MGI Symbol;Acc:MGI:1913382]"
"1110008P14Rik","1110008P14Rik",143.404529706502,0.076077595387593,0.160297564098124,0.474602317356631,0.635070454219962,0.862471057081054,"RIKEN cDNA 1110008P14 gene [Source:MGI Symbol;Acc:MGI:1920987]"
"1110012L19Rik","1110012L19Rik",267.605688669187,-0.096201911257214,0.0584343583515049,-1.64632442232912,0.0996969839455869,0.399214527457927,"RIKEN cDNA 1110012L19 gene [Source:MGI Symbol;Acc:MGI:1915868]"
"1110017D15Rik","1110017D15Rik",1.2478927850461,0.512824726861091,0.431675990349547,1.18798529064782,0.234839204890374,0.575220463525938,"RIKEN cDNA 1110017D15 gene [Source:MGI Symbol;Acc:MGI:1920971]"
"1110032A03Rik","1110032A03Rik",425.173154431088,0.312295530991104,0.137200753696773,2.27619399002215,0.0228344014739082,0.225075894082036,"RIKEN cDNA 1110032A03 gene [Source:MGI Symbol;Acc:MGI:1915971]"
"1110032F04Rik","1110032F04Rik",15.0433207515208,-0.0426236520969242,0.190831861343298,-0.223357105028945,0.82325758624098,0.944134009504129,"RIKEN cDNA 1110032F04 gene [Source:MGI Symbol;Acc:MGI:1915975]"
"1110034G24Rik","1110034G24Rik",75.8852728399809,0.114991221109223,0.107421473804851,1.07046772899544,0.284408827278879,0.625393959632487,"RIKEN cDNA 1110034G24 gene [Source:MGI Symbol;Acc:MGI:1920997]"
"1110037F02Rik","1110037F02Rik",1555.23472271918,-0.0339492883198375,0.0739166971986686,-0.459291196799429,0.646025068582285,0.868582671222165,"RIKEN cDNA 1110037F02 gene [Source:MGI Symbol;Acc:MGI:1913435]"
"1110038F14Rik","1110038F14Rik",289.426119792335,0.00531554000091658,0.113640187141064,0.0467751781710664,0.962692412323677,0.989224160780847,"RIKEN cDNA 1110038F14 gene [Source:MGI Symbol;Acc:MGI:2152337]"
"1110051M20Rik","1110051M20Rik",122.005929097802,0.155053006083181,0.102506088044637,1.51262241141874,0.130375598086495,0.448209107926929,"RIKEN cDNA 1110051M20 gene [Source:MGI Symbol;Acc:MGI:1915079]"
"1110059E24Rik","1110059E24Rik",1428.98357947044,-0.0249898127654237,0.064045400502146,-0.390189031054406,0.696396772053239,0.892525757551457,"RIKEN cDNA 1110059E24 gene [Source:MGI Symbol;Acc:MGI:1913456]"
"1110059G10Rik","1110059G10Rik",426.357151311898,0.112180115266085,0.0740173382568627,1.51559239913203,0.12962245020379,0.447226970351787,"RIKEN cDNA 1110059G10 gene [Source:MGI Symbol;Acc:MGI:1913452]"
"1190002N15Rik","1190002N15Rik",525.622153374284,0.00489982850615427,0.0914805202255254,0.0535614412125642,0.957284577844364,0.9877060995477,"RIKEN cDNA 1190002N15 gene [Source:MGI Symbol;Acc:MGI:1916111]"
"1190005I06Rik","1190005I06Rik",11.6930060120807,0.248511668431241,0.282251008557547,0.88046334963077,0.378608351287063,0.705760862122625,"RIKEN cDNA 1190005I06 gene [Source:MGI Symbol;Acc:MGI:1916168]"
"1190007I07Rik","1190007I07Rik",146.863571508681,0.0467735370256685,0.0815148886073858,0.573803606000763,0.566100708302095,0.829213233850892,"RIKEN cDNA 1190007I07 gene [Source:MGI Symbol;Acc:MGI:3698433]"
"1300017J02Rik","1300017J02Rik",2.18098859632447,1.03253543458771,0.579145353776498,1.78286060287757,0.0746089976589607,0.353960439748152,"RIKEN cDNA 1300017J02 gene [Source:MGI Symbol;Acc:MGI:1919025]"
"1500009C09Rik","1500009C09Rik",1.69574078883983,0.514031374348422,0.459127583012037,1.11958286404009,0.262891561216396,0.606227462243405,"RIKEN cDNA 1500009C09 gene [Source:MGI Symbol;Acc:MGI:1923755]"
"1500009L16Rik","1500009L16Rik",104.629771223367,-0.243364723534034,0.120857944686361,-2.01364274533702,0.0440470551837309,0.286481645759955,"RIKEN cDNA 1500009L16 gene [Source:MGI Symbol;Acc:MGI:1917034]"
"1500011B03Rik","1500011B03Rik",98.9305029176758,-0.0529241224835988,0.103492555768959,-0.511380959629103,0.609084324829158,0.850142351614939,"RIKEN cDNA 1500011B03 gene [Source:MGI Symbol;Acc:MGI:1913486]"
"1500011K16Rik","1500011K16Rik",143.813669305679,0.0538963182478627,0.101140266455841,0.532886852452526,0.594111906885979,0.842785847426388,"RIKEN cDNA 1500011K16 gene [Source:MGI Symbol;Acc:MGI:1915135]"
"1500015O10Rik","1500015O10Rik",5.53633024351031,-0.115614518286756,0.255831471869474,-0.451916714710312,0.651328982611384,0.871470171373207,"RIKEN cDNA 1500015O10 gene [Source:MGI Symbol;Acc:MGI:1926146]"
"1520401A03Rik","1520401A03Rik",1.73620368939427,0.194019780580115,0.43275818106033,0.448333016154042,0.653912876206749,0.873227146001931,"RIKEN cDNA 1520401A03 gene [Source:MGI Symbol;Acc:MGI:2443785]"
"1600002H07Rik","1600002H07Rik",109.568183538254,0.0445853838786329,0.0898468765831364,0.49623743834186,0.619726899826469,0.85591069097485,"RIKEN cDNA 1600002H07 gene [Source:MGI Symbol;Acc:MGI:1919266]"
"1600002K03Rik","1600002K03Rik",105.373264182145,-0.104635130849456,0.134206983504767,-0.779654889164088,0.435594038220264,0.748284802294155,"RIKEN cDNA 1600002K03 gene [Source:MGI Symbol;Acc:MGI:1917020]"
"1600012H06Rik","1600012H06Rik",852.68308911328,-0.0226658755330183,0.0572180207680421,-0.396131764586968,0.692007826206216,0.891357178132515,"RIKEN cDNA 1600012H06 gene [Source:MGI Symbol;Acc:MGI:1915162]"
"1600014C23Rik","1600014C23Rik",0.148231479080507,0.0084339053677941,2.52834621802391,0.00333573990289425,0.997338469568507,NA,"RIKEN cDNA 1600014C23 gene [Source:MGI Symbol;Acc:MGI:1919490]"
"1600015I10Rik","1600015I10Rik",0.562442812230463,-1.51671323301067,0.621918634609431,-2.43876473320852,0.0147375595451924,NA,"RIKEN cDNA 1600015I10 gene [Source:MGI Symbol;Acc:MGI:1917011]"
"1700001C02Rik","1700001C02Rik",0.0554247621263117,0.345044321330719,3.65379480694151,0.0944345097527647,0.924764003465613,NA,"RIKEN cDNA 1700001C02 gene [Source:MGI Symbol;Acc:MGI:1922684]"
"1700001C19Rik","1700001C19Rik",5.23923887906122,0.528505718715314,0.282574801416592,1.87032147263603,0.0614391894559315,0.328751590107489,"RIKEN cDNA 1700001C19 gene [Source:MGI Symbol;Acc:MGI:1922712]"
"1700001J03Rik","1700001J03Rik",1.11799841747891,0.693260736316773,0.563062483696882,1.23123233458044,0.218235981174512,0.557989202467574,"RIKEN cDNA 1700001J03 gene [Source:MGI Symbol;Acc:MGI:1916532]"
"1700001K19Rik","1700001K19Rik",0.0130514070749755,0.214658081937884,3.65379480694151,0.0587493532833521,0.953151748958005,NA,"RIKEN cDNA 1700001K19 gene [Source:MGI Symbol;Acc:MGI:1913573]"
"1700001L19Rik","1700001L19Rik",2.15619589971475,-0.170578851868668,0.341610636312389,-0.499337063125519,0.617541948964767,0.85467375955463,"RIKEN cDNA 1700001L19 gene [Source:MGI Symbol;Acc:MGI:1916565]"
"1700001O22Rik","1700001O22Rik",7.50026248865684,-0.00576129062398295,0.203233970355033,-0.0283480690453394,0.977384542433398,0.993496306023444,"RIKEN cDNA 1700001O22 gene [Source:MGI Symbol;Acc:MGI:1923631]"
"1700001P01Rik","1700001P01Rik",0.50676067640968,-0.408425728380094,0.858051046522596,-0.475992343387159,0.6340798326824,NA,"RIKEN cDNA 1700001P01 gene [Source:MGI Symbol;Acc:MGI:1919465]"
"1700003E16Rik","1700003E16Rik",5.80597102298671,0.428078664955386,0.234568897840149,1.82495918639268,0.0680071885521438,0.34213435061333,"RIKEN cDNA 1700003E16 gene [Source:MGI Symbol;Acc:MGI:1919087]"
"1700003F12Rik","1700003F12Rik",0.373815496275155,0.623944439130699,0.768784769938692,0.811598334837533,0.417022147087315,NA,"RIKEN cDNA 1700003F12 gene [Source:MGI Symbol;Acc:MGI:1922730]"
"1700006A11Rik","1700006A11Rik",0.0106450133740916,0.011371791032174,3.65379480694151,0.00311232338788424,0.997516729229639,NA,"RIKEN cDNA 1700006A11 gene [Source:MGI Symbol;Acc:MGI:1919074]"
"1700006E09Rik","1700006E09Rik",0.0114000424616221,0.214658081937884,3.65379480694151,0.0587493532833521,0.953151748958005,NA,"RIKEN cDNA 1700006E09 gene [Source:MGI Symbol;Acc:MGI:1922687]"
"1700007B14Rik","1700007B14Rik",0.128470533711705,0.328562829337162,2.06807207857052,0.158873973853111,0.873768166085489,NA,"RIKEN cDNA 1700007B14 gene [Source:MGI Symbol;Acc:MGI:1919081]"
"1700007G11Rik","1700007G11Rik",0.871374702961348,-0.662885134483408,0.611093667327007,-1.08475209272409,0.278031468981551,NA,"RIKEN cDNA 1700007G11 gene [Source:MGI Symbol;Acc:MGI:1916571]"
"1700007K09Rik","1700007K09Rik",0.335129286816168,0.104629623714454,1.00847422435299,0.103750419383879,0.917367413636501,NA,"RIKEN cDNA 1700007K09 gene [Source:MGI Symbol;Acc:MGI:1916568]"
"1700007K13Rik","1700007K13Rik",1.22310470007327,0.819583131871962,0.450740754906898,1.81830270049854,0.069017880286752,0.344855743386153,"RIKEN cDNA 1700007K13 gene [Source:MGI Symbol;Acc:MGI:1916577]"
"1700008O03Rik","1700008O03Rik",24.9054581736526,0.31839848529271,0.207965725926262,1.53101422782331,0.125765876324663,0.441802351605525,"RIKEN cDNA 1700008O03 gene [Source:MGI Symbol;Acc:MGI:1916599]"
"1700009N14Rik","1700009N14Rik",0.454622292610212,-0.174911341039509,0.744272993909753,-0.23500965703549,0.814201237878976,NA,"RIKEN cDNA 1700009N14 gene [Source:MGI Symbol;Acc:MGI:1922721]"
"1700010B08Rik","1700010B08Rik",0.0676346827306196,0.127880922651269,3.20864457940004,0.0398551224627007,0.96820862973937,NA,"RIKEN cDNA 1700010B08 gene [Source:MGI Symbol;Acc:MGI:1922735]"
"1700010I14Rik","1700010I14Rik",38.0305991564771,0.133349926431243,0.0949792480968643,1.40399012524553,0.160321790094244,0.486840877764711,"RIKEN cDNA 1700010I14 gene [Source:MGI Symbol;Acc:MGI:1914181]"
"1700011E24Rik","1700011E24Rik",0.164000003221153,-0.193905223369533,1.44261462799947,-0.134412350745694,0.893076515775259,NA,"RIKEN cDNA 1700011E24 gene [Source:MGI Symbol;Acc:MGI:1922717]"
"1700011H14Rik","1700011H14Rik",585.150924200626,-0.159973066305798,0.178524348656364,-0.896085422015597,0.370207142317173,0.700645423164871,"RIKEN cDNA 1700011H14 gene [Source:MGI Symbol;Acc:MGI:1914332]"
"1700011I03Rik","1700011I03Rik",1.46075292468027,-0.14482881570488,0.427440887204556,-0.33882770703583,0.734739527417954,0.91024161997231,"RIKEN cDNA 1700011I03 gene [Source:MGI Symbol;Acc:MGI:1922694]"
"1700011L22Rik","1700011L22Rik",0.175009176583962,-0.0970578518647006,1.32435884302772,-0.073286671792676,0.941577997547376,NA,"RIKEN cDNA 1700011L22 gene [Source:MGI Symbol;Acc:MGI:1914937]"
"1700012B07Rik","1700012B07Rik",3.10570931510154,0.276611977511194,0.390608915512233,0.708155821657203,0.478848497486783,0.777334730941101,"RIKEN cDNA 1700012B07 gene [Source:MGI Symbol;Acc:MGI:1916574]"
"1700012B09Rik","1700012B09Rik",0.138969204016176,0.158075873615398,2.54582753015465,0.062092137720655,0.950489458108518,NA,"RIKEN cDNA 1700012B09 gene [Source:MGI Symbol;Acc:MGI:1916575]"
"1700013D24Rik","1700013D24Rik",0.0118245762202276,0.0113717910321743,3.65379480694151,0.0031123233878843,0.997516729229639,NA,"RIKEN cDNA 1700013D24 gene [Source:MGI Symbol;Acc:MGI:1924171]"
"1700013F07Rik","1700013F07Rik",0.633580650338312,0.252123641241288,0.59102413847312,0.426587722614235,0.669679641674681,NA,"RIKEN cDNA 1700013F07 gene [Source:MGI Symbol;Acc:MGI:1922754]"
"1700013H16Rik","1700013H16Rik",0.509451445258794,0.0542338409743057,0.689177944988122,0.0786935237389822,0.937276396814035,NA,"RIKEN cDNA 1700013H16 gene [Source:MGI Symbol;Acc:MGI:1922764]"
"1700014D04Rik","1700014D04Rik",0.661931038044479,-0.143346140515161,0.71858269163469,-0.199484543927805,0.841883732546464,NA,"RIKEN cDNA 1700014D04 gene [Source:MGI Symbol;Acc:MGI:1921474]"
"1700015E13Rik","1700015E13Rik",0.0255798466774473,0.204262948450528,3.65379480694151,0.0559043294008924,0.955418021862728,NA,"RIKEN cDNA 1700015E13 gene [Source:MGI Symbol;Acc:MGI:1924175]"
"1700015F17Rik","1700015F17Rik",0.185422389166361,0.268179486362375,1.67533131461375,0.160075493141609,0.872821605856358,NA,"RIKEN cDNA 1700015F17 gene [Source:MGI Symbol;Acc:MGI:2686532]"
"1700015G11Rik","1700015G11Rik",0.0304616598244012,0.320210558732328,3.65379480694151,0.087637805528649,0.930164553298415,NA,"RIKEN cDNA 1700015G11 gene [Source:MGI Symbol;Acc:MGI:1922779]"
"1700016C15Rik","1700016C15Rik",13.3591741279171,0.470056306601995,0.30766977167626,1.52779489528989,0.126563470087306,0.442433284656746,"RIKEN cDNA 1700016C15 gene [Source:MGI Symbol;Acc:MGI:1916678]"
"1700016D06Rik","1700016D06Rik",0.792304472522187,-0.976357756366976,0.660573481840625,-1.47804564247182,0.139395561937034,NA,"RIKEN cDNA 1700016D06 gene [Source:MGI Symbol;Acc:MGI:1923663]"
"1700016H13Rik","1700016H13Rik",1.75292693651868,-0.218573253963429,0.388263305044023,-0.562951098195195,0.573468183767924,0.833178569457891,"RIKEN cDNA 1700016H13 gene [Source:MGI Symbol;Acc:MGI:1921468]"
"1700016K19Rik","1700016K19Rik",2.68682924729948,-0.0164662323481267,0.370444251503868,-0.044449960503584,0.964545738252573,0.98961422351736,"RIKEN cDNA 1700016K19 gene [Source:MGI Symbol;Acc:MGI:1921480]"
"1700017B05Rik","1700017B05Rik",665.690931388293,-0.0235290701787467,0.0801777899601638,-0.293461196553772,0.769169655132184,0.92309630352713,"RIKEN cDNA 1700017B05 gene [Source:MGI Symbol;Acc:MGI:1921461]"
"1700017D01Rik","1700017D01Rik",3.72781907953288,-0.0907710583577331,0.31751125179229,-0.28588296586451,0.774967760781607,0.925736755239119,"RIKEN cDNA 1700017D01 gene [Source:MGI Symbol;Acc:MGI:1916619]"
"1700018B08Rik","1700018B08Rik",0.0245773292476296,-0.0231733810773863,3.65379480694151,-0.00634227763238409,0.994939628521958,NA,"RIKEN cDNA 1700018B08 gene [Source:MGI Symbol;Acc:MGI:1923655]"
"1700018C11Rik","1700018C11Rik",0.0716089324718427,0.0361821314338135,2.78885288677968,0.0129738401065656,0.989648663675859,NA,"RIKEN cDNA 1700018C11 gene [Source:MGI Symbol;Acc:MGI:1922774]"
"1700019A02Rik","1700019A02Rik",0.187214033323951,0.16462710313506,1.24092918441552,0.132664381821755,0.89445881300403,NA,"RIKEN cDNA 1700019A02 gene [Source:MGI Symbol;Acc:MGI:1916647]"
"1700019B03Rik","1700019B03Rik",0.244074049075177,-0.337858870097904,1.03020524696229,-0.327952969657385,0.742947222478756,NA,"RIKEN cDNA 1700019B03 gene [Source:MGI Symbol;Acc:MGI:1923656]"
"1700019D03Rik","1700019D03Rik",527.689871762751,-0.0625565198592873,0.0647637718411179,-0.965918415202167,0.334085006784655,0.668380077079611,"RIKEN cDNA 1700019D03 gene [Source:MGI Symbol;Acc:MGI:1914330]"
"1700019N19Rik","1700019N19Rik",0.105837624761922,0.123993003039327,2.64318470591592,0.0469104572078556,0.962584593624385,NA,"RIKEN cDNA 1700019N19 gene [Source:MGI Symbol;Acc:MGI:1914757]"
"1700020A23Rik","1700020A23Rik",0.0484445926848737,0.0123058597411171,3.65379480694151,0.00336796683758441,0.99731275633932,NA,"RIKEN cDNA 1700020A23 gene [Source:MGI Symbol;Acc:MGI:1922906]"
"1700020D05Rik","1700020D05Rik",3.44215026521222,0.661829627719701,0.300109259540988,2.2052955937846,0.027433358841641,0.243144023716207,"RIKEN cDNA 1700020D05 gene [Source:MGI Symbol;Acc:MGI:1922805]"
"1700020L24Rik","1700020L24Rik",11.7914489414272,0.530131930765262,0.212516885880505,2.49454027414719,0.0126120413205319,0.176779705170346,"RIKEN cDNA 1700020L24 gene [Source:MGI Symbol;Acc:MGI:1913580]"
"1700020N01Rik","1700020N01Rik",2.15150401959663,0.141379738341726,0.450427086880142,0.313879299135815,0.753612713322445,0.917666703981171,"RIKEN cDNA 1700020N01 gene [Source:MGI Symbol;Acc:MGI:1914942]"
"1700021F05Rik","1700021F05Rik",585.689962230807,0.286024224853709,0.110347402761194,2.59203404608173,0.00954103289810824,0.16403875111774,"RIKEN cDNA 1700021F05 gene [Source:MGI Symbol;Acc:MGI:1915101]"
"1700022I11Rik","1700022I11Rik",4.53368233778976,-0.326082597866703,0.30478168354407,-1.06988908938011,0.284669234748057,0.625457694858804,"RIKEN cDNA 1700022I11 gene [Source:MGI Symbol;Acc:MGI:1914567]"
"1700023F06Rik","1700023F06Rik",4.38410841952313,0.788918151706021,0.307955472992032,2.56179292428562,0.0104133385932392,0.168349824891234,"RIKEN cDNA 1700023F06 gene [Source:MGI Symbol;Acc:MGI:1916691]"
"1700024G13Rik","1700024G13Rik",0.0755192660534375,-0.0388245885480911,3.15210490150384,-0.0123170356829077,0.990172675877234,NA,"RIKEN cDNA 1700024G13 gene [Source:MGI Symbol;Acc:MGI:1914335]"
"1700024P04Rik","1700024P04Rik",0.0110292589278199,0.214658081937884,3.65379480694151,0.0587493532833521,0.953151748958005,NA,"RIKEN cDNA 1700024P04 gene [Source:MGI Symbol;Acc:MGI:1916632]"
"1700024P16Rik","1700024P16Rik",291.226164658802,-0.299203203533145,0.266304402365449,-1.12353833010447,0.261208931015164,0.605005221579733,"RIKEN cDNA 1700024P16 gene [Source:MGI Symbol;Acc:MGI:2685466]"
"1700025B11Rik","1700025B11Rik",0.227109045269721,0.30642908840343,1.24030174271196,0.247060112754025,0.804861702379165,NA,"RIKEN cDNA 1700025B11 gene [Source:MGI Symbol;Acc:MGI:1923659]"
"1700025G04Rik","1700025G04Rik",1148.13342061081,0.168791710272234,0.102163283633274,1.65217585290358,0.0984987074544824,0.397115037225889,"RIKEN cDNA 1700025G04 gene [Source:MGI Symbol;Acc:MGI:1916649]"
"1700027J19Rik","1700027J19Rik",944.880968240308,-0.0166768646102697,0.104386223983939,-0.159761163626684,0.873069217992251,0.959848870393671,"CDC42 effector protein (Rho GTPase binding) 5 [Source:MGI Symbol;Acc:MGI:1929745]"
"1700028K03Rik","1700028K03Rik",1.94051445705166,-0.0659250149931842,0.509435517903222,-0.129407967596221,0.897034843464145,0.967717320449656,"RIKEN cDNA 1700028K03 gene [Source:MGI Symbol;Acc:MGI:1923671]"
"1700028P14Rik","1700028P14Rik",0.0790816705348404,0.0162870821543484,2.74328495947141,0.00593707266834091,0.995262929210951,NA,"RIKEN cDNA 1700028P14 gene [Source:MGI Symbol;Acc:MGI:1914733]"
"1700029F12Rik","1700029F12Rik",0.0550837124212271,-0.130452363816113,3.65379480694151,-0.0357032539343147,0.971518975943509,NA,"RIKEN cDNA 1700029F12 gene [Source:MGI Symbol;Acc:MGI:1913729]"
"1700029H14Rik","1700029H14Rik",0.232049263691141,-0.118795893111928,1.29054391889559,-0.0920510269914648,0.926657497975493,NA,"RIKEN cDNA 1700029H14 gene [Source:MGI Symbol;Acc:MGI:1913751]"
"1700029I15Rik","1700029I15Rik",21.4546728067317,0.0945817114283489,0.157655068393238,0.599928136737312,0.548554129746993,0.820278940703535,"RIKEN cDNA 1700029I15 gene [Source:MGI Symbol;Acc:MGI:1916742]"
"1700029J07Rik","1700029J07Rik",28.9470937853571,0.42623763501338,0.154956806654405,2.75068675081827,0.00594704823479896,0.139451225839,"RIKEN cDNA 1700029J07 gene [Source:MGI Symbol;Acc:MGI:1916729]"
"1700030J22Rik","1700030J22Rik",25.5439231085655,-0.13727353752049,0.108448716734546,-1.26579217951006,0.205587495716643,0.544878368046042,"RIKEN cDNA 1700030J22 gene [Source:MGI Symbol;Acc:MGI:1916778]"
"1700030K09Rik","1700030K09Rik",79.1501029184704,-0.044055294830999,0.114029302619795,-0.386350646884962,0.699236995935722,0.894225190381142,"RIKEN cDNA 1700030K09 gene [Source:MGI Symbol;Acc:MGI:1919504]"
"1700031F05Rik","1700031F05Rik",0.0305818262598555,0.204026659453199,3.65379480694151,0.0558396599244128,0.955469540164948,NA,"RIKEN cDNA 1700031F05 gene [Source:MGI Symbol;Acc:MGI:1920550]"
"1700034E13Rik","1700034E13Rik",0.0121953430887234,0.0113717910321742,3.65379480694151,0.00311232338788429,0.997516729229639,NA,"RIKEN cDNA 1700034E13 gene [Source:MGI Symbol;Acc:MGI:1925664]"
"1700034I23Rik","1700034I23Rik",0.457162589200113,1.08213893747382,0.814497858517866,1.32859641821892,0.18398115438715,NA,"RIKEN cDNA 1700034I23 gene [Source:MGI Symbol;Acc:MGI:1920547]"
"1700034J05Rik","1700034J05Rik",0.0281175392421659,0.0901727974516303,3.65379480694151,0.0246792176945239,0.980310831909009,NA,"RIKEN cDNA 1700034J05 gene [Source:MGI Symbol;Acc:MGI:1920594]"
"1700037C18Rik","1700037C18Rik",49.7165261335112,0.100041149282018,0.136008227540917,0.735552187472781,0.462003269051052,0.767224426652733,"RIKEN cDNA 1700037C18 gene [Source:MGI Symbol;Acc:MGI:1920511]"
"1700037H04Rik","1700037H04Rik",234.493591979625,0.126618364077148,0.124242726703975,1.01912093718639,0.308145555418427,0.648622339395575,"RIKEN cDNA 1700037H04 gene [Source:MGI Symbol;Acc:MGI:1914576]"
"1700040L02Rik","1700040L02Rik",65.3400485574369,0.253508150718855,0.113603354922615,2.23151993082898,0.0256467088021845,0.23777009926221,"RIKEN cDNA 1700040L02 gene [Source:MGI Symbol;Acc:MGI:1920537]"
"1700048O20Rik","1700048O20Rik",18.3900783888729,0.101971154563843,0.158464876658319,0.643493730056739,0.519903781867984,0.801978392201944,"RIKEN cDNA 1700048O20 gene [Source:MGI Symbol;Acc:MGI:1920637]"
"1700056E22Rik","1700056E22Rik",11.231024779932,0.398561050100766,0.258706026375313,1.54059437920692,0.123415536773183,0.438360744479697,"RIKEN cDNA 1700056E22 gene [Source:MGI Symbol;Acc:MGI:1920613]"
"1700057G04Rik","1700057G04Rik",5.82157027486623,-0.252247765665533,0.630408171728846,-0.400134035340568,0.689057796998706,0.890103984852402,"RIKEN cDNA 1700057G04 gene [Source:MGI Symbol;Acc:MGI:1925709]"
"1700061G19Rik","1700061G19Rik",9.02562799855258,0.555573624114534,0.238332884053646,2.33108253743735,0.0197490079065264,0.209235454939377,"RIKEN cDNA 1700061G19 gene [Source:MGI Symbol;Acc:MGI:1925875]"
"1700064H15Rik","1700064H15Rik",0.951529028441928,-0.278967275880814,0.503431725751105,-0.554131298468732,0.579488991621117,NA,"RIKEN cDNA 1700064H15 gene [Source:MGI Symbol;Acc:MGI:1920674]"
"1700066B19Rik","1700066B19Rik",266.707856233697,-0.0885019112710914,0.110821332843912,-0.798599953636572,0.424522414547579,0.740691557308796,"RIKEN cDNA 1700066B19 gene [Source:MGI Symbol;Acc:MGI:1920699]"
"1700066M21Rik","1700066M21Rik",201.927169191039,-0.0716660619957156,0.083760225119832,-0.855609710852451,0.392213696761519,0.716613834654109,"RIKEN cDNA 1700066M21 gene [Source:MGI Symbol;Acc:MGI:1920717]"
"1700067K01Rik","1700067K01Rik",1.76085107953472,0.260914448564118,0.404475759958749,0.645068195411088,0.518882993371361,0.801372559728649,"RIKEN cDNA 1700067K01 gene [Source:MGI Symbol;Acc:MGI:1920703]"
"1700067P10Rik","1700067P10Rik",0.0473120197483894,0.425763035526772,3.65379480694151,0.116526257773946,0.907235477150366,NA,"RIKEN cDNA 1700067P10 gene [Source:MGI Symbol;Acc:MGI:1915474]"
"1700069L16Rik","1700069L16Rik",0.0464252250948221,-0.0742509056591809,3.65379480694151,-0.0203215860721347,0.98378683614626,NA,"RIKEN cDNA 1700069L16 gene [Source:MGI Symbol;Acc:MGI:1920726]"
"1700086D15Rik","1700086D15Rik",0.0660559942679234,-0.0234469013410716,3.22257566478791,-0.00727582647547072,0.99419478160729,NA,"RIKEN cDNA 1700086D15 gene [Source:MGI Symbol;Acc:MGI:1921532]"
"1700088E04Rik","1700088E04Rik",23.7143619111988,0.233871440290565,0.216105488064888,1.08220963005041,0.279159390385826,0.619673127358023,"RIKEN cDNA 1700088E04 gene [Source:MGI Symbol;Acc:MGI:1920774]"
