"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"Igkv6-25",38.2014317210508,-20.431244475474,3.46212856440144,-5.90135348685596,3.60531509882474e-09,6.33742288071412e-05
"Trbv3",33.7298673135563,3.49546841409341,0.80803169632935,4.32590507274937,1.51906835168392e-05,0.1335109174295
"2010109I03Rik",1278.50114397606,-2.76004563532691,0.675182920550176,-4.08784871672684,4.35391916750659e-05,0.25232931013728
"Gpr83",11.7645650458967,3.37788497611454,0.871455252597412,3.87614276928918,0.000106125429164895,0.25232931013728
"Ms4a4c",198.740085973934,2.93896454544953,0.758209308542846,3.87619159028493,0.000106104148723937,0.25232931013728
"Nsmf",424.544683755404,-0.458550117716591,0.118891149950325,-3.85689025556722,0.000114838689333157,0.25232931013728
"Pdcd1",45.0198886606124,2.81490430013574,0.711970894071791,3.95367889835662,7.69586740471925e-05,0.25232931013728
"Stab2",69.5938847810648,1.33271917958521,0.343947335381725,3.87477686985453,0.000106722442247277,0.25232931013728
"Coch",48.0270421423812,2.59911760230209,0.687920009249593,3.77822649051493,0.000157949197809949,0.252402818100298
"Ifi27l2a",162.474999374704,1.59231558357145,0.42126834694612,3.77981302206667,0.000156946172864515,0.252402818100298
"Izumo1r",93.6144521091017,3.44205369243102,0.904552639607393,3.80525526289436,0.000141658022259509,0.252402818100298
"Ampd1",2.55420307431202,4.18155211310515,1.15195766167597,3.62995295071995,0.000283472885491282,0.311430398822859
"Ctla4",73.1455889897257,2.01624354218283,0.554782778565969,3.63429367327248,0.000278743220174393,0.311430398822859
"Havcr1",41.2300865073846,3.16569512468582,0.868568004422843,3.64472915024012,0.000267673548566983,0.311430398822859
"Klhl6",570.091068834084,2.55120260617399,0.701496520191764,3.63680008772756,0.000276046005085898,0.311430398822859
"Lipc",26.228613377288,2.55145466555147,0.70107298682787,3.63935669108573,0.000273319993348036,0.311430398822859
"Cox6b2",55.2699026770701,-0.929752638475654,0.257373241183351,-3.61246815792052,0.000303296359679605,0.313608435908711
"4930539E08Rik",772.612888266221,-1.5532672830237,0.434754097123091,-3.57274903974954,0.000353253267255477,0.331816101818109
"Slfn1",109.102530403422,2.01949799861444,0.565880423686829,3.56877162397134,0.000358658888072823,0.331816101818109
"3425401B19Rik",27.7175568664392,2.04088011173985,0.604579976801552,3.37569914659901,0.000736283842035747,0.341072703937448
"5031414D18Rik",192.21603180839,2.26711366964264,0.704698253176777,3.21714103791587,0.00129474933664547,0.341072703937448
"Abca13",7.27531686134091,1.66002086586137,0.514056079863086,3.22926025172876,0.00124110894834212,0.341072703937448
"Akap5",39.1612631592497,1.46693649800847,0.455542790346147,3.22019474151662,0.00128103541877375,0.341072703937448
"Atp6v0d2",53.9817692484334,2.30592144389856,0.679405995353377,3.3940257514201,0.000688732159039311,0.341072703937448
"Bcat1",28.2917926270758,2.27384988575903,0.678533044303468,3.3511262345273,0.00080483604900827,0.341072703937448
"Bfsp2",34.1316763638555,2.99040233179529,0.913076421498649,3.27508438656985,0.00105630415331234,0.341072703937448
"Bmp8a",31.0107075080112,-1.56354675238703,0.453427474674005,-3.44828410212934,0.000564160288757075,0.341072703937448
"Btla",817.240185618424,2.33191907621426,0.703004944331349,3.31707350711768,0.000909656802440803,0.341072703937448
"Cd180",481.968568496326,2.10626673314831,0.650860075404596,3.23612833655372,0.00121162896228737,0.341072703937448
"Cd19",1039.38471722035,3.26300340296488,1.00547246360057,3.24524392371735,0.00117350056459592,0.341072703937448
"Cd2",276.634366779294,2.25458139607313,0.688020836526448,3.27690859982619,0.0010495033715834,0.341072703937448
"Cd22",1735.58688846494,3.0118662750805,0.908959792876437,3.31353080596595,0.000921259579023196,0.341072703937448
"Cd37",905.74199535808,2.66020974260799,0.813344056205705,3.27070656299871,0.0010727916280637,0.341072703937448
"Cdh23",11.2757593988796,2.58318894162862,0.735398100435038,3.51264021500802,0.000443677829952305,0.341072703937448
"Cldn4",623.05807825613,-1.17218131804252,0.337973417484477,-3.46826483208953,0.000523830781651757,0.341072703937448
"Clec4e",20.9230144816649,4.70741138863397,1.42292817837715,3.30825649542113,0.000938787849942766,0.341072703937448
"Cpxm1",150.26735160112,2.80472825949398,0.847841659195881,3.30808026365922,0.000939378825633007,0.341072703937448
"Cr2",1403.91615430717,3.16976206852244,0.956946990413586,3.31236954635543,0.000925092588807775,0.341072703937448
"Cxcl13",749.541020252537,2.81600102901485,0.87997766690661,3.20008238267449,0.00137388311248092,0.341072703937448
"Cxcr4",729.408684588378,2.10722100704101,0.658806343452344,3.19854389379212,0.00138123504530868,0.341072703937448
"Dll4",418.635429986243,-0.292864633761303,0.0904141672369256,-3.23914539846246,0.00119888439915381,0.341072703937448
"Dntt",2.49921369546652,2.97989143276321,0.925626366012589,3.21932427832623,0.00128493086705803,0.341072703937448
"Dusp2",145.450970078285,2.30002942911366,0.710800152893349,3.23583136518932,0.00121289015970676,0.341072703937448
"Eomes",36.0185199256266,2.59095512962168,0.771153509067649,3.35984353200212,0.000779866269441065,0.341072703937448
"Fcamr",113.81694004875,3.23840951986941,1.00824807234357,3.21191739285162,0.00131852282311097,0.341072703937448
"Fcrl1",327.553600133912,2.96374782114117,0.902385211603589,3.28434883798065,0.0010221831565225,0.341072703937448
"Foxp3",73.6983016064213,1.69885479086602,0.496677106173402,3.4204411070095,0.000625196708999655,0.341072703937448
"Gprc5a",256.808807513397,-1.52190309835558,0.447199936419921,-3.40318272524644,0.000666057200711046,0.341072703937448
"H2-Eb2",458.584926572449,2.98968528257358,0.923913511413574,3.23589301989902,0.00121262822075078,0.341072703937448
"Haao",74.7840469454865,2.4798636342423,0.711081412407755,3.48745388498535,0.000487643010588783,0.341072703937448
"Icos",174.675026011938,1.75438992189005,0.540626835082613,3.24510329129696,0.0011740802801745,0.341072703937448
"Ighv15-2",10.2551213832684,3.4241276197963,0.984914389945612,3.47657385733331,0.000507864326229522,0.341072703937448
"Il21r",276.709053646169,2.33890257835585,0.71816814648987,3.25676179010098,0.00112690960793607,0.341072703937448
"Il9r",138.865268164187,1.93765621426543,0.595773268143815,3.2523382935632,0.00114459703788053,0.341072703937448
"Lhfpl2",1048.83460127895,-1.18373125871013,0.36907691652457,-3.20727524727579,0.00133998720010889,0.341072703937448
"Lta",52.7000270382047,2.65177948805845,0.810236564801239,3.27284598505989,0.00106470476006635,0.341072703937448
"Map3k19",46.2430451687103,2.65237742758338,0.818068877010808,3.24224219026039,0.00118593193230104,0.341072703937448
"Mns1",160.991788095404,0.914568454989642,0.28208181963715,3.24220985303512,0.00118606651356245,0.341072703937448
"Mybl1",190.37291682018,1.98559885694368,0.575178946134569,3.45214106025212,0.00055615689173728,0.341072703937448
"Prg4",16.4248962237981,1.8157079549234,0.559944303486743,3.24265814227787,0.00118420207817181,0.341072703937448
"Rin1",165.448819011594,-0.538630284669194,0.163556186768795,-3.2932431069123,0.000990388000983875,0.341072703937448
"Sh2b2",61.8865944115934,1.74415826120153,0.52239646796793,3.3387635027207,0.000841521753985036,0.341072703937448
"Siglecg",415.024628521687,2.82095317773285,0.882025451227353,3.19826732188674,0.00138256053279162,0.341072703937448
"Slamf1",139.204828883456,2.0252341554596,0.589352271214409,3.43637286963608,0.000589558969230583,0.341072703937448
"Slamf6",352.270709239644,2.40327592506211,0.743421477373211,3.23272329117231,0.00122616268410432,0.341072703937448
