"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"Gm20503",9.2618950391865,26.1715754855209,3.72632174767558,7.02343416851922,2.16480172475248e-12,3.43770513890694e-08
"2010109I03Rik",1278.50114397606,-3.59565424339797,0.729681452102278,-4.92770404542771,8.32015159434556e-07,0.00660620036591037
"Cldn4",623.05807825613,-1.68802253179294,0.365565174265371,-4.61756931629261,3.88261010671026e-06,0.0194778304682969
"Igkv1-131",12.5792363323819,4.63864038717324,1.02851497080481,4.51003681895218,6.48163750654941e-06,0.0194778304682969
"Nos1ap",218.693507711206,-1.47129614004014,0.3281930349005,-4.48302061159281,7.35938178902906e-06,0.0194778304682969
"Plb1",4816.50509923285,-4.82905991351227,1.07473289354341,-4.49326520340398,7.01393470407435e-06,0.0194778304682969
"Igkv8-27",1250.57552235633,2.89091556096363,0.678423656014479,4.26122458339208,2.03309796756453e-05,0.0461222796070353
"Bmp8b",23.6395877585173,-2.12606955256961,0.519604383462874,-4.09170826928084,4.28207129007949e-05,0.0849991151080778
"4930539E08Rik",772.612888266221,-1.88312490605532,0.469846828714938,-4.0079549141702,6.12468086726212e-05,0.0999222420866065
"Fam151a",710.913595716312,-4.09185458621239,1.03878871735626,-3.93906337048623,8.18003241263151e-05,0.0999222420866065
"Ighv2-3",89.7287348289946,2.01930759488676,0.510481868869551,3.95568915965314,7.63143360056627e-05,0.0999222420866065
"Vwa3a",655.847788832904,-3.08394959912257,0.773776476874952,-3.98558200111963,6.73149244308267e-05,0.0999222420866065
"Wipi2",1849.55047744316,-0.548987075470469,0.139266565933717,-3.9419875961597,8.08091566099548e-05,0.0999222420866065
"Igkv12-89",190.071194367719,3.66787613696609,0.943550213019613,3.88731419521162,0.000101359519929539,0.114633291179978
"Npas2",468.937372357967,-1.54531311740007,0.399177280014247,-3.87124517042883,0.000108280816605773,0.114633291179978
"Il9r",138.865268164187,2.46684961046307,0.642201543287017,3.84123899459482,0.00012241485462055,0.121496743210896
"Stab2",69.5938847810648,1.40733158930786,0.370655366596731,3.79687363555435,0.000146532436326731,0.136878534639323
"Gprc5a",256.808807513397,-1.82911798314951,0.483746329466079,-3.78115113590287,0.000156104863992853,0.137719180011473
"Wdr24",471.140412312378,-0.299634371846796,0.0801582107990559,-3.73803717498052,0.000185462528585535,0.155007629154647
"1700001J03Rik",1.99662458058199,3.43185015630077,0.929255454964081,3.69311811727101,0.000221521067339856,0.167512121397948
"E2f3",648.371105430219,-0.681531403392656,0.184008299108817,-3.70380796243119,0.000212387063778564,0.167512121397948
"Clcf1",176.890731092736,2.00997200694117,0.547239922972757,3.67292648537491,0.00023978848424301,0.171300229346928
"Ntrk3",243.201466176064,1.33475454408511,0.364268200398899,3.66420824717463,0.000248104866182578,0.171300229346928
"Cbln3",57.4503277211907,-0.735011636380843,0.204204872627381,-3.59938343744638,0.000318972569931202,0.171805327478914
"Cc2d1a",854.231915180306,-0.457217154223819,0.128394962083173,-3.56102098404482,0.000369415555784799,0.171805327478914
"Ccl24",15.1988759354714,3.32372224058619,0.909978240529528,3.65252936009994,0.000259669895606695,0.171805327478914
"Cemip",52.6670987452512,-1.12228213899117,0.318287888930749,-3.52599699209839,0.000421891760592152,0.171805327478914
"Cxcr4",729.408684588378,2.51030967571201,0.711410995303112,3.52863491327181,0.000417708966352987,0.171805327478914
"Cyp2r1",33.8737306236643,0.788553060609245,0.22158267489376,3.55873066785264,0.000372651427685473,0.171805327478914
"Ehmt2",2770.02618934959,-0.281287891725943,0.0803964853209879,-3.49875856640852,0.00046742962685728,0.171805327478914
"Enpp7",4234.07649351738,-3.62382657324726,1.01567747878999,-3.56789103718677,0.00035986608764003,0.171805327478914
"Etv4",15.0758755701437,1.6894319189843,0.466323120788081,3.62287830834804,0.00029134290861902,0.171805327478914
"Fam83g",664.188954940651,-0.800450315592562,0.225833871204396,-3.54442099993095,0.000393476401819162,0.171805327478914
"Gm10277",66.4676961534636,-1.66360675140741,0.472115925524771,-3.52372513076797,0.000425525430374499,0.171805327478914
"Gm20721",174.726994556427,-1.63171953856862,0.467387769413276,-3.49114727716765,0.000480951053760133,0.171805327478914
"Haao",74.7840469454865,2.68641355742889,0.766382755572749,3.50531576799535,0.000456066019966425,0.171805327478914
"Itgb6",436.053517769688,-1.37975937281915,0.395297101359954,-3.49043635299201,0.000482232463606477,0.171805327478914
"Izumo1r",93.6144521091017,3.44204630597378,0.975083321684106,3.53000223614622,0.000415556154686411,0.171805327478914
"Ms4a4c",198.740085973934,2.87867617966989,0.818404315817457,3.51742546322541,0.000435754712641588,0.171805327478914
"Plxnc1",366.103112851888,1.83264828461504,0.522775215434086,3.50561432621343,0.00045555480697349,0.171805327478914
"Rapgef4",185.753062715017,1.28560943800468,0.354831559475117,3.62315415208956,0.00029103225602895,0.171805327478914
