feature	Acutalibacter_caecimuris	Acutalibacter_intestini	Acutalibacter_muris	Acutalibacter_sp_1XD8_33	Adlercreutzia_SGB42953	Adlercreutzia_aquisgranensis	Adlercreutzia_caecimuris	Adlercreutzia_mucosicola	Adlercreutzia_muris	Akkermansia_muciniphila	Alistipes_timonensis	Anaerostipes_hominis_ex_Lee_et_al_2021	Bacillota_unclassified_SGB43543	Bacillota_unclassified_SGB63211	Bacteroidales_bacterium	Bifidobacterium_pseudolongum	Blautia_pseudococcoides	Caniella_muris	Clostridia_bacterium	Clostridiaceae_bacterium	Clostridiales_bacterium	Coriobacteriaceae_bacterium	Duncaniella_dubosii	Duncaniella_freteri	Duncaniella_muricolitica	Duncaniella_muris	Eubacteriaceae_bacterium	Faecalibaculum_rodentium	GGB115370_SGB161393	GGB14001_SGB21428	GGB143828_SGB43507	GGB1503_SGB2082	GGB18828_SGB27767	GGB22635_SGB33556	GGB22635_SGB63107	GGB24132_SGB35935	GGB24146_SGB35950	GGB24148_SGB35952	GGB25041_SGB36960	GGB27478_SGB39772	GGB27480_SGB39776	GGB27482_SGB39778	GGB27849_SGB40283	GGB27860_SGB40294	GGB27861_SGB40295	GGB27866_SGB40300	GGB27873_SGB41457	GGB27876_SGB40310	GGB27884_SGB40318	GGB27885_SGB40319	GGB27894_SGB40329	GGB27919_SGB40357	GGB27929_SGB40368	GGB28310_SGB40880	GGB28317_SGB40889	GGB28380_SGB40960	GGB28382_SGB40962	GGB28765_SGB41414	GGB28769_SGB41421	GGB28778_SGB41431	GGB28793_SGB41446	GGB28796_SGB41449	GGB28803_SGB41457	GGB28870_SGB41545	GGB28901_SGB41592	GGB28904_SGB41597	GGB28934_SGB41635	GGB28946_SGB41652	GGB28949_SGB41655	GGB28956_SGB41665	GGB28990_SGB41704	GGB29003_SGB41719	GGB29531_SGB42317	GGB30045_SGB42945	GGB30046_SGB42947	GGB30294_SGB43258	GGB30296_SGB43260	GGB30298_SGB43262	GGB30454_SGB43516	GGB30455_SGB43519	GGB30461_SGB102216	GGB30461_SGB43529	GGB30461_SGB63209	GGB30475_SGB63182	GGB30861_SGB44083	GGB3171_SGB4185	GGB32371_SGB41694	GGB42570_SGB59765	GGB42598_SGB59794	GGB42646_SGB59844	GGB45514_SGB63186	GGB46159_SGB63927	GGB46162_SGB63930	GGB70518_SGB94950	GGB70852_SGB95305	GGB75057_SGB102223	GGB75074_SGB102167	GGB75104_SGB102231	GGB75725_SGB102612	GGB75726_SGB102611	GGB75879_SGB103683	GGB9439_SGB42949	Hominisplanchenecus_murintestinalis	Lachnospiraceae_bacterium	Lachnospiraceae_bacterium_A2	Lachnospiraceae_unclassified_SGB41405	Lachnospiraceae_unclassified_SGB7275	Lactobacillus_intestinalis	Lactobacillus_johnsonii	Lepagella_muris	Ligilactobacillus_murinus	Limosilactobacillus_reuteri	Muribaculaceae_bacterium	Muribaculum_gordoncarteri	Muribaculum_intestinale	Muricaecibacterium_torontonense	Neglectibacter_caecimuris	Neglectibacter_sp_X4	Oscillibacter_SGB43496	Oscillibacter_SGB43499	Oscillospiraceae_bacterium	Oscillospiraceae_unclassified_SGB43526	Paramuribaculum_intestinale	Parasutterella_muris	Parvibacter_caecicola	Sangeribacter_muris	Schaedlerella_arabinosiphila	Turicibacter_sp_1E2	Turicimonas_muris
SLC_SMT_NEG_18J	NA	0.000679683027945112	0.000592544178208559	NA	NA	NA	NA	NA	0.00919753199540519	0.113695549639385	NA	0.000678151496646712	0.00060785949119256	0.000542003645361359	NA	0.0169496681250893	NA	0.000874134691417832	0.000507095294042655	0.000682534844845581	NA	NA	NA	NA	0.00383558810828264	NA	0.000494737420807289	0.222165356054357	NA	0.0252602850644487	NA	NA	NA	NA	NA	NA	NA	0.00292966093956699	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000726790818226934	0.03915454824923	NA	NA	0.000457663801101192	NA	NA	NA	NA	0.000411453805028778	NA	0.000953246204693805	NA	0.00214905528019972	NA	NA	NA	0.000861882441030632	NA	NA	0.000455287287017468	0.00555032223682575	NA	NA	NA	NA	NA	0.000552513118753828	NA	NA	NA	NA	0.00450956750242682	NA	NA	NA	NA	NA	0.000681531427788009	0.00812905126336281	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00109742139243974	NA	0.0423319475791692	NA	NA	0.00132588361302176	NA	NA	NA	0.000486815707194875	NA	NA	NA	NA	0.482034530538391	NA	NA	NA	NA	NA	NA	NA	0.00523889326900972	NA	NA	NA	NA	NA
SLC_SMT_NEG_101J	0.000732073613522999	0.00104248156031582	NA	NA	NA	0.0011655310700012	0.00766302558763784	0.00150443584201841	0.010176969651973	0.0189787764162021	NA	NA	NA	NA	0.00944980928417831	0.00701131083758284	NA	0.00564269894414349	0.000508466341264222	0.00213617005944481	0.000902945381630903	0.00202698682103721	0.00878477417903758	0.00101616839985959	0.00214861694862328	0.0024719085175482	0.00115887089245833	0.0616998847570919	NA	0.0105826945658956	NA	0.0175403964334203	0.00196114932827742	NA	0.0026354650086828	0.042375106658376	0.00741463372026053	0.00944511440492678	NA	NA	0.00035757510578491	0.000417844253385909	0.0161937303709009	0.00194553612518513	0.00152791023827604	0.00195110447034392	NA	0.00421567401815608	0.00735884108543425	0.00173393900915119	NA	0.253077356870328	0.00191856786529846	0.123939353078394	0.00108364364119549	NA	NA	NA	0.00135419970596954	0.00181528052176486	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0123572497397345	0.000922052448352234	0.0011110486340358	NA	0.000886895445584985	NA	NA	NA	NA	NA	0.000990837888549026	0.00419394655371297	NA	0.00302273795531458	NA	0.00302088184026165	NA	NA	0.00265402615921209	0.00121750229148322	NA	0.0291141472543418	0.000723884870642429	0.00115090051605458	NA	0.00048117053166232	NA	0.00103079895380621	0.00300308497240121	NA	0.0553080796142338	NA	NA	0.0012243808355029	0.000635009714578637	0.000860582285128752	0.0110893047921069	0.000676936078127158	0.000578016064129867	0.00711885632741433	0.0165071954483692	0.0111160546855168	0.154202217184022	NA	0.00116836983419979	NA	NA	NA	NA	0.0100838363496113	0.0011885687333052	0.0012918560768388	0.00147845023127739	NA	NA	0.00252409810550704
SLC_SMT_NEG_17J	NA	NA	NA	NA	0.00316633979591404	0.00214866335983599	0.00226126786316894	NA	0.00628149572667675	0.0666166829749051	NA	NA	NA	NA	0.006117354366019	0.0321441732993896	NA	NA	NA	NA	NA	0.00296866417877783	0.00741424761130196	NA	0.00495883405273138	0.00466796850180238	NA	0.221500470891559	NA	0.00534006560006552	NA	0.0269763678799714	0.00418895812242051	NA	NA	0.0135248951260253	0.00366864765874411	0.00574600659954167	NA	NA	NA	0.00126053505141684	0.0180693163671175	0.0053086492966278	0.00269474225217478	0.00324964594885002	NA	0.00343567282426214	0.0217178434719745	0.0028101706928954	NA	0.111487636096132	0.00333895296873478	0.0122978943310869	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00288288708062765	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00318045948285235	NA	NA	0.00208335980774634	0.00811740802082936	NA	NA	0.0149449826398449	0.00238093220997104	NA	0.109583243320329	NA	NA	NA	NA	NA	0.00919650509508903	0.00376889743600605	0.00352074393806541	0.0107556715252509	NA	NA	NA	NA	NA	0.011893718292478	NA	NA	0.0163611872397565	0.0130014077327877	0.0195017586070082	0.15107217842766	NA	NA	NA	NA	NA	NA	0.0033071836731236	0.00239505189690934	NA	0.00292489314926909	NA	NA	0.00376536751427147
SLC_SMT_NEG_193J	0.000197485197534105	0.000597694049720004	0.000464020677163762	0.000593869512443816	NA	0.00109576469814874	0.00763692874914869	0.000273697794892337	0.00869739180928752	0.00905414001060764	0.000331367181214503	NA	0.000419702402787564	0.000333754619635397	0.00846951892466807	0.00409452642887378	NA	0.00635589419373585	0.000751000046960682	0.00137662480830376	0.000837643200526701	0.00283310131913158	0.00731181990165886	0.000333731440621602	0.00655048201454557	0.00205071688749236	0.000437967465658089	0.21136710889598	0.00028561180798301	0.00691534287069397	NA	0.0162812869748731	0.000782013567418503	0.00033463542215961	0.00165291865274115	0.0257134767004785	0.00444017188258606	0.00175458180724638	0.000560399016523716	0.000134670070149431	0.000196303067830556	0.000355125670354463	0.014331885556679	0.0020000939213639	0.000228637792074697	0.00156291454217484	NA	0.00267597078461472	0.0139549716133572	0.00208625031564022	NA	0.153507677839709	0.00136484986929586	0.0590711371814236	0.000586266795919029	NA	NA	NA	0.000445709256265647	0.000874405116405703	0.000415553359318244	NA	NA	0.000586035005781078	0.000382639159729226	0.000349261379864307	0.000322350544848216	0.000573332906221372	0.00028415153011392	0.000367225115555496	0.000505696543967321	NA	0.000278704461872075	0.0111359863136268	0.000734728379276534	0.000446427805693294	0.000562485127765274	0.000576137566890577	0.000626088341618981	0.000252813503462968	0.00112863253971017	0.000203419025065646	0.000292264184942199	0.000468865091046934	0.00359932997815563	0.000321029341061896	NA	0.00178833045133202	0.000468586942881393	0.000552796299998929	0.000426725643967474	0.00241323666324745	0.000791053382798585	NA	0.0443520230202839	0.00039341740114394	0.00064117787959958	NA	0.000578617721366651	0.000136987971528939	0.00109337725972785	0.00386463697005415	0.00961838674342134	0.0364006477699911	0.000596905963250972	0.000334844033283766	0.000269618288464403	0.00092141215638213	0.00249767781050294	0.0059554767304258	0.000513600587671444	0.000905789501084245	0.00598757966453199	0.0311087166674772	0.0233967110926462	0.162170741529566	0.000215796618432221	0.000548577719488224	0.000267091775960739	0.000301837117639568	0.00065093624440731	0.000301999370736133	0.0275038932630521	0.00165553788129999	0.000392536598619727	0.000828139804870717	0.000642058682123793	0.000232045107102574	0.000843090268768546
SLC_SMT_NEG_159J	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0955141407083226	NA	NA	NA	NA	NA	NA	NA	0.0458791511897319	NA	NA	NA	NA	NA	NA	0.0665109778970983	NA	NA	0.276286271192674	NA	0.0700691405244382	NA	NA	NA	NA	NA	NA	NA	0.0333566253539774	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0861544260968703	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0317246515391122	NA	NA	NA	0.0640285388547681	NA	NA	0.114766834614394	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.115709242028612	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SLC_SMT_NEG_103J	NA	NA	NA	NA	NA	0.000924787764909796	0.00548370875969875	0.00118761863987142	0.0088206176249606	0.0210426234950072	NA	NA	NA	NA	0.00461539093181656	0.00679348822877769	NA	0.0145129757348209	0.000292311008952201	0.00181524934640591	NA	0.00215729966818696	0.0167920323947635	0.000837895406503789	0.00126118436236388	0.00138112408558581	0.00149022750384773	0.154003748823066	0.000602794703241058	0.0122798219319139	NA	0.0269692073269844	0.000680735331462713	NA	0.001070371166329	0.0327790821353551	0.00388330093771729	0.00344607958976576	0.00488885619301223	NA	NA	NA	0.00641354449275761	0.0013029142323962	0.000602121640821182	0.000761772046815799	NA	0.00816606442163107	0.00641004456817426	0.000837760794019813	NA	0.233952997224358	0.000830491719885151	0.0791298622113345	NA	NA	0.000486152985876525	NA	NA	NA	NA	0.000572237669378682	0.000865356353234735	NA	NA	0.00168918475516311	NA	0.00165822388384881	NA	NA	NA	NA	NA	0.0103946414000829	0.000617736688962308	NA	NA	NA	0.000978430839773924	NA	NA	0.000794684799147741	NA	NA	0.00314461493190325	NA	0.000940739344260861	NA	NA	NA	NA	0.00135332660764493	0.000807674903851351	NA	0.0072737182653593	NA	0.000774964070245371	NA	0.00016914058611487	NA	0.000372068905707522	0.00371449688281236	NA	0.0236224044441504	NA	NA	NA	0.000355915407630495	0.000606092709098451	0.00224547084519073	0.00172788584430599	0.000777858238650838	0.00638278554016927	0.0208342433698135	0.0239716565338241	0.167449516784932	NA	NA	NA	0.000792732918130101	NA	NA	0.00699735883575816	0.00203964835719261	0.00151250586994563	0.00174922192301606	NA	0.0231722602977372	0.00952941965933215
SLC_SMT_NEG_155J	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.114052396116201	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.677672065172798	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.208275538711001	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SLC_SMT_NEG_158J	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SLC_SMT_NEG_110J	NA	NA	NA	NA	NA	0.00124233194891116	0.00597759254533334	0.00125213496926994	0.0100652913296945	0.0293213963615045	NA	NA	NA	NA	0.0082003872353747	0.00937723179418414	NA	0.0104642421172467	NA	0.000759975135683444	NA	0.00180632703004481	0.0087156082725921	0.00100288112375397	0.00228321986471189	0.0018710912465135	0.000761582188201277	0.17725106274383	NA	0.00904216134421586	NA	0.0146781748768837	0.00160391876542369	NA	0.00222351786367438	0.0372522808896386	0.00511042700671041	0.00441529644012154	0.00136286088774867	NA	NA	0.000300920583964316	0.0181507743100441	0.00238125006829973	0.00104281637882213	0.0009340992759907	NA	0.00753193374058187	0.0192220355184319	0.00144988278158935	NA	0.237926535844021	0.00087455798020497	0.0378440779793307	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00968916068789562	0.00149319284694496	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00310595040121673	NA	0.00112365112046916	NA	NA	NA	NA	0.00329526118781751	0.000636312444436159	NA	0.0249784976373114	NA	NA	NA	0.000314500177740008	NA	0.00081598091592994	0.00246795055163685	NA	0.018511396895046	NA	NA	NA	0.000713370612666274	0.0013103906230414	0.00474233162750065	0.000683961551589921	0.000609635372640124	0.00517591439681212	0.0243122940160435	0.0156361388827642	0.188984474587036	NA	NA	NA	NA	NA	NA	0.00665335812908231	0.00156896537316081	0.00109367959101156	0.00143967799810111	NA	0.00192886478452961	0.00501520914502878
SLC_SMT_NEG_153J	NA	NA	NA	NA	0.0010533742232669	0.000765453840754309	0.000855044947372369	NA	0.0039956633331964	0.0695508477754935	NA	NA	NA	NA	0.00476468938713325	0.0275929177301443	NA	0.000600060370402785	NA	NA	0.000525615447678687	0.001072378397398	0.00416770112006744	NA	0.00242324653450669	0.00240617135549415	NA	0.174207263381064	NA	0.00287077340201509	NA	0.039397939190215	0.00248347404876428	0.000680149389955294	0.000550478051429153	0.0211465732651993	0.00233265520819751	0.00226764092827532	0.00146803672949594	0.000286420052975922	0.000211260687615315	0.000701082559204968	0.0213735516908178	0.00400373653498894	0.000929418425832817	0.00150168697767545	NA	0.00273317175022371	0.0184614835044126	0.00124134408093206	NA	0.196853523184557	0.000903984267973144	0.010481159254622	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000906913482782826	NA	NA	NA	NA	NA	NA	NA	NA	0.00214032725044965	0.000537689528235666	0.000469174479394581	NA	NA	NA	NA	NA	NA	NA	NA	0.00241567344255971	NA	NA	NA	0.00440032364251434	NA	NA	0.0083642657226498	0.00107552194499863	0.000529330549388526	0.103872672033322	NA	NA	NA	0.000319927412628131	NA	0.00510919362645724	0.00321056231993813	0.000837898324096185	0.00422950040812536	NA	0.000890767079197752	NA	0.000439096444397609	0.000355935321508117	0.00682078385073864	NA	NA	0.00788416027091665	0.013756807298746	0.0172314276171373	0.180597309766252	NA	NA	NA	NA	NA	NA	0.00174738380037044	0.0013052866968995	0.000528616106752019	0.000955709914856299	NA	NA	0.0019957240608205
