"ProteinID","logFC","AveExpr","t","P.Value","adj.P.Val","B","UniprotID","From","Entry","Reviewed","Entry.Name","Protein.names","Gene.Names","Organism","Length","Gene.Ontology..biological.process.","Gene.Ontology.IDs","Gene.Ontology..cellular.component.","Gene.Ontology..molecular.function.","Interacts.with","Gene.Ontology..GO.","Subcellular.location..CC.","IsSelenoprotein"
"Q00651",3.619356021,12.05084574425,5.37302049637977,6.71518584342579e-05,0.575222819347854,-4.41025171385585,"Q00651","Q00651","Q00651","reviewed","ITA4_MOUSE","Integrin alpha-4 (CD49 antigen-like family member D) (Integrin alpha-IV) (Lymphocyte Peyer patch adhesion molecules subunit alpha) (LPAM subunit alpha) (VLA-4 subunit alpha) (CD antigen CD49d)","Itga4","Mus musculus (Mouse)",1039,"blood vessel remodeling [GO:0001974]; cell adhesion [GO:0007155]; cell migration [GO:0016477]; cell-cell adhesion [GO:0098609]; cell-matrix adhesion [GO:0007160]; chorio-allantoic fusion [GO:0060710]; face development [GO:0060324]; heart development [GO:0007507]; heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules [GO:0007157]; integrin-mediated signaling pathway [GO:0007229]; leukocyte cell-cell adhesion [GO:0007159]; mesenchyme development [GO:0060485]; negative regulation of protein homodimerization activity [GO:0090074]; negative regulation of vasoconstriction [GO:0045906]; pericyte cell migration [GO:1905351]; T cell migration [GO:0072678]; vascular associated smooth muscle cell migration [GO:1904738]; visceral serous pericardium development [GO:0061032]","GO:0001968; GO:0001974; GO:0005911; GO:0007155; GO:0007157; GO:0007159; GO:0007160; GO:0007229; GO:0007507; GO:0009897; GO:0009986; GO:0016477; GO:0034668; GO:0045906; GO:0046872; GO:0060324; GO:0060485; GO:0060710; GO:0061032; GO:0072678; GO:0090074; GO:0098609; GO:1904738; GO:1905351","cell surface [GO:0009986]; cell-cell junction [GO:0005911]; external side of plasma membrane [GO:0009897]; integrin alpha4-beta1 complex [GO:0034668]","fibronectin binding [GO:0001968]; metal ion binding [GO:0046872]","","cell surface [GO:0009986]; cell-cell junction [GO:0005911]; external side of plasma membrane [GO:0009897]; integrin alpha4-beta1 complex [GO:0034668]; fibronectin binding [GO:0001968]; metal ion binding [GO:0046872]; blood vessel remodeling [GO:0001974]; cell adhesion [GO:0007155]; cell migration [GO:0016477]; cell-cell adhesion [GO:0098609]; cell-matrix adhesion [GO:0007160]; chorio-allantoic fusion [GO:0060710]; face development [GO:0060324]; heart development [GO:0007507]; heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules [GO:0007157]; integrin-mediated signaling pathway [GO:0007229]; leukocyte cell-cell adhesion [GO:0007159]; mesenchyme development [GO:0060485]; negative regulation of protein homodimerization activity [GO:0090074]; negative regulation of vasoconstriction [GO:0045906]; pericyte cell migration [GO:1905351]; T cell migration [GO:0072678]; vascular associated smooth muscle cell migration [GO:1904738]; visceral serous pericardium development [GO:0061032]","SUBCELLULAR LOCATION: Membrane {ECO:0000255}; Single-pass type I membrane protein {ECO:0000255}.",FALSE
"Q62406",3.50287116633333,13.001809626875,4.47223009069596,0.000405652134938256,0.675494803812657,-4.43803264818733,"Q62406","Q62406","Q62406","reviewed","IRAK1_MOUSE","Interleukin-1 receptor-associated kinase 1 (IRAK) (IRAK-1) (EC 2.7.11.1) (Pelle-like protein kinase) (mPLK)","Irak1 Il1rak","Mus musculus (Mouse)",710,"cytokine-mediated signaling pathway [GO:0019221]; innate immune response [GO:0045087]; interleukin-1-mediated signaling pathway [GO:0070498]; lipopolysaccharide-mediated signaling pathway [GO:0031663]; negative regulation of cholesterol efflux [GO:0090370]; negative regulation of DNA-templated transcription [GO:0045892]; positive regulation of canonical NF-kappaB signal transduction [GO:0043123]; positive regulation of JNK cascade [GO:0046330]; positive regulation of MAPK cascade [GO:0043410]; response to lipopolysaccharide [GO:0032496]; response to peptidoglycan [GO:0032494]; toll-like receptor 2 signaling pathway [GO:0034134]; toll-like receptor 4 signaling pathway [GO:0034142]","GO:0004672; GO:0004674; GO:0005149; GO:0005524; GO:0005634; GO:0005811; GO:0005829; GO:0016020; GO:0016301; GO:0019221; GO:0031663; GO:0032494; GO:0032496; GO:0032991; GO:0034134; GO:0034142; GO:0043123; GO:0043410; GO:0045087; GO:0045892; GO:0046330; GO:0070498; GO:0090370; GO:0106310","cytosol [GO:0005829]; lipid droplet [GO:0005811]; membrane [GO:0016020]; nucleus [GO:0005634]; protein-containing complex [GO:0032991]","ATP binding [GO:0005524]; interleukin-1 receptor binding [GO:0005149]; kinase activity [GO:0016301]; protein kinase activity [GO:0004672]; protein serine kinase activity [GO:0106310]; protein serine/threonine kinase activity [GO:0004674]","P22366; Q8BST6; Q793I8; Q9QZ06; P39429; Q3THG9; P37889-1; P70196","cytosol [GO:0005829]; lipid droplet [GO:0005811]; membrane [GO:0016020]; nucleus [GO:0005634]; protein-containing complex [GO:0032991]; ATP binding [GO:0005524]; interleukin-1 receptor binding [GO:0005149]; kinase activity [GO:0016301]; protein kinase activity [GO:0004672]; protein serine kinase activity [GO:0106310]; protein serine/threonine kinase activity [GO:0004674]; cytokine-mediated signaling pathway [GO:0019221]; innate immune response [GO:0045087]; interleukin-1-mediated signaling pathway [GO:0070498]; lipopolysaccharide-mediated signaling pathway [GO:0031663]; negative regulation of cholesterol efflux [GO:0090370]; negative regulation of DNA-templated transcription [GO:0045892]; positive regulation of canonical NF-kappaB signal transduction [GO:0043123]; positive regulation of JNK cascade [GO:0046330]; positive regulation of MAPK cascade [GO:0043410]; response to lipopolysaccharide [GO:0032496]; response to peptidoglycan [GO:0032494]; toll-like receptor 2 signaling pathway [GO:0034134]; toll-like receptor 4 signaling pathway [GO:0034142]","SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250}. Nucleus {ECO:0000250}. Lipid droplet {ECO:0000269|PubMed:21435586}. Note=Translocates to the nucleus when sumoylated (By similarity). RSAD2/viperin recruits it to the lipid droplet. {ECO:0000250}.",FALSE
"P98154",2.66193910966667,12.802669565625,4.25783348253646,0.000629999046773046,0.675494803812657,-4.44574391336571,"P98154","P98154","P98154","reviewed","IDD_MOUSE","Integral membrane protein DGCR2/IDD (Seizure-related membrane-bound adhesion protein)","Dgcr2 Dgsc Idd Sez-12 Sez12","Mus musculus (Mouse)",548,"cell adhesion [GO:0007155]; response to xenobiotic stimulus [GO:0009410]","GO:0007155; GO:0009410; GO:0016020; GO:0030246","membrane [GO:0016020]","carbohydrate binding [GO:0030246]","","membrane [GO:0016020]; carbohydrate binding [GO:0030246]; cell adhesion [GO:0007155]; response to xenobiotic stimulus [GO:0009410]","SUBCELLULAR LOCATION: Membrane; Single-pass type I membrane protein.",FALSE
"Q61900",3.57789999666667,12.752765573125,4.02210104348672,0.00102627031790606,0.675494803812657,-4.4547426164016,"Q61900","Q61900","Q61900","reviewed","SMR3A_MOUSE","Submaxillary gland androgen-regulated protein 3A (Salivary protein MSG1) (Submaxillary gland androgen-regulated protein 1)","Smr3a Msg1 Smr1","Mus musculus (Mouse)",147,"","GO:0005576","extracellular region [GO:0005576]","","","extracellular region [GO:0005576]","SUBCELLULAR LOCATION: Secreted.",FALSE
"Q8VIJ8",4.56417251883333,11.4121336115,3.71143158587577,0.00196095759009793,0.675494803812657,-4.46744228362297,"Q8VIJ8","Q8VIJ8","Q8VIJ8","reviewed","NPRL3_MOUSE","GATOR1 complex protein NPRL3 (Nitrogen permease regulator 3-like protein)","Nprl3 Mare","Mus musculus (Mouse)",569,"aorta morphogenesis [GO:0035909]; cardiac muscle tissue development [GO:0048738]; cellular response to amino acid starvation [GO:0034198]; negative regulation of TORC1 signaling [GO:1904262]; roof of mouth development [GO:0060021]; ventricular septum development [GO:0003281]","GO:0003281; GO:0005096; GO:0005765; GO:0034198; GO:0035909; GO:0048738; GO:0060021; GO:1904262; GO:1990130","GATOR1 complex [GO:1990130]; lysosomal membrane [GO:0005765]","GTPase activator activity [GO:0005096]","","GATOR1 complex [GO:1990130]; lysosomal membrane [GO:0005765]; GTPase activator activity [GO:0005096]; aorta morphogenesis [GO:0035909]; cardiac muscle tissue development [GO:0048738]; cellular response to amino acid starvation [GO:0034198]; negative regulation of TORC1 signaling [GO:1904262]; roof of mouth development [GO:0060021]; ventricular septum development [GO:0003281]","SUBCELLULAR LOCATION: Lysosome membrane {ECO:0000250|UniProtKB:Q12980}. Note=Localization to lysosomes is mediated by the KICSTOR complex and is amino acid-independent. {ECO:0000250|UniProtKB:Q12980}.",FALSE
"P12246",2.75646010033333,13.234913096875,3.59159556801835,0.00251919353155109,0.675494803812657,-4.47259398550276,"P12246","P12246","P12246","reviewed","SAMP_MOUSE","Serum amyloid P-component (SAP)","Apcs Ptx2 Sap","Mus musculus (Mouse)",224,"host-mediated suppression of symbiont invasion [GO:0046597]; negative regulation by host of viral glycoprotein metabolic process [GO:0044871]; negative regulation of monocyte differentiation [GO:0045656]","GO:0001849; GO:0005509; GO:0005615; GO:0030246; GO:0042802; GO:0044871; GO:0045656; GO:0046597; GO:0046790","extracellular space [GO:0005615]","calcium ion binding [GO:0005509]; carbohydrate binding [GO:0030246]; complement component C1q complex binding [GO:0001849]; identical protein binding [GO:0042802]; virion binding [GO:0046790]","","extracellular space [GO:0005615]; calcium ion binding [GO:0005509]; carbohydrate binding [GO:0030246]; complement component C1q complex binding [GO:0001849]; identical protein binding [GO:0042802]; virion binding [GO:0046790]; host-mediated suppression of symbiont invasion [GO:0046597]; negative regulation by host of viral glycoprotein metabolic process [GO:0044871]; negative regulation of monocyte differentiation [GO:0045656]","SUBCELLULAR LOCATION: Secreted.",FALSE
"O08605",3.575588079,11.8641640876875,3.43782565754558,0.00347461970671856,0.675494803812657,-4.47940514545773,"O08605","O08605","O08605","reviewed","MKNK1_MOUSE","MAP kinase-interacting serine/threonine-protein kinase 1 (EC 2.7.11.1) (MAP kinase signal-integrating kinase 1) (MAPK signal-integrating kinase 1) (Mnk1)","Mknk1 Mnk1","Mus musculus (Mouse)",427,"extrinsic apoptotic signaling pathway in absence of ligand [GO:0097192]; intracellular signal transduction [GO:0035556]; protein phosphorylation [GO:0006468]; regulation of translation [GO:0006417]; response to salt stress [GO:0009651]","GO:0004674; GO:0005524; GO:0006417; GO:0006468; GO:0009651; GO:0035556; GO:0046872; GO:0097192; GO:0106310","","ATP binding [GO:0005524]; metal ion binding [GO:0046872]; protein serine kinase activity [GO:0106310]; protein serine/threonine kinase activity [GO:0004674]","","ATP binding [GO:0005524]; metal ion binding [GO:0046872]; protein serine kinase activity [GO:0106310]; protein serine/threonine kinase activity [GO:0004674]; extrinsic apoptotic signaling pathway in absence of ligand [GO:0097192]; intracellular signal transduction [GO:0035556]; protein phosphorylation [GO:0006468]; regulation of translation [GO:0006417]; response to salt stress [GO:0009651]","",FALSE
"Q9JL95",2.866327729,14.937604299375,3.41241157787339,0.00366419449950588,0.675494803812657,-4.48055205822202,"Q9JL95","Q9JL95","Q9JL95","reviewed","PRG3_MOUSE","Proteoglycan 3 (Eosinophil major basic protein 2)","Prg3 Mbp2","Mus musculus (Mouse)",222,"basophil activation [GO:0045575]; histamine biosynthetic process [GO:0001694]; immune response [GO:0006955]; leukotriene biosynthetic process [GO:0019370]; negative regulation of translation [GO:0017148]; neutrophil activation [GO:0042119]; positive regulation of interleukin-8 production [GO:0032757]; superoxide anion generation [GO:0042554]","GO:0001694; GO:0006955; GO:0017148; GO:0019370; GO:0030246; GO:0032757; GO:0042119; GO:0042554; GO:0045575","","carbohydrate binding [GO:0030246]","","carbohydrate binding [GO:0030246]; basophil activation [GO:0045575]; histamine biosynthetic process [GO:0001694]; immune response [GO:0006955]; leukotriene biosynthetic process [GO:0019370]; negative regulation of translation [GO:0017148]; neutrophil activation [GO:0042119]; positive regulation of interleukin-8 production [GO:0032757]; superoxide anion generation [GO:0042554]","SUBCELLULAR LOCATION: Note=Localized to the eosinophil secondary granule. {ECO:0000269|PubMed:10770291}.",FALSE
"P05367",3.76895242733333,13.155263483125,3.4032410425132,0.00373510178223023,0.675494803812657,-4.48096736550599,"P05367","P05367","P05367","reviewed","SAA2_MOUSE","Serum amyloid A-2 protein [Cleaved into: Amyloid protein A]","Saa2","Mus musculus (Mouse)",122,"acute-phase response [GO:0006953]; response to stilbenoid [GO:0035634]","GO:0006953; GO:0034364; GO:0035634","high-density lipoprotein particle [GO:0034364]","","","high-density lipoprotein particle [GO:0034364]; acute-phase response [GO:0006953]; response to stilbenoid [GO:0035634]","SUBCELLULAR LOCATION: Secreted {ECO:0000250|UniProtKB:P0DJI8}.",FALSE
"P35459",3.73744147816666,11.9202769555625,3.3917348195077,0.00382600379551518,0.675494803812657,-4.48148953140648,"P35459","P35459","P35459","reviewed","LY6D_MOUSE","Lymphocyte antigen 6D (Ly-6D) (Thymocyte B-cell antigen) (ThB)","Ly6d Ly61 Thb","Mus musculus (Mouse)",127,"lymphocyte differentiation [GO:0030098]; response to stilbenoid [GO:0035634]","GO:0005886; GO:0009986; GO:0030098; GO:0035634; GO:0098552","cell surface [GO:0009986]; plasma membrane [GO:0005886]; side of membrane [GO:0098552]","","","cell surface [GO:0009986]; plasma membrane [GO:0005886]; side of membrane [GO:0098552]; lymphocyte differentiation [GO:0030098]; response to stilbenoid [GO:0035634]","SUBCELLULAR LOCATION: Cell membrane {ECO:0000250}; Lipid-anchor, GPI-anchor {ECO:0000250}.",FALSE
