"ProteinID","logFC","AveExpr","t","P.Value","adj.P.Val","B","UniprotID","From","Entry","Reviewed","Entry.Name","Protein.names","Gene.Names","Organism","Length","Gene.Ontology..biological.process.","Gene.Ontology.IDs","Gene.Ontology..cellular.component.","Gene.Ontology..molecular.function.","Interacts.with","Gene.Ontology..GO.","Subcellular.location..CC.","IsSelenoprotein"
"Q99KJ0",1.79100399266667,14.027394580625,3.3598355745373,0.00408968754263302,0.675494803812657,-4.48294341471664,"Q99KJ0","Q99KJ0","Q99KJ0","reviewed","UBX2A_MOUSE","UBX domain-containing protein 2A (UBX domain-containing protein 4)","Ubxn2a Ubxd4","Mus musculus (Mouse)",258,"cellular response to leukemia inhibitory factor [GO:1990830]; negative regulation of ERAD pathway [GO:1904293]; negative regulation of proteolysis [GO:0045861]; positive regulation of protein catabolic process [GO:0045732]; regulation of gene expression [GO:0010468]; regulation of protein catabolic process [GO:0042176]; regulation of protein ubiquitination [GO:0031396]","GO:0005634; GO:0005783; GO:0005794; GO:0005801; GO:0005829; GO:0010468; GO:0030425; GO:0031396; GO:0033130; GO:0042176; GO:0043204; GO:0045732; GO:0045861; GO:1904293; GO:1990830","cis-Golgi network [GO:0005801]; cytosol [GO:0005829]; dendrite [GO:0030425]; endoplasmic reticulum [GO:0005783]; Golgi apparatus [GO:0005794]; nucleus [GO:0005634]; perikaryon [GO:0043204]","acetylcholine receptor binding [GO:0033130]","","cis-Golgi network [GO:0005801]; cytosol [GO:0005829]; dendrite [GO:0030425]; endoplasmic reticulum [GO:0005783]; Golgi apparatus [GO:0005794]; nucleus [GO:0005634]; perikaryon [GO:0043204]; acetylcholine receptor binding [GO:0033130]; cellular response to leukemia inhibitory factor [GO:1990830]; negative regulation of ERAD pathway [GO:1904293]; negative regulation of proteolysis [GO:0045861]; positive regulation of protein catabolic process [GO:0045732]; regulation of gene expression [GO:0010468]; regulation of protein catabolic process [GO:0042176]; regulation of protein ubiquitination [GO:0031396]","SUBCELLULAR LOCATION: Golgi apparatus {ECO:0000269|PubMed:26265139}. Endoplasmic reticulum {ECO:0000269|PubMed:26265139}. Perikaryon {ECO:0000269|PubMed:26265139}. Cell projection, dendrite {ECO:0000269|PubMed:26265139}. Nucleus {ECO:0000250|UniProtKB:P68543}. Cytoplasm {ECO:0000250|UniProtKB:P68543}. Note=Expressed at the axon initial segment. {ECO:0000269|PubMed:26265139}.",FALSE
"Q14AI0",2.97853890533333,13.783222668125,3.33298617067458,0.00432557460671826,0.675494803812657,-4.48417420704644,"Q14AI0","Q14AI0","Q14AI0","reviewed","DCC1_MOUSE","Sister chromatid cohesion protein DCC1 (Defective in sister chromatid cohesion protein 1 homolog)","DSCC1 DCC1","Mus musculus (Mouse)",399,"DNA replication [GO:0006260]; maintenance of mitotic sister chromatid cohesion [GO:0034088]; positive regulation of DNA-directed DNA polymerase activity [GO:1900264]; post-translational protein acetylation [GO:0034421]; regulation of DNA replication [GO:0006275]","GO:0000775; GO:0000785; GO:0003677; GO:0003689; GO:0005654; GO:0006260; GO:0006275; GO:0017116; GO:0031390; GO:0034088; GO:0034421; GO:1900264","chromatin [GO:0000785]; chromosome, centromeric region [GO:0000775]; Ctf18 RFC-like complex [GO:0031390]; nucleoplasm [GO:0005654]","DNA binding [GO:0003677]; DNA clamp loader activity [GO:0003689]; single-stranded DNA helicase activity [GO:0017116]","","chromatin [GO:0000785]; chromosome, centromeric region [GO:0000775]; Ctf18 RFC-like complex [GO:0031390]; nucleoplasm [GO:0005654]; DNA binding [GO:0003677]; DNA clamp loader activity [GO:0003689]; single-stranded DNA helicase activity [GO:0017116]; DNA replication [GO:0006260]; maintenance of mitotic sister chromatid cohesion [GO:0034088]; positive regulation of DNA-directed DNA polymerase activity [GO:1900264]; post-translational protein acetylation [GO:0034421]; regulation of DNA replication [GO:0006275]","SUBCELLULAR LOCATION: Nucleus {ECO:0000250}.",FALSE
"Q99KG7",2.85222848,12.315465691875,3.30450004413463,0.00459062277574422,0.675494803812657,-4.48548700927895,"Q99KG7","Q99KG7","Q99KG7","reviewed","HPS4_MOUSE","BLOC-3 complex member HPS4 (Hermansky-Pudlak syndrome 4 protein homolog) (Light-ear protein) (Le protein)","Hps4 Le","Mus musculus (Mouse)",671,"blood coagulation [GO:0007596]; intracellular transport [GO:0046907]; lysosome organization [GO:0007040]; melanocyte differentiation [GO:0030318]; melanosome assembly [GO:1903232]; platelet dense granule organization [GO:0060155]; protein stabilization [GO:0050821]; protein targeting [GO:0006605]; vesicle-mediated transport [GO:0016192]","GO:0005085; GO:0005737; GO:0005764; GO:0006605; GO:0007040; GO:0007596; GO:0016020; GO:0016192; GO:0030318; GO:0031085; GO:0031267; GO:0031410; GO:0042470; GO:0042803; GO:0042827; GO:0046907; GO:0046983; GO:0050821; GO:0060155; GO:1903232","BLOC-3 complex [GO:0031085]; cytoplasm [GO:0005737]; cytoplasmic vesicle [GO:0031410]; lysosome [GO:0005764]; melanosome [GO:0042470]; membrane [GO:0016020]; platelet dense granule [GO:0042827]","guanyl-nucleotide exchange factor activity [GO:0005085]; protein dimerization activity [GO:0046983]; protein homodimerization activity [GO:0042803]; small GTPase binding [GO:0031267]","","BLOC-3 complex [GO:0031085]; cytoplasm [GO:0005737]; cytoplasmic vesicle [GO:0031410]; lysosome [GO:0005764]; melanosome [GO:0042470]; membrane [GO:0016020]; platelet dense granule [GO:0042827]; guanyl-nucleotide exchange factor activity [GO:0005085]; protein dimerization activity [GO:0046983]; protein homodimerization activity [GO:0042803]; small GTPase binding [GO:0031267]; blood coagulation [GO:0007596]; intracellular transport [GO:0046907]; lysosome organization [GO:0007040]; melanocyte differentiation [GO:0030318]; melanosome assembly [GO:1903232]; platelet dense granule organization [GO:0060155]; protein stabilization [GO:0050821]; protein targeting [GO:0006605]; vesicle-mediated transport [GO:0016192]","",FALSE
"Q9CZC8",2.94664211266667,13.726181130625,3.29085419249074,0.00472323723559001,0.675494803812657,-4.48611840928182,"Q9CZC8","Q9CZC8","Q9CZC8","reviewed","SCRN1_MOUSE","Secernin-1","Scrn1 Kiaa0193","Mus musculus (Mouse)",414,"exocytosis [GO:0006887]; proteolysis [GO:0006508]; regulation of synaptic vesicle cycle [GO:0098693]","GO:0005737; GO:0006508; GO:0006887; GO:0016805; GO:0031965; GO:0070004; GO:0098693; GO:0098793","cytoplasm [GO:0005737]; nuclear membrane [GO:0031965]; presynapse [GO:0098793]","cysteine-type exopeptidase activity [GO:0070004]; dipeptidase activity [GO:0016805]","","cytoplasm [GO:0005737]; nuclear membrane [GO:0031965]; presynapse [GO:0098793]; cysteine-type exopeptidase activity [GO:0070004]; dipeptidase activity [GO:0016805]; exocytosis [GO:0006887]; proteolysis [GO:0006508]; regulation of synaptic vesicle cycle [GO:0098693]","SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250}.",FALSE
"O88322",2.65606412516667,12.6776015728125,3.2810241520315,0.00482111548581286,0.675494803812657,-4.48657425436607,"O88322","O88322","O88322","reviewed","NID2_MOUSE","Nidogen-2 (NID-2) (Entactin-2)","Nid2","Mus musculus (Mouse)",1403,"cell-matrix adhesion [GO:0007160]","GO:0005509; GO:0005576; GO:0005604; GO:0005886; GO:0007160; GO:0009986; GO:0031012; GO:0062023","basement membrane [GO:0005604]; cell surface [GO:0009986]; collagen-containing extracellular matrix [GO:0062023]; extracellular matrix [GO:0031012]; extracellular region [GO:0005576]; plasma membrane [GO:0005886]","calcium ion binding [GO:0005509]","","basement membrane [GO:0005604]; cell surface [GO:0009986]; collagen-containing extracellular matrix [GO:0062023]; extracellular matrix [GO:0031012]; extracellular region [GO:0005576]; plasma membrane [GO:0005886]; calcium ion binding [GO:0005509]; cell-matrix adhesion [GO:0007160]","SUBCELLULAR LOCATION: Secreted, extracellular space, extracellular matrix, basement membrane.",FALSE
"Q9QYP6",2.57425813366667,13.875028963125,3.27827639395744,0.00484883278397903,0.675494803812657,-4.48670182503682,"Q9QYP6","Q9QYP6","Q9QYP6","reviewed","AZI2_MOUSE","5-azacytidine-induced protein 2 (NF-kappa-B-activating kinase-associated protein 1) (Nak-associated protein 1) (Nap1)","Azi2 Az2 Nap1 Tbkp2","Mus musculus (Mouse)",405,"dendritic cell differentiation [GO:0097028]; dendritic cell proliferation [GO:0044565]; mitotic cell cycle [GO:0000278]; negative regulation of canonical NF-kappaB signal transduction [GO:0043124]; T cell activation [GO:0042110]","GO:0000278; GO:0005737; GO:0042110; GO:0043124; GO:0044565; GO:0097028","cytoplasm [GO:0005737]","","O96018; Q86YT6; Q9NVV4; O75113; Q96EP0; Q13114; P40222","cytoplasm [GO:0005737]; dendritic cell differentiation [GO:0097028]; dendritic cell proliferation [GO:0044565]; mitotic cell cycle [GO:0000278]; negative regulation of canonical NF-kappaB signal transduction [GO:0043124]; T cell activation [GO:0042110]","SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:10580148}.",FALSE
"Q91XC8",1.898390811,13.1280011725,3.24974964036884,0.00514608200992993,0.675494803812657,-4.48803008466076,"Q91XC8","Q91XC8","Q91XC8","reviewed","DAP1_MOUSE","Death-associated protein 1 (DAP-1)","Dap","Mus musculus (Mouse)",102,"apoptotic process [GO:0006915]; apoptotic signaling pathway [GO:0097190]; autophagy [GO:0006914]; negative regulation of autophagy [GO:0010507]; regulation of translation [GO:0006417]","GO:0006417; GO:0006914; GO:0006915; GO:0010507; GO:0097190","","","","apoptotic process [GO:0006915]; apoptotic signaling pathway [GO:0097190]; autophagy [GO:0006914]; negative regulation of autophagy [GO:0010507]; regulation of translation [GO:0006417]","",FALSE
"Q7TNL3",3.405335245,12.228429155875,3.21119163020214,0.00557670366970736,0.675494803812657,-4.48983643206168,"Q7TNL3","Q7TNL3","Q7TNL3","reviewed","STK40_MOUSE","Serine/threonine-protein kinase 40 (EC 2.7.11.1) (Serine/threonine-protein kinase lyk4)","Stk40 Lyk4","Mus musculus (Mouse)",435,"glycogen metabolic process [GO:0005977]; lung alveolus development [GO:0048286]; lung development [GO:0030324]; lung morphogenesis [GO:0060425]; multicellular organism growth [GO:0035264]; negative regulation of apoptotic process [GO:0043066]; regulation of gene expression [GO:0010468]; regulation of MAPK cascade [GO:0043408]; respiratory system process [GO:0003016]","GO:0003016; GO:0004674; GO:0005524; GO:0005654; GO:0005829; GO:0005977; GO:0010468; GO:0030324; GO:0035264; GO:0043066; GO:0043408; GO:0048286; GO:0060425; GO:0106310","cytosol [GO:0005829]; nucleoplasm [GO:0005654]","ATP binding [GO:0005524]; protein serine kinase activity [GO:0106310]; protein serine/threonine kinase activity [GO:0004674]","Q8BP92","cytosol [GO:0005829]; nucleoplasm [GO:0005654]; ATP binding [GO:0005524]; protein serine kinase activity [GO:0106310]; protein serine/threonine kinase activity [GO:0004674]; glycogen metabolic process [GO:0005977]; lung alveolus development [GO:0048286]; lung development [GO:0030324]; lung morphogenesis [GO:0060425]; multicellular organism growth [GO:0035264]; negative regulation of apoptotic process [GO:0043066]; regulation of gene expression [GO:0010468]; regulation of MAPK cascade [GO:0043408]; respiratory system process [GO:0003016]","SUBCELLULAR LOCATION: Nucleus {ECO:0000250}. Cytoplasm {ECO:0000250}.",FALSE
"P30933",4.18765138966666,13.73284105125,3.14513494178558,0.00639869134482524,0.675494803812657,-4.49295975386531,"P30933","P30933","P30933","reviewed","SVS5_MOUSE","Seminal vesicle secretory protein 5 (SVS protein F) (Seminal vesicle secretory protein V) (SVS V)","Svs5 Svp5","Mus musculus (Mouse)",122,"","GO:0005576","extracellular region [GO:0005576]","","","extracellular region [GO:0005576]","SUBCELLULAR LOCATION: Secreted, extracellular space.",FALSE
"A3KGF7",2.66345520966667,13.532408873875,3.13874956206209,0.00648421705466789,0.675494803812657,-4.49326355205838,"A3KGF7","A3KGF7","A3KGF7","reviewed","PLCB2_MOUSE","1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase beta-2 (EC 3.1.4.11) (Phosphoinositide phospholipase C-beta-2) (Phospholipase C-beta-2) (PLC-beta-2)","Plcb2","Mus musculus (Mouse)",1181,"detection of chemical stimulus involved in sensory perception of bitter taste [GO:0001580]; intracellular signal transduction [GO:0035556]; lipid catabolic process [GO:0016042]; phosphatidylinositol metabolic process [GO:0046488]; phospholipase C-activating G protein-coupled receptor signaling pathway [GO:0007200]; sensory perception of bitter taste [GO:0050913]","GO:0001580; GO:0004435; GO:0005509; GO:0005543; GO:0005737; GO:0007200; GO:0016042; GO:0031680; GO:0031683; GO:0035556; GO:0046488; GO:0050913; GO:0098992","cytoplasm [GO:0005737]; G-protein beta/gamma-subunit complex [GO:0031680]; neuronal dense core vesicle [GO:0098992]","calcium ion binding [GO:0005509]; G-protein beta/gamma-subunit complex binding [GO:0031683]; phosphatidylinositol-4,5-bisphosphate phospholipase C activity [GO:0004435]; phospholipid binding [GO:0005543]","","cytoplasm [GO:0005737]; G-protein beta/gamma-subunit complex [GO:0031680]; neuronal dense core vesicle [GO:0098992]; calcium ion binding [GO:0005509]; G-protein beta/gamma-subunit complex binding [GO:0031683]; phosphatidylinositol-4,5-bisphosphate phospholipase C activity [GO:0004435]; phospholipid binding [GO:0005543]; detection of chemical stimulus involved in sensory perception of bitter taste [GO:0001580]; intracellular signal transduction [GO:0035556]; lipid catabolic process [GO:0016042]; phosphatidylinositol metabolic process [GO:0046488]; phospholipase C-activating G protein-coupled receptor signaling pathway [GO:0007200]; sensory perception of bitter taste [GO:0050913]","",FALSE
"P01654",3.0460859555,12.1556556291875,3.12213439173438,0.00671207481774177,0.675494803812657,-4.49405558037121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
