feature	s__Bifidobacterium_pseudolongum	s__GGB80032_SGB42945	s__Atopobiaceae_bacterium_FL090493	s__Coriobacteriaceae_bacterium	s__Parvibacter_caecicola	s__Adlercreutzia_caecimuris	s__Adlercreutzia_mucosicola	s__Adlercreutzia_muris	s__Eggerthellaceae_bacterium	s__Enterorhabdus_sp_P55	s__Bacteria_unclassified_SGB63107	s__bacterium_D16_63	s__bacterium_D16_76	s__GGB14001_SGB21428	s__GGB30048_SGB42949	s__GGB28904_SGB41597	s__Bacteroides_SGB40318	s__Bacteroidales_bacterium	s__GGB27849_SGB40283	s__Barnesiella_sp_CU968	s__Duncaniella_dubosii	s__Duncaniella_muris	s__GGB27919_SGB40357	s__GGB3583_SGB21441	s__GGB46159_SGB63927	s__GGB70852_SGB95305	s__Muribaculaceae_bacterium	s__Muribaculaceae_bacterium_Isolate_013_NCI	s__Muribaculaceae_bacterium_Isolate_110_HZI	s__Muribaculum_gordoncarteri	s__Muribaculum_intestinale	s__Paramuribaculum_intestinale	s__GGB1503_SGB2082	s__GGB24146_SGB35950	s__GGB27872_SGB40306	s__GGB24149_SGB35953	s__GGB27861_SGB40295	s__GGB75879_SGB103683	s__GGB27866_SGB40300	s__GGB27885_SGB40319	s__GGB27485_SGB39778	s__GGB75725_SGB102612	s__GGB27929_SGB40368	s__GGB27860_SGB40294	s__Lactobacillus_intestinalis	s__Lactobacillus_johnsonii	s__Ligilactobacillus_murinus	s__Limosilactobacillus_reuteri	s__GGB28981_SGB41694	s__GGB28772_SGB41425	s__GGB28778_SGB41431	s__GGB30298_SGB43262	s__GGB79760_SGB63182	s__GGB28967_SGB41417	s__GGB28330_SGB40904	s__Clostridiaceae_bacterium	s__Clostridium_SGB40327	s__GGB24132_SGB35935	s__Clostridiales_bacterium	s__Dorea_sp_5_2	s__GGB25041_SGB36960	s__GGB27873_SGB41457	s__GGB27876_SGB40310	s__GGB28766_SGB41418	s__GGB28988_SGB41701	s__GGB30861_SGB44083	s__GGB42598_SGB59794	s__GGB42646_SGB59844	s__Lachnospiraceae_bacterium	s__Lachnospiraceae_bacterium_MD308	s__Lachnospiraceae_unclassified_SGB41402	s__GGB28849_SGB41516	s__GGB28879_SGB43526	s__GGB30461_SGB63209	s__GGB30466_SGB63211	s__GGB45650_SGB63364	s__GGB75074_SGB102167	s__Neglectibacter_sp_X4	s__Hungateiclostridiaceae_bacterium_KB18	s__Faecalibaculum_rodentium	s__Turicibacter_sp_TS3	s__GGB24148_SGB35952	s__Parasutterella_sp_NM82_D38	s__Turicimonas_muris	s__GGB28310_SGB40880	s__GGB28317_SGB40889	s__Akkermansia_muciniphila
X73_SLC_SMT_NEG_197I	0.0258398196148707	0.00159377390138239	0.0000597738705482185	0.177320264870759	0	0.00353417092530997	0.000595256293371986	0.000919341727021944	0.000643859309424308	0.00106273368970319	0.000343291464186763	0.000113015077648544	0	0.00394455284310659	0.00304964327737976	0	0.00446958300441373	0.00312013071598253	0.00478210562376092	0.000374386942198732	0.00286823121343178	0.000517256291804147	0.0104437037275116	0.00455496491567769	0.00971642230585774	0.0250822919614531	0.0001388844249022	0.000728783934246913	0.00131548243850216	0.00711021622332093	0.0203468948813446	0.00300110558796192	0.0182270455925034	0.000681030164442817	0.000109552766021161	0.00145730656195591	0	0.00535404030862393	0	0	0	0	0.0000706834185061994	0.00276436186461029	0	0.000374648248736648	0.000109944725828035	0.000228839200579682	0	0.000214271361090882	0	0	0	0	0	0	0.000380396992570794	0.0170213772265603	0.00000293969855155173	0	0	0.0000289396990741648	0.00062726634426666	0	0	0.00161925128882917	0.000251115582936997	0	0	0.000404306540790081	0.00781045241830055	0	0	0.0000843366851122952	0	0	0.0000151557791991111	0	0	0.553458744793141	0.00000235175884124138	0.00110473871567314	0	0.00687386445977617	0.0471093225549613	0.0000169849249645211	0.0160067892664681
X72_SLC_SMT_NEG_137J	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
X71_SLC_SMT_NEG_101J	0.00722227931650205	0.0123016779380402	0.00561045565005929	0.139229121323847	0.000948152804830706	0.00815960159049955	0.000566316423344752	0.0110187413912322	0.000872098410535363	0.00189534289580957	0.00250534246018155	0	0.000436470392577861	0.0114574982292082	0.00298657904686996	0	0.00766717345528351	0.0116256121355857	0.0176738619097692	0.000814576257887936	0.00842145975819998	0.00236201843548891	0.286355986070493	0.00767367177378342	0.00201917196500246	0.031170628755637	0.00336456457294856	0.00163348472810915	0.00185165975478234	0.0184157532718432	0.0113653183778945	0.0104588029471559	0.0175851718961684	0.00765814801292251	0.000667882734713849	0.00225226905637917	0.00116921597305942	0.000888584885248119	0.00170929844394153	0.00127427212214143	0.000153191841674005	0.000283639568598296	0.00161170332721128	0.00183541395853254	0.0000790628750823421	0.000417577133235506	0.000053189940314148	0	0.00236189809625743	0.00837296304791355	0.000295553152514813	0.00000998815621283774	0.000291822636338934	0.00161964571648895	0.0000728052350453835	0.0000777391435360624	0.000823481361017454	0.0465031705777318	0.000304097237949891	0.000362341425986198	0	0	0.00453173477907281	0.00112420910048591	0.000228163182886028	0.00338321715382795	0.00290498904792654	0	0.00162289487573891	0.00125441614894724	0.0290258226329694	0	0.0000388695717680312	0	0	0.000427805967911303	0.000120459570711453	0.000301209096394372	0	0.0651233802038595	0	0.0101756447354835	0.000375819419911955	0.00236262013164631	0.130250972280821	0.000125634157665092	0.0198045883423536
X70_SLC_SMT_NEG_17J	0.0364623522346805	0.00136968271073782	0	0.140780760276734	0.0000259129161490939	0.0000551163613329933	0	0.00520191508789826	0.000407202968057189	0.000207303329192751	0	0	0	0.00332137774450687	0.00264640797624238	0	0.0248040078643644	0.0106115448211186	0.0194836337312131	0	0.00579503294642196	0.00335181513807882	0.134641044413916	0.00522947326856475	0.0154379282829197	0.125259746135685	0.00791043179967259	0.00187272233693372	0.00333371722838739	0.0138638214558946	0.0212132180551328	0.00183693783368021	0.02965918345522	0.00213925518875297	0	0.00300754353781229	0.000727206916692031	0.0102364245111508	0.00113276462023182	0.000464787226166287	0.000334811329291467	0	0.00113523251700792	0.00541785605580737	0	0	0	0	0	0.00054951834881253	0	0	0	0	0	0	0.000577899161737728	0.0148879986179778	0	0	0	0	0.00117842071058975	0	0	0.000920936813616209	0.00612079532086771	0	0.00104803349758557	0.000250080206645223	0	0	0	0	0	0	0	0	0	0.245758096758006	0	0.00421557900971529	0.000552397561717985	0.00113564383313727	0.0114572107830636	0	0.0719692171008794
X69_SLC_SMT_NEG_141I	0	0	0.154406253636893	0.148985054598417	0.0000285974041158904	0.00412137462291698	0.00987995063146869	0.00870021721357392	0.000262535029557589	0.00154444081848667	0.000175747337952719	0	0	0.0321139798410021	0	0	0.00430065138732704	0.000383078517792925	0.0000448870646882331	0.000036199245716317	0	0.00484888896370066	0	0	0.00311594057314628	0	0.0000630771856606824	0	0	0.0910030032704209	0.033581949752913	0	0	0.00313331621109011	0.00012669736000711	0.0012148466862396	0.00142326384345129	0	0.000575206014432277	0.00217657014680785	0	0	0	0.000993850291141483	0	0.0000544798648030571	0.000609323803519906	0.0000891406425764306	0	0	0	0	0	0	0	0	0.000137104643150551	0.00304634752325666	0.000142353533779417	0	0	0.000322082788760931	0.000307874584817276	0	0	0.00653034392722359	0	0	0	0.00746844737996194	0	0	0	0	0	0	0	0	0	0.198773949647211	0	0	0.00105937092588802	0.0111694582619982	0.0336241218741725	0.000893487882392995	0.228532535067567
X68_SLC_SMT_NEG_18I	0.0291596180624211	0.00335006167201785	0.000486889857646964	0.341412315363185	0	0	0	0.00625047731735615	0	0	0	0	0	0.0202187970451833	0.000460107776951299	0.0027121041404469	0	0	0	0	0	0	0	0	0.00601257711617669	0	0	0	0.00436819920846397	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00287112274457741	0	0	0	0.0001127776679294	0	0	0.000483123627549136	0	0	0	0.00077103099502753	0.00498460553447513	0	0	0	0.00000962481025000445	0.000841752426864519	0	0	0	0	0	0.00187411794368021	0	0	0	0.00267758036455015	0.0419587325798781	0.0000370345959619736	0	0	0.0000292929007608831	0.000473289582293697	0	0	0	0.390776920960431	0	0.000817062696223204	0.00328875581542543	0	0.0301323516026878	0	0.103429675591586
X67_SLC_SMT_NEG_88I	0.0465335819136276	0.00209487891898372	0.000235146723262988	0.167455267037831	0.000352779315807143	0.000687907819641397	0.000163240395292896	0.00846172818270794	0.00106603796606732	0.00160480234762907	0.000480007316202332	0.0000828048158996619	0.0000419354861637773	0.00345493913549877	0.00385143086484951	0	0.0200410162223993	0.00712571571673314	0.0223500741215641	0.00000947694602571238	0.0043649628776178	0.00284000380025536	0.154709366942375	0.00309351210644316	0.0186049035140279	0.0870271507395927	0.00529654667194533	0.00109837804438006	0.00405127596416672	0.0127159292536502	0.0065255881096549	0.00168144714861202	0.0168456269461797	0.0029951887914264	0	0.0032232278051701	0.00026393294681609	0.00589110657323346	0.000837998952323617	0.00101770554133619	0.000398742504031848	0.0000890832926416963	0.000435347208056162	0.00531005132003197	0.000199134328365281	0.0000159923464183896	0.00000829232777249833	0	0.000555941346233352	0.000476927308743975	0	0	0	0	0	0	0.00149877901396641	0.0164294705538256	0	0	0	0	0.00126481690895664	0	0	0.00170324412447116	0.00465353588410074	0	0.00173819036294097	0.000294851483224976	0.00123958454016318	0	0	0	0	0	0.00000308000745835652	0	0	0.265660357152926	0	0.00233393488248232	0.000853991298742007	0.000529405897361358	0.00564138904545593	0	0.0694892328862347
X66_SLC_SMT_NEG_193J	0.00433484995153839	0.0105649149300496	0.00657818949696261	0.146332615180744	0.000324877345175854	0.00803928828056504	0.0000900732896925329	0.0100967771964548	0.00118056092158792	0.00318995835688472	0.00167803014861763	0.000267836843681849	0.000420527928347801	0.00759807366367541	0.00417663227606102	0.000059626337561733	0.0152472302653555	0.00618886906076553	0.0146568230478915	0.000802597883021644	0.00738007754263232	0.0021226418442629	0.173597189003524	0.00337367947436341	0.00255029349746395	0.0448716837159458	0.00736768074030763	0.000678553805772681	0.0072680246463641	0.0354926281362896	0.0248299331110123	0.0292523972728455	0.0166838650116505	0.0045621753634925	0.00147405331527507	0.00224663521884387	0.000023576740617522	0.00119992934076188	0.00171653882495958	0.00223370603850523	0.000397762430418194	0.000541377737513099	0.00134286016183886	0.00250585260896662	0.00067675386105887	0.00261620696585703	0.000363309967515815	0.0000859156709169699	0	0.00190018388843628	0.000516077106183758	0.000446310235023091	0.00037248715042285	0.00165412384065815	0.00585296388530083	0.000418449118960019	0.000897361169503684	0.0284230283811226	0.000721777830238138	0.0000161995024242974	0.000276785864582909	0.00000798567020916067	0.00277406972265843	0.000356186242662563	0.000356794674678499	0.00338052433454269	0.000210492126179876	0.000291920610979318	0.0100060194207443	0.00201360575674036	0.0170815767394007	0.0000513364513446043	0.000101582795327323	0.000100822255307403	0.000199641755229017	0.000605136342516398	0.000628256759121968	0.000520488238299295	0.000372360393752863	0.223805075012569	0.0000491562366208335	0.00147058018251744	0.00195050628642099	0.000861945355909406	0.0620573023300715	0.000510170245362379	0.00945706163436602
X65_SLC_SMT_NEG_159J	0	0	0.0416371219225813	0	0	0	0	0	0	0	0	0	0	0.0656236418948283	0	0	0	0	0	0	0	0	0	0	0.154135882949442	0	0	0	0.0658142531469918	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000838689509519126	0	0.00630542022156652	0.0205021462826994	0	0	0	0	0	0	0	0	0	0	0.00165450566877864	0	0.42540619257836	0	0.00166975456895171	0.00134952766531714	0	0.105164040043612	0	0.109898823547352
X64_SLC_SMT_NEG_103J	0.00697168861326961	0.00936887664919341	0.0148109586818693	0.151702170683568	0.00130813199158644	0.00557611522667964	0.000759715262324912	0.0103057279710558	0.000843885782203619	0.00216284800475891	0.000891858617367649	0	0	0.0132351237328448	0.00375111227925772	0.00111674945372751	0.00655643284464521	0.00209008920476013	0.00690103771057349	0.00157641643793558	0.0174346366486584	0.00121807389648305	0.255605226015291	0.00284609747527691	0.00108673008869305	0.00769447932974099	0.00458903780012278	0.000165578967429788	0.0010061211883947	0.0227429035456722	0.0249503081382426	0.00739973713793775	0.0283279591643597	0.0038945946680665	0.00134941770427306	0.0012712801318468	0.000245388320475402	0.0000754481862125199	0.000377749733859794	0.000365683838954902	0	0.0000135923032964752	0.000535623973217784	0.00118689155362643	0.0000113390337660435	0.000399700940253032	0.00136104748249464	0.000332175540453965	0.000411912207385694	0.000853189604780885	0	0	0	0.000525375231160014	0	0.000493102596595121	0.000180188876320652	0.0354107848457593	0.0000714504499488508	0	0.00348980569984153	0.000331666737656771	0.00883870413451699	0.000582361144445771	0.00135843078239478	0.00271439023691748	0.00000806815864122323	0	0.000818518328457791	0	0.0163920270310935	0	0	0	0	0	0.000146389833364176	0	0	0.160522921347955	0.019520655431041	0.00333338518276124	0.00206443100655876	0.0104958021588648	0.0833344841968032	0	0.0216861928220137
X63_SLC_SMT_NEG_155J	0.0124113475177305	0	0	0.114827503305686	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.872761149176584	0	0	0	0	0	0	0
X61_SLC_SMT_NEG_137I	0	0	0.0499580583374519	0	0	0	0	0	0	0	0	0	0	0.140366664054084	0	0.00821149739184395	0	0	0	0	0	0	0	0	0.088757755968833	0	0	0	0.0569599517039327	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00978552426430437	0	0	0	0.000566001926401613	0.000035367023554049	0	0	0	0	0	0	0	0	0	0	0.000721850019205719	0.0093672088098867	0	0	0	0	0	0.0142176730182645	0	0	0	0.00580951942951566	0	0.00116270709303147	0	0	0.000350172398046134	0	0	0.00167818470007015	0.00706278164878991	0.376208227561534	0.00222268140335831	0.0092266475624283	0.0061416844419427	0	0.0428529139901193	0	0.168336927253401
X60_SLC_SMT_NEG_101I	0.014045444439919	0.0184423311048407	0.0156097388873482	0.279173637461921	0.0015207121145655	0.0124863383654498	0.000974376441881273	0.0249672289392916	0.0018244913513714	0.002462401806799	0.00474995544484721	0	0.000399504717917242	0.00997672236471512	0.00428378013439442	0	0.00398648636378848	0.00374003864819018	0.0105155348966074	0	0.00367103328782266	0.000933647714145554	0.112005817203763	0.00423656594045875	0.00154250328099735	0.0103297911446407	0.00230104340774411	0	0.00496916420240569	0.0279860837460468	0.00908587872748927	0.00914087548086489	0.0226931650709393	0.00752469730383605	0.0000197158172478639	0.00519174540238816	0.000120370252671169	0.000338281916989664	0.000420517628405097	0.000287176443334017	0.000202865382734599	0.000259418647998209	0.0000500677990636543	0.00279160407110873	0.0000920936200393642	0.000957773648409388	0.000197417591126637	0.0000830139673594269	0.00277603895222883	0.00649999364424312	0	0	0	0.00134093499150274	0	0.0000773067571034663	0.000408324951949181	0.0402420583520742	0.000199752358958621	0	0	0	0.00183460867864333	0.0015360178147974	0.0000692647790155218	0.00477408137911104	0.00148050222412578	0	0.00195108765159453	0.000806532576626432	0.0352422827492047	0	0	0	0	0.000229066666182419	0.000249041902078281	0.000154094676910936	0	0.178983561418532	0	0.00859064852846069	0	0	0.0335008053651927	0	0.0424629413975868
X59_SLC_SMT_NEG_17I	0.0338836299094343	0.00106153005961862	0	0.153709097528785	0	0	0	0.00433258999681427	0	0	0	0	0	0.00207072316024212	0.00247121467255268	0	0.0163507486460656	0.00273403722750649	0.0102705593228053	0	0.00176239020616211	0.000798707504664816	0.143768488599645	0.00128566877531516	0.0170880171119101	0.0824022664178765	0.00148363901151413	0	0.00242684203340463	0.00819642288262868	0.0128828562326492	0	0.0143187093250808	0.00117985709734674	0	0.000417557911982888	0	0.00696309106630865	0	0	0	0	0	0.00249738315205024	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0140831930096027	0	0	0	0	0	0	0	0.000184317116461111	0.00241318891366677	0	0	0	0.00489919446593547	0	0	0	0	0	0	0	0	0.388904564693032	0	0.00116506621763073	0	0.000587084148727984	0.00972898557320348	0	0.0536783780093751
X58_SLC_SMT_NEG_192J	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
