feature	s__Bifidobacterium_pseudolongum	s__GGB80032_SGB42945	s__Atopobiaceae_bacterium_FL090493	s__Coriobacteriaceae_bacterium	s__Parvibacter_caecicola	s__Adlercreutzia_caecimuris	s__Adlercreutzia_mucosicola	s__Adlercreutzia_muris	s__Eggerthellaceae_bacterium	s__Enterorhabdus_sp_P55	s__Bacteria_unclassified_SGB63107	s__bacterium_D16_63	s__bacterium_D16_76	s__GGB14001_SGB21428	s__GGB30048_SGB42949	s__GGB28904_SGB41597	s__Bacteroides_SGB40318	s__Bacteroidales_bacterium	s__GGB27849_SGB40283	s__Barnesiella_sp_CU968	s__Duncaniella_dubosii	s__Duncaniella_muris	s__GGB27919_SGB40357	s__GGB3583_SGB21441	s__GGB46159_SGB63927	s__GGB70852_SGB95305	s__Muribaculaceae_bacterium	s__Muribaculaceae_bacterium_Isolate_013_NCI	s__Muribaculaceae_bacterium_Isolate_110_HZI	s__Muribaculum_gordoncarteri	s__Muribaculum_intestinale	s__Paramuribaculum_intestinale	s__GGB1503_SGB2082	s__GGB24146_SGB35950	s__GGB27872_SGB40306	s__GGB24149_SGB35953	s__GGB27861_SGB40295	s__GGB75879_SGB103683	s__GGB27866_SGB40300	s__GGB27885_SGB40319	s__GGB27485_SGB39778	s__GGB75725_SGB102612	s__GGB27929_SGB40368	s__GGB27860_SGB40294	s__Lactobacillus_intestinalis	s__Lactobacillus_johnsonii	s__Ligilactobacillus_murinus	s__Limosilactobacillus_reuteri	s__GGB28981_SGB41694	s__GGB28772_SGB41425	s__GGB28778_SGB41431	s__GGB30298_SGB43262	s__GGB79760_SGB63182	s__GGB28967_SGB41417	s__GGB28330_SGB40904	s__Clostridiaceae_bacterium	s__Clostridium_SGB40327	s__GGB24132_SGB35935	s__Clostridiales_bacterium	s__Dorea_sp_5_2	s__GGB25041_SGB36960	s__GGB27873_SGB41457	s__GGB27876_SGB40310	s__GGB28766_SGB41418	s__GGB28988_SGB41701	s__GGB30861_SGB44083	s__GGB42598_SGB59794	s__GGB42646_SGB59844	s__Lachnospiraceae_bacterium	s__Lachnospiraceae_bacterium_MD308	s__Lachnospiraceae_unclassified_SGB41402	s__GGB28849_SGB41516	s__GGB28879_SGB43526	s__GGB30461_SGB63209	s__GGB30466_SGB63211	s__GGB45650_SGB63364	s__GGB75074_SGB102167	s__Neglectibacter_sp_X4	s__Hungateiclostridiaceae_bacterium_KB18	s__Faecalibaculum_rodentium	s__Turicibacter_sp_TS3	s__GGB24148_SGB35952	s__Parasutterella_sp_NM82_D38	s__Turicimonas_muris	s__GGB28310_SGB40880	s__GGB28317_SGB40889	s__Akkermansia_muciniphila
X83_SLC_SMT_NEG_143I	0.00302920653375331	0.000286706884722082	0.0548796523135268	0.156630937056964	0	0.00394864585372413	0	0.00470990206488276	0	0	0.000757301633438327	0	0	0.0328882456109131	0	0	0.0527580213665834	0.0378196040281329	0.0055245450752655	0	0	0.0218826558153054	0	0.00251313414125356	0.0547629922707778	0	0	0	0	0.0898578922496209	0.0523052222176085	0	0	0.00408310149621448	0	0.00493135841721981	0.000654482612710408	0	0	0	0	0	0.00376673527859011	0.0035433016373929	0	0	0	0	0	0	0	0	0	0.00177758268527691	0	0	0	0.0565326658006141	0	0.00273063591587031	0	0	0.00565900071775586	0	0	0.00404553300787159	0	0.00576972889392438	0	0.00814445281496729	0	0	0	0	0	0	0	0	0	0.202695835631932	0	0	0	0.00423930731616651	0.0205993953450666	0	0.0962722173119549
X82_SLC_SMT_NEG_16I	0.116819633006924	0.00521180876600565	0.011806117055831	0.245602427951718	0	0	0	0.0232473728094131	0	0	0	0	0	0.021032976902419	0.00524807415041242	0.000836311299536938	0	0	0	0	0	0	0	0	0.00872387473242453	0	0	0	0.00861003296050416	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0057617812043135	0	0	0.00235756533760865	0.0000649623407634273	0	0	0.00048406404403816	0	0	0	0.00221124239530657	0.00580813782612041	0	0	0	0	0	0.000475234211313034	0	0	0	0.000595698357777254	0.00234368988618346	0	0	0	0.00168523664582406	0.0261208526591041	0.0000895597319262785	0.000169028226452413	0	0.00096465922522002	0.000880775814331323	0	0	0	0.37566964820685	0	0.00304660764133724	0.00473468244768009	0	0.0583689785271082	0	0.0610289656355524
X81_SLC_SMT_NEG_89I	0.0074450855666219	0.00537419666487931	0.00163660722520897	0.139661579203254	0.00176190483634709	0.0168759389504391	0.00251931834347647	0.0174886700631725	0.00143752237457342	0.00291740988029896	0.00277499425491303	0	0.000218469633893356	0.00589742948394268	0.00903143305136811	0	0.00233320879131187	0.0000732400883570927	0.000416616511145469	0	0	0	0.197197022872481	0.0000218860456136456	0.00142587587172901	0.000480007878976421	0.00109273899170988	0	0.000453510130894186	0.0223165753966455	0.0201837020871471	0.00422838401255634	0.0140276264427203	0.00223222032369461	0	0.000328759670896406	0	0.0016107347927157	0.0000114120094985438	0.000154687443819303	0	0	0.000154374786024822	0.000539178366581884	0.0000558094163147964	0.000517683143211339	0.0000451790513024542	0.000545275193574257	0.000293429340120092	0.00164504898565995	0	0.000269198361047841	0.0000405673488338646	0	0	0	0.0000867625379683809	0.0195003884773096	0.000456011393250031	0	0	0	0.0024000393948821	0.000346346671835942	0	0.00890863670258584	0.0198241456234944	0.000320630568239909	0.000861997539383157	0.0001918937213625	0	0	0.0000179778231826375	0	0	0	0.00000594049809513239	0	0	0.238111109200425	0	0.000523545476857852	0.000102786249935514	0.0000342360284956314	0.184548920783458	0	0.0360241184222662
X80_SLC_SMT_NEG_194I	0	0	0	0.00610983660283721	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0190317898778033	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00358162835338733	0.600987873964137	0.0936139332365747	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.276674937965261	0	0	0	0	0	0	0
X79_SLC_SMT_NEG_141J	0	0	0.23218872765857	0.142370702039353	0	0	0.00207092932953663	0.00345913470428096	0	0	0	0	0	0.0401925281552514	0	0	0	0	0	0	0	0.00327423029985805	0	0	0	0	0	0	0	0.0533207408692783	0.0237843957750766	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000201972503292721	0	0	0	0	0	0	0	0.00425564598487198	0	0	0	0.0097117482569204	0	0	0	0	0	0	0	0	0	0.159441645592306	0	0	0	0	0.0619571988974008	0	0.263770399934003
X78_SLC_SMT_NEG_18J	0.0192903777709822	0.00531156032435738	0.000747589647565411	0.437287531391703	0	0	0	0.0111479264748958	0	0	0	0	0	0.0292773626360555	0.00120814997241842	0.00210213510661656	0	0	0	0	0	0	0	0	0.00905334966255314	0	0	0	0.00430736039087037	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000455604066312757	0	0	0	0.000115356917524389	0	0	0.000342725278058495	0	0	0	0.000471649953336826	0.00398427428727763	0	0	0	0.0000752731765800924	0.000997880703848188	0	0	0	0	0.00005681111351765	0.00449006047131045	0	0	0	0.00206130792689122	0.033788487206162	0.000102718458246743	0	0	0.000252273559698878	0.000451453199785295	0	0	0.000102408692087978	0.250938653414292	0	0.00269192987290666	0.00691701637200884	0	0.0434152759818224	0	0.128555495970314
X77_SLC_SMT_NEG_88J	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
X76_SLC_SMT_NEG_142I	0.00804410984723677	0.0020134266833098	0.0680662338684344	0.232553021195682	0.00132309068353501	0.0160479127732633	0.000543183747737534	0.0124586774083545	0.000886112474224364	0.00402237481981847	0.0017491924220429	0	0	0.010430535499841	0.00198847477970348	0	0.0119135742834165	0.000822773026608326	0.00608954406474187	0	0	0	0	0.00300190594156008	0.00709337834059604	0	0	0	0	0.0177286474084889	0.00378053329255723	0	0	0.00255149209184604	0	0.00161739518760952	0	0	0	0	0	0.00107549102467231	0.000767111087794233	0.000204093775651677	0	0	0	0.000174663325244225	0	0	0	0	0	0	0	0	0	0.0439972437743401	0	0.000264874053667066	0	0	0.0000940494828238133	0.00105501766786713	0	0.00290273811953497	0	0	0	0.00199935125050624	0	0	0	0	0	0	0	0	0	0.314377990629601	0	0.00124375642591492	0	0.00616631915276131	0.0284592455440059	0	0.182492464845007
X75_SLC_SMT_NEG_15I	0.0245459580794683	0.00214304348053583	0	0.232463034929292	0	0	0	0.0103788485271154	0	0	0	0	0	0.104282573775038	0	0	0	0	0	0	0	0	0	0	0.0957642188729849	0	0	0	0.046512340626558	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0252157058850351	0	0	0	0	0	0	0.00172295612927628	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00022648837621289	0	0	0	0.000785608196038771	0.0533712757424969	0	0	0	0	0	0	0	0	0.167564024078032	0	0.0125375892218442	0.00776638359357072	0	0.00932040779867501	0	0.205399542687827
X74_SLC_SMT_NEG_91I	0.0916850763453217	0.00672681605271699	0.00247615412923913	0.138254150002109	0.000603045391877334	0.00383930935717048	0.000283857162086656	0.0115647550872592	0.00142650942570769	0.00174257772827868	0.00217383037090622	0	0.000154394236195861	0.00450885698149627	0.00626978887621149	0	0.0316684980077297	0.0319909748094547	0.0287316065182644	0.000971477878324694	0.0185935576088799	0.00224825890493984	0.0756151463528346	0.00422544953864849	0.0228367148425591	0.0405092474502254	0.0027737839430163	0.00213138811773751	0.0133052247566056	0.014206546433666	0.0279615747515027	0.01350414119745	0.0232814871698052	0.00284621684792741	0.000320677924769448	0.00459798571315057	0.000326074555635934	0.0154889770582195	0.000527492559746536	0.000599110348537188	0.000240993297131497	0.000248048267691329	0.00166828973150721	0.00755359676593404	0.00163166572099143	0.00225298095694801	0.000499553752031501	0.00274238791865242	0.000645740612117915	0.000519650580518674	0.0000380293831372656	0.000218844624616962	0.0000838164231451042	0.0000845753243607037	0	0.000148013844494339	0.00108365472097128	0.022383707031751	0.00011526866241384	0	0	0.00000396315079257535	0.00128847372682586	0.000236327460028181	0.000109394204856051	0.00436199554255155	0.00354668266992578	0.000762077357724081	0.000133988225731962	0.000153354260455965	0.000362136417103126	0	0.00000486258927032295	0.000915262973465469	0.0000742879967714656	0.0000369050850400811	0.000581936695102695	0.000172945154799405	0.0000356964645856078	0.168300988541913	0.00000401936569743457	0.00886261704048595	0.000916752668444238	0.00147817092327332	0.0694234399794726	0.000418941578463373	0.0446852278725978
