feature	s__Bifidobacterium_pseudolongum	s__GGB80032_SGB42945	s__Atopobiaceae_bacterium_FL090493	s__Coriobacteriaceae_bacterium	s__Parvibacter_caecicola	s__Adlercreutzia_caecimuris	s__Adlercreutzia_mucosicola	s__Adlercreutzia_muris	s__Eggerthellaceae_bacterium	s__Enterorhabdus_sp_P55	s__Bacteria_unclassified_SGB63107	s__bacterium_D16_63	s__bacterium_D16_76	s__GGB14001_SGB21428	s__GGB30048_SGB42949	s__GGB28904_SGB41597	s__Bacteroides_SGB40318	s__Bacteroidales_bacterium	s__GGB27849_SGB40283	s__Barnesiella_sp_CU968	s__Duncaniella_dubosii	s__Duncaniella_muris	s__GGB27919_SGB40357	s__GGB3583_SGB21441	s__GGB46159_SGB63927	s__GGB70852_SGB95305	s__Muribaculaceae_bacterium	s__Muribaculaceae_bacterium_Isolate_013_NCI	s__Muribaculaceae_bacterium_Isolate_110_HZI	s__Muribaculum_gordoncarteri	s__Muribaculum_intestinale	s__Paramuribaculum_intestinale	s__GGB1503_SGB2082	s__GGB24146_SGB35950	s__GGB27872_SGB40306	s__GGB24149_SGB35953	s__GGB27861_SGB40295	s__GGB75879_SGB103683	s__GGB27866_SGB40300	s__GGB27885_SGB40319	s__GGB27485_SGB39778	s__GGB75725_SGB102612	s__GGB27929_SGB40368	s__GGB27860_SGB40294	s__Lactobacillus_intestinalis	s__Lactobacillus_johnsonii	s__Ligilactobacillus_murinus	s__Limosilactobacillus_reuteri	s__GGB28981_SGB41694	s__GGB28772_SGB41425	s__GGB28778_SGB41431	s__GGB30298_SGB43262	s__GGB79760_SGB63182	s__GGB28967_SGB41417	s__GGB28330_SGB40904	s__Clostridiaceae_bacterium	s__Clostridium_SGB40327	s__GGB24132_SGB35935	s__Clostridiales_bacterium	s__Dorea_sp_5_2	s__GGB25041_SGB36960	s__GGB27873_SGB41457	s__GGB27876_SGB40310	s__GGB28766_SGB41418	s__GGB28988_SGB41701	s__GGB30861_SGB44083	s__GGB42598_SGB59794	s__GGB42646_SGB59844	s__Lachnospiraceae_bacterium	s__Lachnospiraceae_bacterium_MD308	s__Lachnospiraceae_unclassified_SGB41402	s__GGB28849_SGB41516	s__GGB28879_SGB43526	s__GGB30461_SGB63209	s__GGB30466_SGB63211	s__GGB45650_SGB63364	s__GGB75074_SGB102167	s__Neglectibacter_sp_X4	s__Hungateiclostridiaceae_bacterium_KB18	s__Faecalibaculum_rodentium	s__Turicibacter_sp_TS3	s__GGB24148_SGB35952	s__Parasutterella_sp_NM82_D38	s__Turicimonas_muris	s__GGB28310_SGB40880	s__GGB28317_SGB40889	s__Akkermansia_muciniphila
X32_SLC_SMT_NEG_89J	0	0	0	271059	0	0	0	2398	0	0	0	0	0	2407	0	0	0	0	0	0	0	0	187393	0	0	1429	0	0	0	20466	35623	0	13862	575	0	0	0	0	0	0	0	0	0	0	0	173	4414	3075	0	433	0	0	0	0	0	0	0	0	0	0	0	71	0	0	0	0	9825	0	1024	0	0	0	68	0	0	0	0	0	0	508211	9934	0	0	0	19598	0	0
X31_SLC_SMT_NEG_194J	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
X30_SLC_SMT_NEG_109I	331725	110857	121687	1875621	6565	163339	6490	208164	19443	34397	41214	19897	1695	27442	64644	0	47425	1693	13096	0	15196	982	550076	2125	4059	63514	26659	0	45496	436559	38211	141004	235056	5870	0	1385	0	8148	1717	2200	3032	335	0	827	15077	37311	5028	8423	0	4216	98	2014	427	11831	1567	0	0	279233	664	0	5865	0	14172	4356	5435	47905	58795	0	20728	13222	0	0	3554	3738	2142	0	7648	4498	73	3810698	0	586	8528	0	737611	14931	26148
X29_SLC_SMT_NEG_75I	289	0	0	3006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2633	0	0	0	0	0	0	0
X28_SLC_SMT_NEG_90I	161180	11311	6680	542797	976	5451	0	31462	1377	1379	2150	0	0	77	11973	0	602	0	0	0	0	0	36690	0	890	2233	0	0	0	21057	27058	3771	28185	159	0	0	0	1159	0	0	0	0	0	0	1572	5572	0	1460	0	79	0	0	0	0	0	0	0	2203	0	0	0	0	0	0	0	1554	3492	0	0	0	0	0	0	0	0	0	0	0	0	623397	640	0	0	0	50715	0	7058
X27_SLC_SMT_NEG_152I	136041	6227	0	1591187	0	10471	3680	7472	1554	1287	0	64	0	116	15330	0	0	0	0	0	0	0	379	0	0	144	0	0	0	21559	68847	0	67761	0	0	0	0	587	0	0	0	0	0	67	0	2262	2076	1714	0	0	0	0	0	0	0	0	0	657	0	0	0	0	0	0	0	3506	0	0	0	1136	25176	0	0	0	0	0	0	0	0	11554324	0	0	0	1458	42118	0	27019
X26_SLC_SMT_NEG_142J	277457	77960	2214433	4178233	26997	341017	41138	216342	27036	86088	84441	0	2226	358628	83337	0	671423	189913	523798	16354	0	197635	0	157787	466581	0	25391	12173	0	541453	1823164	0	0	128757	18917	48954	15652	0	14428	14581	1062	7367	61799	63164	0	13457	26391	9293	0	0	0	0	0	4820	41982	2257	22149	1730915	14595	60072	0	25415	127305	46648	0	87115	0	18065	9420	76603	651	1555	6826	9194	22255	17168	16729	18585	4069	15853529	0	15207	20133	172741	1256482	4856	4647489
X25_SLC_SMT_NEG_15J	1963	0	0	34255	0	0	0	1386	0	0	0	0	0	8772	0	0	0	0	0	0	0	0	0	0	8470	0	0	0	5719	0	0	0	0	0	0	0	0	0	0	0	0	0	2188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15087	0	0	0	0	0	0	0	0	16419	0	639	0	0	0	0	12845
X24_SLC_SMT_NEG_91J	1007071	66801	32887	1716112	6647	38746	1253	98310	12403	15593	23752	0	1318	37108	81142	0	178210	60555	139824	2479	111710	14606	554749	18961	113168	385945	14068	11146	73894	102006	75741	111055	164143	13907	2190	12568	0	41362	793	755	1203	486	508	41457	7259	13656	3579	3477	12824	24198	0	4303	399	1075	0	0	3753	149547	584	0	0	0	16493	109	2102	28764	29148	3445	0	695	0	0	0	4832	0	731	4995	1163	0	1637184	2646	9698	2688	1193	672567	1405	155156
X23_SLC_SMT_NEG_197J	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
