"","pathway","pval","padj","log2err","ES","NES","size"
"1","CUI_B_CELL_41BBL_RESPONSE_UP",0.204954954954955,0.439430170911652,0.144630528034484,-0.50269754792573,-1.24628707221602,12
"2","CUI_B_CELL_CD40L_RESPONSE_UP",2.13394698169398e-05,0.000483385381505462,0.575610261071129,0.422874488442402,1.74499134160837,194
"3","CUI_B_CELL_EGF_RESPONSE_DN",0.775438596491228,0.937351026769344,0.0513223330421143,0.308496813467554,0.78692524163747,15
"4","CUI_B_CELL_GM_CSF_RESPONSE_UP",0.793165467625899,0.937898844429113,0.0514264916187015,0.318732477333809,0.776607108785938,13
"5","CUI_B_CELL_IFNA1_RESPONSE_DN",5.62345713571005e-12,2.92982116770494e-09,0.887074988399873,0.54555271163968,2.23733385197195,177
"6","CUI_B_CELL_IFNA1_RESPONSE_UP",3.51812734095978e-08,3.05490724106674e-06,0.719512826338911,0.376558140934458,1.69474569752914,493
"7","CUI_B_CELL_IFNB_RESPONSE_DN",1.59397393348222e-10,4.1523020967212e-08,0.826657301178302,0.531892776905776,2.16566494459901,170
"8","CUI_B_CELL_IFNB_RESPONSE_UP",2.53361714487054e-07,1.3827120761257e-05,0.674962860011025,0.381175270717055,1.69515717256545,415
"9","CUI_B_CELL_IFNE_RESPONSE_UP",0.217687074829932,0.451514322203977,0.119348440591015,0.381134675067324,1.1758408558203,35
"10","CUI_B_CELL_IFNG_RESPONSE_UP",0.0888529886914378,0.267239595050619,0.190023305279108,0.322797965682692,1.2481220982241,109
"11","CUI_B_CELL_IFNK_RESPONSE_UP",0.24406779661017,0.472711234326759,0.11146266692298,0.315767200653973,1.11472219601957,68
"12","CUI_B_CELL_IL10_RESPONSE_UP",0.239130434782609,0.470886660509302,0.111918316325105,0.388537096465523,1.1622150712503,30
"13","CUI_B_CELL_IL12_RESPONSE_UP",0.996575342465753,1,0.0387166740042594,0.181591382340418,0.520588735245552,25
"14","CUI_B_CELL_IL15_RESPONSE_UP",0.21474358974359,0.447525641025641,0.116234148779716,0.298212222160112,1.13591456060213,101
"15","CUI_B_CELL_IL17E_RESPONSE_UP",0.181660899653979,0.412528212528212,0.133554954557592,0.477723271825464,1.2440997843128,16
"16","CUI_B_CELL_IL18_RESPONSE_UP",0.955223880597015,0.997240073193663,0.0391956336118146,0.196943226954468,0.730718736463995,87
"17","CUI_B_CELL_IL1A_RESPONSE_DN",0.0225942688002247,0.107206364781261,0.352487857583619,0.522650293688302,1.5237809993662,27
"18","CUI_B_CELL_IL1A_RESPONSE_UP",0.0127987597315904,0.0724799328278111,0.380730400722792,0.460617970169143,1.55591138595997,53
"19","CUI_B_CELL_IL21_RESPONSE_UP",8.43742921308572e-06,0.000258582389412804,0.593325476396405,0.443934919893199,1.81052092886308,172
"20","CUI_B_CELL_IL23_RESPONSE_UP",0.00540359323503189,0.0370430536243633,0.407017918923954,0.554418960342288,1.68203099990307,32
"21","CUI_B_CELL_IL27_RESPONSE_UP",0.0443686006825939,0.166453674121406,0.282013350011725,0.656595540854431,1.5081753796904,10
"22","CUI_B_CELL_IL2_RESPONSE_UP",0.944244604316547,0.99384129060388,0.0434506826723125,0.255967606124065,0.623677462045008,13
"23","CUI_B_CELL_IL33_RESPONSE_UP",0.124125874125874,0.32497276592754,0.165656695205483,0.471583701369191,1.30915332982509,21
"24","CUI_B_CELL_IL36A_RESPONSE_UP",0.794258373205742,0.937898844429113,0.0647943366000727,-0.267291300925661,-0.793140173644003,25
"25","CUI_B_CELL_IL4_RESPONSE_DN",1.13616140055552e-05,0.000311547415626013,0.593325476396405,0.585630447496647,2.04354474153989,60
"26","CUI_B_CELL_IL5_RESPONSE_UP",0.052991452991453,0.186544236544237,0.257206466468838,0.435233872670219,1.37949160071268,40
"27","CUI_B_CELL_IL7_RESPONSE_UP",0.0203435758329413,0.0999905944241739,0.352487857583619,0.536042570548831,1.57287389077461,28
"28","CUI_B_CELL_LTA1_B2_RESPONSE_DN",0.783908045977011,0.937898844429113,0.0635007968065945,-0.294863263757868,-0.75515087527033,14
"29","CUI_B_CELL_TNFA_RESPONSE_UP",0.0904436860068259,0.267733865963388,0.193813302725311,0.603335874498367,1.38583991968375,10
"30","CUI_CDC1_C5A_RESPONSE_DN",0.0781609195402299,0.248303896832072,0.245041785430996,-0.618704444016134,-1.47933816356892,11
"31","CUI_CDC1_EGF_RESPONSE_DN",0.699052132701422,0.879009051538351,0.070619624712259,-0.299759269614725,-0.831807210039168,19
"32","CUI_CDC1_FLT3L_RESPONSE_DN",0.423469387755102,0.666548492508786,0.0793434960134973,0.331040699225539,1.02129563262632,35
"33","CUI_CDC1_FLT3L_RESPONSE_UP",0.00102605342637752,0.00971952427532156,0.45505986738723,0.430179861854479,1.64049299410628,102
"34","CUI_CDC1_GM_CSF_RESPONSE_DN",0.00461412310324183,0.0338585653068872,0.407017918923954,0.432565425516077,1.58795943395069,82
