"","pathway","pval","padj","log2err","ES","NES","size"
"1","REACTOME_ABC_FAMILY_PROTEINS_MEDIATED_TRANSPORT",0.790588235294118,0.964662709120345,0.0642140881844605,-0.225052323604009,-0.856203286593345,78
"2","REACTOME_ABC_TRANSPORTERS_IN_LIPID_HOMEOSTASIS",0.384105960264901,0.741917122040073,0.0995791200495904,-0.392834011674168,-1.06142751518354,16
"3","REACTOME_ACETYLCHOLINE_NEUROTRANSMITTER_RELEASE_CYCLE",0.554083885209713,0.83471213127871,0.0789209638180035,-0.35003365188174,-0.945782030848243,16
"4","REACTOME_ACTIVATED_TAK1_MEDIATES_P38_MAPK_ACTIVATION",0.606115107913669,0.866498125363046,0.0640703750499722,0.325845454403169,0.887826233346928,20
"5","REACTOME_ACTIVATION_OF_APC_C_AND_APC_C_CDC20_MEDIATED_DEGRADATION_OF_MITOTIC_PROTEINS",0.00388601465729754,0.0934201637576875,0.431707695803346,0.493395804194803,1.67623839945004,58
"6","REACTOME_ACTIVATION_OF_ATR_IN_RESPONSE_TO_REPLICATION_STRESS",0.178200692041523,0.542172693760318,0.135002033828631,0.392103714260623,1.22183455205831,35
"7","REACTOME_ACTIVATION_OF_BAD_AND_TRANSLOCATION_TO_MITOCHONDRIA",0.166051660516605,0.525830258302583,0.14551614609036,0.584363711862258,1.32069007356971,10
"8","REACTOME_ACTIVATION_OF_BH3_ONLY_PROTEINS",0.39344262295082,0.744502199120352,0.0870515867946735,0.40811385595507,1.05096685352628,16
"9","REACTOME_ACTIVATION_OF_G_PROTEIN_GATED_POTASSIUM_CHANNELS",0.751740139211137,0.942624176589272,0.065981614400873,-0.268536947445715,-0.823426698574031,27
"10","REACTOME_ACTIVATION_OF_IRF3_IRF7_MEDIATED_BY_TBK1_IKK_IKBKE",0.142222222222222,0.490774907749077,0.175204047558551,-0.49769794541017,-1.32367343053609,15
"11","REACTOME_ACTIVATION_OF_KAINATE_RECEPTORS_UPON_GLUTAMATE_BINDING",0.481283422459893,0.803001552527169,0.0751181635276301,0.321050446970329,0.975819141897173,32
"12","REACTOME_ACTIVATION_OF_MATRIX_METALLOPROTEINASES",0.0921052631578947,0.400700934579439,0.219250346703755,-0.456540068267131,-1.35447626730448,22
"13","REACTOME_ACTIVATION_OF_NF_KAPPAB_IN_B_CELLS",0.0493827160493827,0.3244656133829,0.271288554688953,0.441573838107759,1.45388995109427,45
"14","REACTOME_ACTIVATION_OF_NMDA_RECEPTORS_AND_POSTSYNAPTIC_EVENTS",0.100706713780919,0.421852783550257,0.186432558434075,0.436300445979337,1.33632261648482,33
"15","REACTOME_ACTIVATION_OF_SMO",0.698884758364312,0.915136019742862,0.0588438169595807,0.337987985917153,0.827568617845954,13
"16","REACTOME_ACTIVATION_OF_THE_AP_1_FAMILY_OF_TRANSCRIPTION_FACTORS",0.528260869565217,0.819684782608696,0.0806388495950661,-0.395453978786479,-0.948628402177397,10
"17","REACTOME_ACTIVATION_OF_THE_MRNA_UPON_BINDING_OF_THE_CAP_BINDING_COMPLEX_AND_EIFS_AND_SUBSEQUENT_BINDING_TO_43S",0.0263450498197508,0.22922655497372,0.352487857583619,0.436057846695823,1.47253595890596,56
"18","REACTOME_ACTIVATION_OF_THE_PRE_REPLICATIVE_COMPLEX",0.623885918003565,0.870410206344216,0.062249042949858,0.291852798824592,0.88707413553491,32
"19","REACTOME_ACYL_CHAIN_REMODELLING_OF_PC",0.9490022172949,1,0.052805004567129,-0.211928387683066,-0.633759085985765,23
"20","REACTOME_ACYL_CHAIN_REMODELLING_OF_PE",0.831501831501832,0.98121353880022,0.0500922874402106,0.262456733901302,0.731891261305766,22
"21","REACTOME_ACYL_CHAIN_REMODELLING_OF_PG",0.582589285714286,0.855505717665615,0.0768736734126542,-0.350893855947431,-0.917365747104392,14
"22","REACTOME_ACYL_CHAIN_REMODELLING_OF_PI",0.317843866171004,0.692288938281437,0.100633389423036,0.451998927780389,1.10672610718997,13
"23","REACTOME_ACYL_CHAIN_REMODELLING_OF_PS",0.497767857142857,0.807729246364179,0.0852884689790502,-0.352536543911156,-0.980314945231156,18
"24","REACTOME_ADENYLATE_CYCLASE_ACTIVATING_PATHWAY",0.921739130434783,1,0.0532386494755899,-0.270366227508326,-0.648563666475173,10
"25","REACTOME_ADENYLATE_CYCLASE_INHIBITORY_PATHWAY",0.763392857142857,0.953134666941637,0.0633597010643758,-0.296097550624207,-0.774108027656232,14
"26","REACTOME_ADHERENS_JUNCTIONS_INTERACTIONS",0.527522935779816,0.819684782608696,0.0835990603684159,-0.289758980594522,-0.952046353743845,36
"27","REACTOME_ADP_SIGNALLING_THROUGH_P2Y_PURINOCEPTOR_1",0.976950354609929,1,0.0412376090540065,0.197786383284885,0.568994318570679,25
"28","REACTOME_ADP_SIGNALLING_THROUGH_P2Y_PURINOCEPTOR_12",0.763736263736264,0.953134666941637,0.0540088272801684,0.285733667666574,0.796801710199799,22
"29","REACTOME_ADRENALINE_NORADRENALINE_INHIBITS_INSULIN_SECRETION",0.776769509981851,0.96035956380784,0.052805004567129,0.279738761758645,0.788917698087009,23
"30","REACTOME_AEROBIC_RESPIRATION_AND_RESPIRATORY_ELECTRON_TRANSPORT",0.00137450318457933,0.053319269368473,0.45505986738723,0.374242691649063,1.55418535517182,213
"31","REACTOME_AFLATOXIN_ACTIVATION_AND_DETOXIFICATION",0.000134548484643435,0.0125264639203038,0.518848077743792,-0.764057150347226,-2.08685886651584,17
"32","REACTOME_AGGREPHAGY",0.377659574468085,0.737539144050104,0.0878312634480124,0.370682539774473,1.06638412423583,25
"33","REACTOME_AKT_PHOSPHORYLATES_TARGETS_IN_THE_CYTOSOL",0.501865671641791,0.807729246364179,0.0753093764172773,0.41612114239234,0.965887191944434,11
"34","REACTOME_AKT_PHOSPHORYLATES_TARGETS_IN_THE_NUCLEUS",0.116236162361624,0.451872930069664,0.176694268938498,0.614254005328454,1.38824357334314,10
"35","REACTOME_ALPHA_LINOLENIC_OMEGA3_AND_LINOLEIC_OMEGA6_ACID_METABOLISM",0.665263157894737,0.894618834080718,0.0672065093710464,-0.333493535648681,-0.848039361867114,12
"36","REACTOME_AMINE_LIGAND_BINDING_RECEPTORS",0.181818181818182,0.544285296696872,0.153158808683073,-0.40929418857384,-1.22396963278823,23
"37","REACTOME_AMINO_ACIDS_REGULATE_MTORC1",0.459821428571429,0.796962095875139,0.0897104652742981,-0.285327391992463,-1.00917316561482,51
"38","REACTOME_AMINO_ACID_TRANSPORT_ACROSS_THE_PLASMA_MEMBRANE",0.507017543859649,0.809662664379646,0.0716527366829457,0.318813389902614,0.951997743390052,29
"39","REACTOME_AMPLIFICATION_OF_SIGNAL_FROM_THE_KINETOCHORES",0.00194210321002525,0.0649535290793459,0.45505986738723,0.437913607746489,1.62187880963428,91
"40","REACTOME_ANCHORING_OF_THE_BASAL_BODY_TO_THE_PLASMA_MEMBRANE",0.111675126903553,0.440548911640712,0.172324344900946,0.335696228747684,1.23982090217974,90
"41","REACTOME_ANTIGEN_ACTIVATES_B_CELL_RECEPTOR_BCR_LEADING_TO_GENERATION_OF_SECOND_MESSENGERS",0.00128951423519326,0.0521972936071706,0.45505986738723,0.663285319062161,1.87059356307906,23
"42","REACTOME_ANTIGEN_PRESENTATION_FOLDING_ASSEMBLY_AND_PEPTIDE_LOADING_OF_CLASS_I_MHC",0.81260945709282,0.971088022035889,0.0490939668192139,0.260487094131005,0.75951725674664,26
"43","REACTOME_ANTIGEN_PROCESSING_CROSS_PRESENTATION",0.540350877192982,0.825720620842572,0.0684714904492087,0.274061672944653,0.958642201781031,63
"44","REACTOME_ANTIGEN_PROCESSING_UBIQUITINATION_PROTEASOME_DEGRADATION",0.427934621099554,0.76618449539342,0.0718276293603809,0.238136074013356,1.01331739541236,259
"45","REACTOME_ANTIGEN_PROCESSING_UB_ATP_INDEPENDENT_PROTEASOMAL_DEGRADATION",0.320072332730561,0.692288938281437,0.0985499803531691,0.431692081798973,1.12449338294676,17
"46","REACTOME_ANTIMICROBIAL_PEPTIDES",0.540603248259861,0.825720620842572,0.0828962134571565,-0.304370384739877,-0.926269519739174,26
