"","pathway","pval","padj","log2err","ES","NES","size"
"1","REACTOME_ABC_FAMILY_PROTEINS_MEDIATED_TRANSPORT",0.808673469387755,0.969779143692187,0.0670512579829467,-0.225052323604009,-0.859693786763193,78
"2","REACTOME_ABC_TRANSPORTERS_IN_LIPID_HOMEOSTASIS",0.379014989293362,0.728193832599119,0.0985499803531691,-0.392834011674168,-1.05845951753393,16
"3","REACTOME_ACETYLCHOLINE_NEUROTRANSMITTER_RELEASE_CYCLE",0.522483940042827,0.821769718155997,0.080419996876154,-0.35003365188174,-0.943137404809775,16
"4","REACTOME_ACTIVATED_TAK1_MEDIATES_P38_MAPK_ACTIVATION",0.597845601436266,0.852364862078351,0.0646484568421928,0.325845454403169,0.89810324624028,20
"5","REACTOME_ACTIVATION_OF_APC_C_AND_APC_C_CDC20_MEDIATED_DEGRADATION_OF_MITOTIC_PROTEINS",0.00207602796045226,0.0603994384744079,0.431707695803346,0.493395804194803,1.70433671390485,58
"6","REACTOME_ACTIVATION_OF_ATR_IN_RESPONSE_TO_REPLICATION_STRESS",0.174061433447099,0.517735445812298,0.135740943810425,0.392103714260623,1.2332740279174,35
"7","REACTOME_ACTIVATION_OF_BAD_AND_TRANSLOCATION_TO_MITOCHONDRIA",0.135687732342007,0.461131386861314,0.163180127180689,0.584363711862258,1.35976738307172,10
"8","REACTOME_ACTIVATION_OF_BH3_ONLY_PROTEINS",0.368224299065421,0.728193832599119,0.0922597260527354,0.40811385595507,1.06081651777732,16
"9","REACTOME_ACTIVATION_OF_G_PROTEIN_GATED_POTASSIUM_CHANNELS",0.751162790697674,0.945043997485858,0.066132620475844,-0.268536947445715,-0.818930603557704,27
"10","REACTOME_ACTIVATION_OF_IRF3_IRF7_MEDIATED_BY_TBK1_IKK_IKBKE",0.140969162995595,0.464539426947668,0.175204047558551,-0.49769794541017,-1.30703763500133,15
"11","REACTOME_ACTIVATION_OF_KAINATE_RECEPTORS_UPON_GLUTAMATE_BINDING",0.499130434782609,0.818101933216169,0.072003313661988,0.321050446970329,0.985689811936729,32
"12","REACTOME_ACTIVATION_OF_MATRIX_METALLOPROTEINASES",0.1,0.40813195243575,0.213927855492356,-0.456540068267131,-1.32367300799279,22
"13","REACTOME_ACTIVATION_OF_NF_KAPPAB_IN_B_CELLS",0.0353009583388842,0.254768931887606,0.321775918075361,0.441573838107759,1.45460548857578,45
"14","REACTOME_ACTIVATION_OF_NMDA_RECEPTORS_AND_POSTSYNAPTIC_EVENTS",0.088135593220339,0.394491525423729,0.195789002148949,0.436300445979337,1.35226540708043,33
"15","REACTOME_ACTIVATION_OF_SMO",0.680656934306569,0.90786763014243,0.059221919380382,0.337987985917153,0.837777729482887,13
"16","REACTOME_ACTIVATION_OF_THE_AP_1_FAMILY_OF_TRANSCRIPTION_FACTORS",0.579741379310345,0.847562760526439,0.0753093764172773,-0.395453978786479,-0.925694262213858,10
"17","REACTOME_ACTIVATION_OF_THE_MRNA_UPON_BINDING_OF_THE_CAP_BINDING_COMPLEX_AND_EIFS_AND_SUBSEQUENT_BINDING_TO_43S",0.0166917816820789,0.178621249954201,0.352487857583619,0.436057846695823,1.49711751560144,56
"18","REACTOME_ACTIVATION_OF_THE_PRE_REPLICATIVE_COMPLEX",0.612173913043478,0.860927361092867,0.0619762736001998,0.291852798824592,0.896047126242458,32
"19","REACTOME_ACYL_CHAIN_REMODELLING_OF_PC",0.94407158836689,1,0.053457214108991,-0.211928387683066,-0.623779090385244,23
"20","REACTOME_ACYL_CHAIN_REMODELLING_OF_PE",0.850533807829182,0.98980871886121,0.0477342401407188,0.262456733901302,0.739524160933755,22
