"","pathway","pval","padj","log2err","ES","NES","size"
"1","REACTOME_ABC_FAMILY_PROTEINS_MEDIATED_TRANSPORT",0.321750321750322,0.546992821379019,0.0791316651768349,0.316831392016987,1.09191060205538,78
"2","REACTOME_ABC_TRANSPORTERS_IN_LIPID_HOMEOSTASIS",0.00594460671753593,0.0317846594224287,0.407017918923954,-0.620405212250315,-1.75457215820009,16
"3","REACTOME_ACETYLCHOLINE_NEUROTRANSMITTER_RELEASE_CYCLE",0.244615384615385,0.445190426012344,0.105125131597001,0.46537154729072,1.17557938214725,16
"4","REACTOME_ACTIVATED_TAK1_MEDIATES_P38_MAPK_ACTIVATION",0.0064811912215786,0.0340537165879553,0.407017918923954,-0.591263742427207,-1.77831278640505,20
"5","REACTOME_ACTIVATION_OF_APC_C_AND_APC_C_CDC20_MEDIATED_DEGRADATION_OF_MITOTIC_PROTEINS",0.000180193748740004,0.00304691247869461,0.518848077743792,0.550195864727917,1.82191317308179,58
"6","REACTOME_ACTIVATION_OF_ATR_IN_RESPONSE_TO_REPLICATION_STRESS",0.0386842880805057,0.127125045635584,0.321775918075361,0.490704823906144,1.48483564233552,35
"7","REACTOME_ACTIVATION_OF_BAD_AND_TRANSLOCATION_TO_MITOCHONDRIA",0.293159609120521,0.508653799406874,0.09754492162472,0.510176919882594,1.1568497643905,10
"8","REACTOME_ACTIVATION_OF_BH3_ONLY_PROTEINS",0.267692307692308,0.476011178114429,0.0995791200495904,0.460598642772653,1.16352250377327,16
"9","REACTOME_ACTIVATION_OF_G_PROTEIN_GATED_POTASSIUM_CHANNELS",0.258571428571429,0.464438514631565,0.0972150808846466,0.407224327983197,1.16580933151905,27
"10","REACTOME_ACTIVATION_OF_IRF3_IRF7_MEDIATED_BY_TBK1_IKK_IKBKE",0.494475138121547,0.71186049296136,0.0978773277424561,-0.342878764375159,-0.961687244965074,15
"11","REACTOME_ACTIVATION_OF_KAINATE_RECEPTORS_UPON_GLUTAMATE_BINDING",0.658227848101266,0.851393461382722,0.048701086452153,0.290587377615564,0.866964288064043,32
"12","REACTOME_ACTIVATION_OF_MATRIX_METALLOPROTEINASES",0.260736196319018,0.467215149473386,0.150169802128406,-0.375152935649589,-1.14979976670243,22
"13","REACTOME_ACTIVATION_OF_NF_KAPPAB_IN_B_CELLS",0.0302752320175086,0.109556287067249,0.352487857583619,0.464145573364094,1.46317952163991,45
"14","REACTOME_ACTIVATION_OF_NMDA_RECEPTORS_AND_POSTSYNAPTIC_EVENTS",0.388316151202749,0.612091560370435,0.128142916898415,-0.304584316921664,-1.03464421511537,32
"15","REACTOME_ACTIVATION_OF_SMO",0.679558011049724,0.86442888625699,0.0799858801499946,-0.322622603405305,-0.851976826911779,13
"16","REACTOME_ACTIVATION_OF_THE_AP_1_FAMILY_OF_TRANSCRIPTION_FACTORS",0.182989690721649,0.364412017925341,0.165656695205483,-0.522894237099198,-1.29781259246187,10
"17","REACTOME_ACTIVATION_OF_THE_MRNA_UPON_BINDING_OF_THE_CAP_BINDING_COMPLEX_AND_EIFS_AND_SUBSEQUENT_BINDING_TO_43S",7.95249372955808e-08,6.16318264040751e-06,0.704975715167238,0.655981646720977,2.16177000216045,56
"18","REACTOME_ACTIVATION_OF_THE_PRE_REPLICATIVE_COMPLEX",0.0207261587840869,0.0827267281939948,0.352487857583619,0.525386293735593,1.56748430659532,32
"19","REACTOME_ACYL_CHAIN_REMODELLING_OF_PC",0.657185628742515,0.851229296282088,0.05163559644842,0.319761417271041,0.878263829282938,23
"20","REACTOME_ACYL_CHAIN_REMODELLING_OF_PE",0.693786982248521,0.870744795534581,0.0486034247259069,0.305051266917236,0.834810689503985,22
"21","REACTOME_ACYL_CHAIN_REMODELLING_OF_PG",0.413793103448276,0.637131765243206,0.0762797180809272,0.428706661261842,1.05283707444259,14
"22","REACTOME_ACYL_CHAIN_REMODELLING_OF_PI",0.509375,0.720032037020557,0.0656813601934011,0.404801329461993,0.972415350360946,13
"23","REACTOME_ACYL_CHAIN_REMODELLING_OF_PS",0.738931297709924,0.894799618320611,0.0471642455670861,0.313242401730047,0.812602131182531,18
"24","REACTOME_ADENYLATE_CYCLASE_ACTIVATING_PATHWAY",0.193298969072165,0.380059283799394,0.160801401070022,-0.51417622283383,-1.27617466285372,10
"25","REACTOME_ADENYLATE_CYCLASE_INHIBITORY_PATHWAY",0.156593406593407,0.327262625015434,0.186432558434075,-0.477527492033968,-1.28455181056188,14
"26","REACTOME_ADHERENS_JUNCTIONS_INTERACTIONS",0.72791519434629,0.886367102119656,0.0897104652742981,-0.250853548061989,-0.857601725671687,35
"27","REACTOME_ADP_SIGNALLING_THROUGH_P2Y_PURINOCEPTOR_1",0.744493392070485,0.896431017426376,0.0450442767152794,0.291255520143455,0.815060104839415,25
"28","REACTOME_ADP_SIGNALLING_THROUGH_P2Y_PURINOCEPTOR_12",0.670118343195266,0.859892242363362,0.0501934252649434,0.314846316162876,0.861616058637876,22
"29","REACTOME_ADRENALINE_NORADRENALINE_INHIBITS_INSULIN_SECRETION",0.203592814371257,0.394461077844311,0.115240003147781,0.448987300973876,1.2331985191274,23
"30","REACTOME_AEROBIC_RESPIRATION_AND_RESPIRATORY_ELECTRON_TRANSPORT",2.77310826803187e-13,3.22373836158705e-11,0.932595211336209,0.544501161656793,2.12735102459652,212
"31","REACTOME_AFLATOXIN_ACTIVATION_AND_DETOXIFICATION",0.46264367816092,0.679977502812149,0.104343952581949,-0.342765936919018,-0.992689712221622,17
"32","REACTOME_AGGREPHAGY",0.0507462686567164,0.15322736964528,0.245041785430996,0.522628536658634,1.44582218706706,24
"33","REACTOME_AKT_PHOSPHORYLATES_TARGETS_IN_THE_CYTOSOL",0.23342175066313,0.433571080257002,0.147331213699377,-0.477656370946491,-1.20620024193009,11
"34","REACTOME_AKT_PHOSPHORYLATES_TARGETS_IN_THE_NUCLEUS",0.275773195876289,0.488512518409426,0.132147260608774,-0.45788176657689,-1.13645299634358,10
"35","REACTOME_ALPHA_LINOLENIC_OMEGA3_AND_LINOLEIC_OMEGA6_ACID_METABOLISM",0.722371967654987,0.883955170946234,0.0755015292281669,-0.307705467118434,-0.797898278494815,12
"36","REACTOME_AMINE_LIGAND_BINDING_RECEPTORS",0.133433283358321,0.291983420054679,0.14641623786055,0.489984490502591,1.3198859744326,21
"37","REACTOME_AMINO_ACIDS_REGULATE_MTORC1",0.148738379814077,0.313665971036489,0.128788713061714,0.384297169182616,1.247709290817,51
"38","REACTOME_AMINO_ACID_TRANSPORT_ACROSS_THE_PLASMA_MEMBRANE",0.11371237458194,0.261147927664832,0.245041785430996,-0.408983697158898,-1.35694397696166,29
"39","REACTOME_AMPLIFICATION_OF_SIGNAL_FROM_THE_KINETOCHORES",0.0166334692423765,0.0709592953917896,0.352487857583619,0.414549613096139,1.45349844265885,91
"40","REACTOME_ANCHORING_OF_THE_BASAL_BODY_TO_THE_PLASMA_MEMBRANE",0.453517587939698,0.676112059783252,0.0607719451853533,0.288019387920535,1.00876676239472,90
"41","REACTOME_ANTIGEN_ACTIVATES_B_CELL_RECEPTOR_BCR_LEADING_TO_GENERATION_OF_SECOND_MESSENGERS",0.568862275449102,0.775721284703321,0.0943563635421779,-0.294980415808477,-0.922579029147582,23
"42","REACTOME_ANTIGEN_PRESENTATION_FOLDING_ASSEMBLY_AND_PEPTIDE_LOADING_OF_CLASS_I_MHC",0.05790062464716,0.168620229205095,0.321775918075361,-0.444914025870691,-1.43197319965457,26
"43","REACTOME_ANTIGEN_PROCESSING_CROSS_PRESENTATION",0.0943643512450852,0.23575593230755,0.16440575583821,0.389855799993069,1.30367554597006,63
"44","REACTOME_ANTIGEN_PROCESSING_UBIQUITINATION_PROTEASOME_DEGRADATION",0.0381925183042393,0.126402284779155,0.321775918075361,-0.248247249372646,-1.19518816891531,256
"45","REACTOME_ANTIGEN_PROCESSING_UB_ATP_INDEPENDENT_PROTEASOMAL_DEGRADATION",0.0019581824425309,0.0147204169046978,0.431707695803346,0.682574734208847,1.74131807083674,17
"46","REACTOME_ANTIMICROBIAL_PEPTIDES",0.451659451659452,0.675310755696608,0.0676760401641789,0.363310968887768,1.03042499020427,26
"47","REACTOME_ANTIVIRAL_MECHANISM_BY_IFN_STIMULATED_GENES",0.191763191763192,0.378640697112035,0.109250039480711,0.343977483486572,1.18546542593601,78
"48","REACTOME_APC_CDC20_MEDIATED_DEGRADATION_OF_NEK2A",0.0162373560087511,0.0698102948626973,0.352487857583619,0.587851811073781,1.61460687487179,23
"49","REACTOME_APC_C_CDC20_MEDIATED_DEGRADATION_OF_CYCLIN_B",0.0295283605674214,0.108542985484988,0.352487857583619,0.5686679294855,1.53183792300782,21
"50","REACTOME_APC_C_CDH1_MEDIATED_DEGRADATION_OF_CDC20_AND_OTHER_APC_C_CDH1_TARGETED_PROTEINS_IN_LATE_MITOSIS_EARLY_G1",0.000411135080077763,0.00579326703745939,0.49849310876659,0.543293305370574,1.7844791302571,54
"51","REACTOME_APC_C_MEDIATED_DEGRADATION_OF_CELL_CYCLE_PROTEINS",0.000791182670405694,0.00865646921737994,0.477270815362862,0.50053292382537,1.68096089587272,67
"52","REACTOME_APOPTOSIS",0.372448979591837,0.596736660929432,0.163180127180689,-0.245434073084178,-1.03338682091023,93
"53","REACTOME_APOPTOSIS_INDUCED_DNA_FRAGMENTATION",0.9504,1,0.037770500132479,0.24657885230932,0.573951580654682,11
"54","REACTOME_APOPTOTIC_CLEAVAGE_OF_CELLULAR_PROTEINS",0.0275053668044592,0.103145125516722,0.352487857583619,-0.443461544921815,-1.50639706836083,32
"55","REACTOME_APOPTOTIC_EXECUTION_PHASE",0.0624184816466667,0.176923043664365,0.321775918075361,-0.372248585187401,-1.35610024608494,43
"56","REACTOME_APOPTOTIC_FACTOR_MEDIATED_RESPONSE",0.675384615384615,0.862785291631445,0.05163559644842,0.340918500566579,0.861197386457878,16
"57","REACTOME_AQUAPORIN_MEDIATED_TRANSPORT",0.589310829817159,0.789710477997057,0.05378728077603,0.304094747848887,0.907263380591878,32
"58","REACTOME_ARACHIDONATE_METABOLISM",0.0327793410017743,0.115036932572265,0.321775918075361,-0.393367090650682,-1.42180232273501,42
"59","REACTOME_ASPARAGINE_N_LINKED_GLYCOSYLATION",0.837690631808279,0.951223794361049,0.0250603987343648,0.213026190924793,0.846358599916847,239
"60","REACTOME_ASPIRIN_ADME",0.0018613030052404,0.0146695914819794,0.45505986738723,-0.562832033786375,-1.84450046903718,28
"61","REACTOME_ASSEMBLY_OF_ACTIVE_LPL_AND_LIPC_LIPASE_COMPLEXES",0.979381443298969,1,0.0583452776743612,-0.204489586904579,-0.507538890434818,10
"62","REACTOME_ASSEMBLY_OF_COLLAGEN_FIBRILS_AND_OTHER_MULTIMERIC_STRUCTURES",0.113970588235294,0.261147927664832,0.257206466468838,-0.351058199052016,-1.29036669157476,45
"63","REACTOME_ASYMMETRIC_LOCALIZATION_OF_PCP_PROTEINS",0.0242629050392654,0.0924774659283477,0.352487857583619,0.473325305337102,1.4817061870199,43
"64","REACTOME_ATORVASTATIN_ADME",0.0107341385076849,0.050188441791417,0.380730400722792,-0.648945300997716,-1.68275313192301,12
"65","REACTOME_ATP_DEPENDENT_CHROMATIN_REMODELERS",0.432835820895522,0.657740708223588,0.0714786287425507,0.373893350422491,1.03435473518885,24
"66","REACTOME_AUF1_HNRNP_D0_BINDS_AND_DESTABILIZES_MRNA",0.00533170560773766,0.0300514316072486,0.407017918923954,0.5577242453447,1.6876313370844,35
"67","REACTOME_AURKA_ACTIVATION_BY_TPX2",0.225891677675033,0.424402545934911,0.100633389423036,0.344888239076035,1.15522765525211,66
"68","REACTOME_AZATHIOPRINE_ADME",0.335375191424196,0.565034289899461,0.0862865626267245,0.420844000077478,1.10070460573509,19
"69","REACTOME_A_TETRASACCHARIDE_LINKER_SEQUENCE_IS_REQUIRED_FOR_GAG_SYNTHESIS",0.581360946745562,0.78357344996141,0.0567672387487446,0.337268598303462,0.92297741931406,22
"70","REACTOME_BASE_EXCISION_REPAIR",5.00993929396111e-07,3.32803110241703e-05,0.659444398037935,0.611095919714713,2.06978653162015,71
"71","REACTOME_BASE_EXCISION_REPAIR_AP_SITE_FORMATION",4.3008725550337e-05,0.00114280327890896,0.557332238758646,0.620374347652575,1.94203119676983,43
"72","REACTOME_BASIGIN_INTERACTIONS",1,1,0.0656813601934011,-0.151120409450197,-0.463166338359968,22
