"pathway","HET","padj_HET","MUT","padj_MUT","description","mean_coef"
"REACTOME_SIGNALING_BY_TGFB_FAMILY_MEMBERS",-1.69789036898742,0.00420816650932194,-1.86272656387669,0.00028038440352299,NA,-1.78030846643205
"REACTOME_COHESIN_LOADING_ONTO_CHROMATIN",-1.83567574990185,0.0347682755389836,-1.72474735567557,0.0444417969819325,NA,-1.78021155278871
"REACTOME_SUMOYLATION_OF_INTRACELLULAR_RECEPTORS",-1.83457774694064,0.0147204169046978,-1.72107029657052,0.0245069276792878,NA,-1.77782402175558
"REACTOME_RAC2_GTPASE_CYCLE",-1.75494679527108,0.00712162409899111,-1.79159347955592,0.00066285486924078,NA,-1.7732701374135
"REACTOME_SIGNALING_BY_ERBB2",-1.72282396772274,0.0309516188255834,-1.82239751317718,0.00880133571511268,NA,-1.77261074044996
"REACTOME_ACTIVATED_TAK1_MEDIATES_P38_MAPK_ACTIVATION",-1.77831278640505,0.0340537165879553,-1.75853286472577,0.0279111706713874,NA,-1.76842282556541
"REACTOME_TOLL_LIKE_RECEPTOR_4_TLR4_CASCADE",-1.70197835274993,0.00502401138094531,-1.81965556633234,0.000350724036326276,NA,-1.76081695954113
"REACTOME_NEGATIVE_REGULATION_OF_MET_ACTIVITY",-1.67287497818359,0.0825966103725279,-1.84873442355913,0.0158895980944041,NA,-1.76080470087136
"REACTOME_RND2_GTPASE_CYCLE",-1.56969646107764,0.0560353603329141,-1.94199926509994,0.00299811739634815,NA,-1.75584786308879
"REACTOME_SIGNALING_BY_TGF_BETA_RECEPTOR_COMPLEX",-1.62346792361999,0.0178872896555591,-1.88147473482011,0.00218039623393507,NA,-1.75247132922005
"REACTOME_SYNTHESIS_OF_PIPS_AT_THE_EARLY_ENDOSOME_MEMBRANE",-1.89603883273995,0.0213026294505181,-1.60671752405218,0.0815665428719469,NA,-1.75137817839606
"REACTOME_FOXO_MEDIATED_TRANSCRIPTION",-1.5139089637223,0.133883626536803,-1.9845174251251,0.00525660734707462,NA,-1.7492131944237
"REACTOME_SYNTHESIS_OF_PIPS_AT_THE_LATE_ENDOSOME_MEMBRANE",-1.91037007065375,0.0194764272732497,-1.58767763523239,0.0982543749363702,NA,-1.74902385294307
"REACTOME_RHOU_GTPASE_CYCLE",-1.56077952953603,0.0557064310281115,-1.9104144742701,0.00284150269998689,NA,-1.73559700190307
"REACTOME_SIGNALING_BY_FGFR1",-1.71824359021216,0.0298783256608893,-1.73403256313441,0.0177066955392424,NA,-1.72613807667329
"REACTOME_SIGNALLING_TO_ERKS",-1.61484860126209,0.050188441791417,-1.82479471642594,0.0173362790624105,NA,-1.71982165884401
"REACTOME_XENOBIOTICS",-2.06026438645937,0.00453954099311413,-1.37451550282705,0.221136142360007,NA,-1.71738994464321
"REACTOME_MAPK_TARGETS_NUCLEAR_EVENTS_MEDIATED_BY_MAP_KINASES",-1.62738047313068,0.0779498516754027,-1.80594161780616,0.0195390431345819,NA,-1.71666104546842
"REACTOME_PI_3K_CASCADE_FGFR1",-1.7736785413891,0.0272813112803406,-1.65620620637594,0.0569649728097041,NA,-1.71494237388252
"REACTOME_CDC42_GTPASE_CYCLE",-1.60432144584099,0.015830509053043,-1.81990958775765,0.000930611523726276,NA,-1.71211551679932
"REACTOME_TOLL_LIKE_RECEPTOR_CASCADES",-1.70338240980732,0.00211797101930629,-1.71897388899133,0.000519072467233441,NA,-1.71117814939932
"REACTOME_TRANS_GOLGI_NETWORK_VESICLE_BUDDING",-1.63934977921821,0.0168108157960106,-1.76951419496932,0.00274659442189699,NA,-1.70443198709376
"REACTOME_VEGFR2_MEDIATED_VASCULAR_PERMEABILITY",-1.64438300131672,0.0362311754042135,-1.76286918580443,0.0189340463368006,NA,-1.70362609356058
"REACTOME_PEROXISOMAL_LIPID_METABOLISM",-1.75576921867584,0.0168108157960106,-1.6398153358789,0.0444417969819325,NA,-1.69779227727737
"REACTOME_REGULATION_OF_TP53_DEGRADATION",-1.80861563486991,0.0147204169046978,-1.56806315102339,0.0563737578376796,NA,-1.68833939294665
"REACTOME_MYD88_MAL_TIRAP_CASCADE_INITIATED_ON_PLASMA_MEMBRANE",-1.65932687988007,0.0147691770498435,-1.69266212045191,0.00458676996169709,NA,-1.67599450016599
"REACTOME_DOWNSTREAM_SIGNALING_OF_ACTIVATED_FGFR1",-1.60221367846347,0.0829833404786255,-1.73940057603044,0.0426711996233242,NA,-1.67080712724696
"REACTOME_RUNX1_INTERACTS_WITH_CO_FACTORS_WHOSE_PRECISE_EFFECT_ON_RUNX1_TARGETS_IS_NOT_KNOWN",-1.65405662934161,0.0420490102832231,-1.67880024191335,0.0262152118837651,NA,-1.66642843562748
"REACTOME_NEGATIVE_REGULATION_OF_FGFR2_SIGNALING",-1.68905033238922,0.0592218562094215,-1.62777066136629,0.0569649728097041,NA,-1.65841049687775
"REACTOME_INTRA_GOLGI_TRAFFIC",-1.88330927829322,0.0100373365671411,-1.42984809104316,0.125128585680314,NA,-1.65657868466819
"REACTOME_RAF_ACTIVATION",-1.5168843013049,0.113565659835125,-1.78305746686169,0.0151192174223553,NA,-1.6499708840833
"REACTOME_APOPTOTIC_CLEAVAGE_OF_CELLULAR_PROTEINS",-1.50639706836083,0.103145125516722,-1.79121985808743,0.0104612539062235,NA,-1.64880846322413
"REACTOME_SIGNALING_BY_ACTIVIN",-1.57715228271888,0.143604477053231,-1.71497417603692,0.0450688992634504,NA,-1.6460632293779
"REACTOME_NUCLEAR_RECEPTOR_TRANSCRIPTION_PATHWAY",-1.61094428706846,0.0408270114005728,-1.66130997454967,0.0239201068949259,NA,-1.63612713080907
"REACTOME_ATORVASTATIN_ADME",-1.68275313192301,0.050188441791417,-1.58718034881292,0.0904915936820594,NA,-1.63496674036797
"REACTOME_IKK_COMPLEX_RECRUITMENT_MEDIATED_BY_RIP1",-1.62583331728954,0.0837612607180966,-1.62874941039001,0.0569649728097041,NA,-1.62729136383978
"REACTOME_MISCELLANEOUS_SUBSTRATES",-1.74881334910249,0.0326843442253092,-1.4931562416615,0.123005470271957,NA,-1.62098479538199
"REACTOME_SHC1_EVENTS_IN_EGFR_SIGNALING",-1.50567428866488,0.138223837179518,-1.73313886311699,0.0316924221459233,NA,-1.61940657589094
"REACTOME_TURBULENT_OSCILLATORY_DISTURBED_FLOW_SHEAR_STRESS_ACTIVATES_SIGNALING_BY_PIEZO1_AND_INTEGRINS_IN_ENDOTHELIAL_CELLS",-1.21197918141889,0.345931674300551,-2.02509245612038,0.00161989380013002,NA,-1.61853581876964
"REACTOME_CO_STIMULATION_BY_CD28",-1.59536814475314,0.0257264919728712,-1.63928596070272,0.0266118779384392,NA,-1.61732705272793
"REACTOME_NEGATIVE_REGULATION_OF_FGFR3_SIGNALING",-1.66335166156374,0.0690532751869605,-1.55774474551702,0.104673029129745,NA,-1.61054820354038
"REACTOME_INTERLEUKIN_20_FAMILY_SIGNALING",-1.70874584348061,0.0698102948626973,-1.51076804161028,0.178804246600857,NA,-1.60975694254544
"REACTOME_RHOV_GTPASE_CYCLE",-1.47915480432248,0.125730045425049,-1.74033626545675,0.0190187827445908,NA,-1.60974553488962
"REACTOME_NOD1_2_SIGNALING_PATHWAY",-1.61789630267703,0.080333080535147,-1.59534677040431,0.0769562262052269,NA,-1.60662153654067
"REACTOME_PTK6_REGULATES_RHO_GTPASES_RAS_GTPASE_AND_MAP_KINASES",-1.42260033526494,0.212435469870711,-1.78774331610316,0.0203008227470989,NA,-1.60517182568405
"REACTOME_SIGNALING_BY_RECEPTOR_TYROSINE_KINASES",-1.50460167026524,0.000440345594789267,-1.69869251632003,2.42427972407156e-06,NA,-1.60164709329263
"REACTOME_RHOG_GTPASE_CYCLE",-1.4895352296606,0.0444315393124954,-1.70759980050378,0.00578407524862914,NA,-1.59856751508219
"REACTOME_MODULATION_OF_HOST_RESPONSES_BY_IFN_STIMULATED_GENES",-1.66506958852973,0.0896492171232676,-1.5168730454666,0.162831756129651,NA,-1.59097131699816
"REACTOME_SIGNALING_BY_NOTCH",-1.42585881313952,0.171036247957882,-1.74540372883838,0.0132985080696798,NA,-1.58563127098895
"REACTOME_RND1_GTPASE_CYCLE",-1.32743394666151,0.261147927664832,-1.84009309601653,0.0056966574027762,NA,-1.58376352133902
"REACTOME_PHOSPHOLIPID_METABOLISM",-1.57439860547428,0.00262831053049563,-1.5838690203183,0.00170873037233683,NA,-1.57913381289629
"REACTOME_RAB_REGULATION_OF_TRAFFICKING",-1.56819449409154,0.0141923495257501,-1.57803531179404,0.0113788996275087,NA,-1.57311490294279
"REACTOME_RND3_GTPASE_CYCLE",-1.26253888279658,0.270839757426251,-1.87399280464173,0.00409027001607959,NA,-1.56826584371916
"REACTOME_RHOBTB1_GTPASE_CYCLE",-1.44136771755886,0.198051746355676,-1.69020652526726,0.0366663331890691,NA,-1.56578712141306
"REACTOME_RAB_GEFS_EXCHANGE_GTP_FOR_GDP_ON_RABS",-1.56640607525028,0.0170582787361618,-1.55854748638032,0.0167194163780159,NA,-1.5624767808153
"REACTOME_ABC_TRANSPORTERS_IN_LIPID_HOMEOSTASIS",-1.75457215820009,0.0317846594224287,-1.34794998203198,0.231156403405207,NA,-1.55126107011603
"REACTOME_NEGATIVE_REGULATION_OF_FGFR4_SIGNALING",-1.5219027811426,0.125511184377879,-1.58055895995963,0.104766777912371,NA,-1.55123087055112
"REACTOME_SYNTHESIS_OF_BILE_ACIDS_AND_BILE_SALTS",-1.56290409898616,0.0660775613215775,-1.51880592987713,0.0924355215577379,NA,-1.54085501443164
"REACTOME_DOWNSTREAM_SIGNAL_TRANSDUCTION",-1.43276897570611,0.169620049240553,-1.62982655537498,0.0497433858840368,NA,-1.53129776554055
"REACTOME_BILE_ACID_AND_BILE_SALT_METABOLISM",-1.44412127893422,0.13647369579573,-1.59916968645749,0.0569649728097041,NA,-1.52164548269585
"REACTOME_CLATHRIN_MEDIATED_ENDOCYTOSIS",-1.41860581612781,0.0286039163199377,-1.59416754505108,0.00801488647616573,NA,-1.50638668058944
"REACTOME_SIGNALING_BY_INSULIN_RECEPTOR",-1.44908110492302,0.0760082767810194,-1.5567184450428,0.0329415149018504,NA,-1.50289977498291
"REACTOME_RHOBTB_GTPASE_CYCLE",-1.43634180108607,0.138223837179518,-1.56841465458406,0.0563737578376796,NA,-1.50237822783507
"REACTOME_NCAM_SIGNALING_FOR_NEURITE_OUT_GROWTH",-1.4353093215402,0.150716458483195,-1.56634041555041,0.0595905133522088,NA,-1.5008248685453
"REACTOME_REGULATION_OF_LIPID_METABOLISM_BY_PPARALPHA",-1.4837726366202,0.186458250326712,-1.51324739965457,0.119244513995344,NA,-1.49851001813738
"REACTOME_NERVOUS_SYSTEM_DEVELOPMENT",-1.27325777088989,0.0345722573931561,-1.70261528783874,0.000119647447157898,NA,-1.48793652936431
"REACTOME_PLATELET_SENSITIZATION_BY_LDL",-1.27778535382334,0.303824305944476,-1.6968977331035,0.0434277480428606,NA,-1.48734154346342
"REACTOME_CYTOCHROME_P450_ARRANGED_BY_SUBSTRATE_TYPE",-1.69491078058303,0.0163481183425523,-1.27696745426462,0.207314524555904,NA,-1.48593911742383
"REACTOME_FCERI_MEDIATED_MAPK_ACTIVATION",-1.55212650298979,0.110865685448883,-1.40698306679746,0.202871994315845,NA,-1.47955478489363
"REACTOME_APOPTOTIC_EXECUTION_PHASE",-1.35610024608494,0.176923043664365,-1.6018149002567,0.0346755192421927,NA,-1.47895757317082
"REACTOME_TRANSPORT_OF_INORGANIC_CATIONS_ANIONS_AND_AMINO_ACIDS_OLIGOPEPTIDES",-1.67406408040812,0.00929962668498461,-1.26825405792224,0.178804246600857,NA,-1.47115906916518
"REACTOME_G_ALPHA_12_13_SIGNALLING_EVENTS",-1.38311346725469,0.0883348659781663,-1.55752114666701,0.0282808646913016,NA,-1.47031730696085
"REACTOME_TNF_SIGNALING",-1.41233485595079,0.105194279702553,-1.52793649129166,0.0595905133522088,NA,-1.47013567362122
"REACTOME_ADENYLATE_CYCLASE_INHIBITORY_PATHWAY",-1.28455181056188,0.327262625015434,-1.64838814937891,0.0717247578336783,NA,-1.4664699799704
"REACTOME_SMAD2_SMAD3_SMAD4_HETEROTRIMER_REGULATES_TRANSCRIPTION",-1.42401671956514,0.206226012793177,-1.50077880200322,0.170837245376985,NA,-1.46239776078418
"REACTOME_RHOBTB3_ATPASE_CYCLE",-1.47096541732958,0.223273548933766,-1.44127970092061,0.181590846807344,NA,-1.4561225591251
"REACTOME_P2Y_RECEPTORS",-1.53796049954706,0.155355736306821,-1.36146291624138,0.242037196452523,NA,-1.44971170789422
"REACTOME_UNBLOCKING_OF_NMDA_RECEPTORS_GLUTAMATE_BINDING_AND_ACTIVATION",-1.36103604387739,0.23575593230755,-1.53636196419765,0.117117338992664,NA,-1.44869900403752
"REACTOME_MET_RECEPTOR_RECYCLING",-1.46507715207325,0.22858788168207,-1.4283220900769,0.185379523829066,NA,-1.44669962107508
"REACTOME_SYNDECAN_INTERACTIONS",-1.08761398193196,0.533657654729743,-1.80017808908249,0.0279392767105973,NA,-1.44389603550723
"REACTOME_NUCLEOTIDE_BINDING_DOMAIN_LEUCINE_RICH_REPEAT_CONTAINING_RECEPTOR_NLR_SIGNALING_PATHWAYS",-1.43752303744154,0.110079107969032,-1.4489199618857,0.0860062735509799,NA,-1.44322149966362
"REACTOME_FRS_MEDIATED_FGFR3_SIGNALING",-1.36888778854506,0.254491222789279,-1.51685303947931,0.138483110822357,NA,-1.44287041401219
"REACTOME_SHC1_EVENTS_IN_ERBB4_SIGNALING",-1.38927743528645,0.265014311406064,-1.49241440719707,0.162831756129651,NA,-1.44084592124176
"REACTOME_ASPIRIN_ADME",-1.84450046903718,0.0146695914819794,-1.03353913555806,0.5610071520355,NA,-1.43901980229762
"REACTOME_IRAK1_RECRUITS_IKK_COMPLEX",-1.54143361840093,0.155355736306821,-1.33483348383892,0.261220773686148,NA,-1.43813355111992
"REACTOME_EXTRA_NUCLEAR_ESTROGEN_SIGNALING",-1.36322121164108,0.126402284779155,-1.50166868205421,0.0704775768057577,NA,-1.43244494684765
"REACTOME_HYALURONAN_METABOLISM",-1.37179821262864,0.223779806259314,-1.48575222040514,0.128515126270619,NA,-1.42877521651689
"REACTOME_TRAF6_MEDIATED_INDUCTION_OF_TAK1_COMPLEX_WITHIN_TLR4_COMPLEX",-1.49558979655023,0.138223837179518,-1.36121633448251,0.245526547374597,NA,-1.42840306551637
"REACTOME_ERK_MAPK_TARGETS",-1.34558760172826,0.248526508009561,-1.51040860879778,0.132734805036511,NA,-1.42799810526302
"REACTOME_FCGAMMA_RECEPTOR_FCGR_DEPENDENT_PHAGOCYTOSIS",-1.44685317727315,0.0798221473862593,-1.40277712268089,0.0890398651270912,NA,-1.42481514997702
"REACTOME_SYNTHESIS_OF_PE",-1.34220194463108,0.307772968631476,-1.50618814652703,0.162831756129651,NA,-1.42419504557905
"REACTOME_DOWNREGULATION_OF_TGF_BETA_RECEPTOR_SIGNALING",-1.2825232045812,0.313867153321167,-1.56532064664896,0.14666008037506,NA,-1.42392192561508
"REACTOME_RECYCLING_OF_BILE_ACIDS_AND_SALTS",-1.07383257199823,0.593950017015286,-1.7586986954494,0.047542503273198,NA,-1.41626563372381
"REACTOME_BIOSYNTHESIS_OF_MARESINS",-1.59716760311205,0.119602037116963,-1.23501891077663,0.345452776623124,NA,-1.41609325694434
"REACTOME_CELLULAR_RESPONSES_TO_MECHANICAL_STIMULI",-1.23411962822126,0.231072482455106,-1.59072938845299,0.0375457064656427,NA,-1.41242450833712
"REACTOME_FRS_MEDIATED_FGFR2_SIGNALING",-1.33842607339469,0.271727581810455,-1.48373233834307,0.158582796513831,NA,-1.41107920586888
"REACTOME_SYNTHESIS_OF_PIPS_AT_THE_GOLGI_MEMBRANE",-1.5026306008997,0.213139483519862,-1.3169237989657,0.261876603130232,NA,-1.4097771999327
"REACTOME_NUCLEAR_EVENTS_KINASE_AND_TRANSCRIPTION_FACTOR_ACTIVATION",-1.3178853985033,0.247957340672572,-1.49381352632412,0.100183721063568,NA,-1.40584946241371
"REACTOME_HS_GAG_BIOSYNTHESIS",-1.51123691879878,0.118009038783155,-1.29875964614122,0.215698708802339,NA,-1.40499828247
"REACTOME_DEUBIQUITINATION",-1.48050073046215,0.00507880080970282,-1.32297167658105,0.0421815705916846,NA,-1.4017362035216
"REACTOME_INOSITOL_PHOSPHATE_METABOLISM",-1.24182203651916,0.307772968631476,-1.54955534891157,0.0498903971166832,NA,-1.39568869271536
"REACTOME_CARGO_RECOGNITION_FOR_CLATHRIN_MEDIATED_ENDOCYTOSIS",-1.36501380036855,0.0976722524271074,-1.42536923521988,0.0456978745088593,NA,-1.39519151779421
"REACTOME_GRB2_EVENTS_IN_ERBB2_SIGNALING",-1.41224041606362,0.25486102048806,-1.37634711997248,0.244456014598614,NA,-1.39429376801805
"REACTOME_SYNTHESIS_OF_IP3_AND_IP4_IN_THE_CYTOSOL",-1.34155726637538,0.246176704152471,-1.44071353662911,0.147035594434067,NA,-1.39113540150225
"REACTOME_SIGNALING_BY_VEGF",-1.26119932598966,0.155355736306821,-1.51707899042946,0.0211573182991484,NA,-1.38913915820956
"REACTOME_RHO_GTPASES_ACTIVATE_WASPS_AND_WAVES",-1.39984447827632,0.168620229205095,-1.37555865461723,0.166312374106211,NA,-1.38770156644678
"REACTOME_TAK1_DEPENDENT_IKK_AND_NF_KAPPA_B_ACTIVATION",-1.46958843452661,0.115036932572265,-1.30369376394194,0.162831756129651,NA,-1.38664109923428
"REACTOME_FRS_MEDIATED_FGFR4_SIGNALING",-1.22277505254839,0.38646227721858,-1.55033269999192,0.140363545216492,NA,-1.38655387627016
