"","pathway","pval","padj","log2err","ES","NES","size"
"1","REACTOME_ABC_FAMILY_PROTEINS_MEDIATED_TRANSPORT",0.203266787658802,0.439075126010081,0.128788713061714,-0.317580870810521,-1.15384933442238,78
"2","REACTOME_ABC_TRANSPORTERS_IN_LIPID_HOMEOSTASIS",0.609756097560976,0.823253375346925,0.0697792517076235,-0.344932220041989,-0.883850196100874,16
"3","REACTOME_ACETYLCHOLINE_NEUROTRANSMITTER_RELEASE_CYCLE",0.180392156862745,0.411938710575508,0.143758989039275,0.486647079851483,1.25716858161851,16
"4","REACTOME_ACTIVATED_TAK1_MEDIATES_P38_MAPK_ACTIVATION",0.804828973843058,0.94847566411125,0.0559428593065705,0.282880262899318,0.78183109713443,20
"5","REACTOME_ACTIVATION_OF_APC_C_AND_APC_C_CDC20_MEDIATED_DEGRADATION_OF_MITOTIC_PROTEINS",0.998168498168498,1,0.0417397034728504,-0.174914844767556,-0.605358408015627,58
"6","REACTOME_ACTIVATION_OF_ATR_IN_RESPONSE_TO_REPLICATION_STRESS",0.634042553191489,0.838485251450677,0.070113215764256,0.28534088169499,0.904643774851759,35
"7","REACTOME_ACTIVATION_OF_BAD_AND_TRANSLOCATION_TO_MITOCHONDRIA",0.769076305220884,0.929896732690029,0.0579754757571486,0.345337468132586,0.772688023695936,10
"8","REACTOME_ACTIVATION_OF_BH3_ONLY_PROTEINS",0.615853658536585,0.824084051724138,0.0692836467392548,-0.343828937300348,-0.881023157596221,16
"9","REACTOME_ACTIVATION_OF_G_PROTEIN_GATED_POTASSIUM_CHANNELS",0.774793388429752,0.93436871065816,0.0589694466690997,0.2757298444111,0.819913908272256,27
"10","REACTOME_ACTIVATION_OF_IRF3_IRF7_MEDIATED_BY_TBK1_IKK_IKBKE",0.224696356275304,0.462814840027229,0.129442887745046,-0.46912678075201,-1.18161260001017,15
"11","REACTOME_ACTIVATION_OF_KAINATE_RECEPTORS_UPON_GLUTAMATE_BINDING",0.387404580152672,0.641768085626579,0.0905428948469474,-0.338733941793178,-1.04012560271451,32
