"pathway","HET","padj_HET","MUT","padj_MUT","description","mean_coef"
"REACTOME_COPI_MEDIATED_ANTEROGRADE_TRANSPORT",-0.668167838353949,1,-1.89988389740848,0.000981187891581888,NA,-1.28402586788121
"REACTOME_SIGNALING_BY_PTK6",-0.883929705576223,0.925370927025224,-1.68284340336731,0.0261334251365012,NA,-1.28338655447177
"REACTOME_NEGATIVE_REGULATION_OF_FGFR4_SIGNALING",-1.08475702299671,0.783563556763285,-1.47779356549201,0.234655776783221,NA,-1.28127529424436
"REACTOME_RAS_PROCESSING",-0.854933417846605,0.912150962641846,-1.69571226447321,0.0546612085410982,NA,-1.27532284115991
"REACTOME_CELL_CELL_JUNCTION_ORGANIZATION",-0.954216455686172,0.863633133217378,-1.59282525179359,0.0613042583268851,NA,-1.27352085373988
"REACTOME_WNT5A_DEPENDENT_INTERNALIZATION_OF_FZD2_FZD5_AND_ROR2",-0.958320503394257,0.863535550795188,-1.58618181375836,0.104914219975071,NA,-1.27225115857631
"REACTOME_P75_NTR_RECEPTOR_MEDIATED_SIGNALLING",-1.38952381547698,0.191407387479682,-1.15266664304943,0.440189125295508,NA,-1.2710952292632
"REACTOME_RND2_GTPASE_CYCLE",-0.957687491378285,0.865107635124671,-1.58351198651974,0.0809534636735134,NA,-1.27059973894901
"REACTOME_PROGRAMMED_CELL_DEATH",-0.822060288063343,1,-1.71703956458414,0.00571040691271001,NA,-1.26954992632374
"REACTOME_SIGNALING_BY_FGFR1",-1.09599447809063,0.718736616702355,-1.43962321393415,0.169926537050781,NA,-1.26780884601239
"REACTOME_SHC_MEDIATED_CASCADE_FGFR3",-1.04696519372358,0.803824829200348,-1.47966301132874,0.2268857356236,NA,-1.26331410252616
"REACTOME_DOWNREGULATION_OF_SMAD2_3_SMAD4_TRANSCRIPTIONAL_ACTIVITY",-0.816698493539923,0.943890764576475,-1.70367439995715,0.0582199640902043,NA,-1.26018644674854
"REACTOME_CYCLIN_D_ASSOCIATED_EVENTS_IN_G1",-0.703452740591451,1,-1.81542093797422,0.0201836823342514,NA,-1.25943683928284
"REACTOME_RAB_REGULATION_OF_TRAFFICKING",-1.0294306183249,0.783563556763285,-1.48746261868325,0.0582199640902043,NA,-1.25844661850408
"REACTOME_GRB2_EVENTS_IN_ERBB2_SIGNALING",-0.961770222900724,0.863535550795188,-1.55464125271216,0.114239572060607,NA,-1.25820573780644
"REACTOME_TRANSPORT_OF_INORGANIC_CATIONS_ANIONS_AND_AMINO_ACIDS_OLIGOPEPTIDES",-1.08566703291969,0.728639283208291,-1.41450142559955,0.094324698645719,NA,-1.25008422925962
"REACTOME_MET_PROMOTES_CELL_MOTILITY",-1.01289861578866,0.831146106736658,-1.48414514241929,0.122179408657028,NA,-1.24852187910397
"REACTOME_ESR_MEDIATED_SIGNALING",-1.00500762816991,0.833116236709451,-1.48790722830847,0.0474571031581538,NA,-1.24645742823919
"REACTOME_CLATHRIN_MEDIATED_ENDOCYTOSIS",-1.06590347803521,0.75719738629747,-1.42403207318385,0.0903066011308343,NA,-1.24496777560953
"REACTOME_PHASE_I_FUNCTIONALIZATION_OF_COMPOUNDS",-1.39036958459149,0.215476822612126,-1.08311467817708,0.543270154082522,NA,-1.23674213138429
"REACTOME_ESTROGEN_DEPENDENT_GENE_EXPRESSION",-1.05738964626836,0.76008164142228,-1.41418313197435,0.151161773875122,NA,-1.23578638912136
"REACTOME_DIGESTION_AND_ABSORPTION",-1.01738888550244,0.822961944700621,-1.45239653475717,0.234141073436298,NA,-1.23489271012981
"REACTOME_CASPASE_ACTIVATION_VIA_EXTRINSIC_APOPTOTIC_SIGNALLING_PATHWAY",-1.05980613861926,0.803824829200348,-1.40789498150528,0.234487338004305,NA,-1.23385056006227
"REACTOME_RHO_GTPASE_CYCLE",-1.06078440331561,0.616528132992327,-1.39655775697896,0.0243135995447745,NA,-1.22867108014729
"REACTOME_BETA_OXIDATION_OF_VERY_LONG_CHAIN_FATTY_ACIDS",-0.905464051096606,0.885775766252012,-1.54693291946911,0.117732551619519,NA,-1.22619848528286
"REACTOME_BIOSYNTHESIS_OF_MARESINS",-1.61869181823163,0.238368533417852,-0.827984463695442,0.862804553675923,NA,-1.22333814096354
"REACTOME_PROTEIN_LOCALIZATION",-0.863107278385236,0.974155971628053,-1.57649291740356,0.0428428171965141,NA,-1.2198000978944
"REACTOME_CARGO_RECOGNITION_FOR_CLATHRIN_MEDIATED_ENDOCYTOSIS",-1.05651747091388,0.778255845401126,-1.36705021196593,0.136264534805201,NA,-1.2117838414399
"REACTOME_FATTY_ACID_METABOLISM",-0.962085437748815,0.863633133217378,-1.46104824070626,0.0582199640902043,NA,-1.21156683922754
"REACTOME_DEACTIVATION_OF_THE_BETA_CATENIN_TRANSACTIVATING_COMPLEX",-1.04048588392892,0.803824829200348,-1.37753805213216,0.236088972612665,NA,-1.20901196803054
"REACTOME_EPH_EPHRIN_MEDIATED_REPULSION_OF_CELLS",-1.02486714528007,0.811371999299106,-1.38284421719034,0.234487338004305,NA,-1.20385568123521
"REACTOME_GAP_JUNCTION_TRAFFICKING_AND_REGULATION",-0.823110901325198,0.974155971628053,-1.57055473876747,0.078858517128701,NA,-1.19683282004633
"REACTOME_ADHERENS_JUNCTIONS_INTERACTIONS",-0.924657152350934,0.894623455929077,-1.4687713679249,0.11752628772538,NA,-1.19671426013792
"REACTOME_SIGNALING_BY_NUCLEAR_RECEPTORS",-0.990170595729304,0.84624386314403,-1.38450025974927,0.0842459134650121,NA,-1.18733542773929
"REACTOME_DEVELOPMENTAL_BIOLOGY",-1.10782883280267,0.52866344605475,-1.26482193797987,0.128669749677796,NA,-1.18632538539127
"REACTOME_SIGNALING_BY_FGFR4",-0.956085601388943,0.870975496727104,-1.41653316124517,0.234141073436298,NA,-1.18630938131706
"REACTOME_FRS_MEDIATED_FGFR3_SIGNALING",-0.887787006110019,0.895056693041847,-1.48451684274194,0.229066463482388,NA,-1.18615192442598
"REACTOME_GOLGI_CISTERNAE_PERICENTRIOLAR_STACK_REORGANIZATION",-0.701589503448001,0.998421012922904,-1.66549055805494,0.0543202626648836,NA,-1.18354003075147
"REACTOME_RETROGRADE_TRANSPORT_AT_THE_TRANS_GOLGI_NETWORK",-0.5977104675853,1,-1.76596463083766,0.0151073072367122,NA,-1.18183754921148
"REACTOME_SHC1_EVENTS_IN_EGFR_SIGNALING",-0.692771519404515,0.998421012922904,-1.65909879097454,0.065625271471329,NA,-1.17593515518953
"REACTOME_SIGNALING_BY_FGFR",-0.763165823929237,1,-1.58208727260249,0.0376937108026956,NA,-1.17262654826586
"REACTOME_VEGFR2_MEDIATED_VASCULAR_PERMEABILITY",-0.870063613802796,0.912150962641846,-1.47282394716941,0.17272887697012,NA,-1.1714437804861
"REACTOME_CROSSLINKING_OF_COLLAGEN_FIBRILS",-1.51099061913637,0.242479964019015,-0.82497725133418,0.890437086092715,NA,-1.16798393523527
"REACTOME_SHC_MEDIATED_CASCADE_FGFR2",-0.842407675346984,0.922743574417215,-1.49260608863932,0.169926537050781,NA,-1.16750688199315
"REACTOME_EPIGENETIC_REGULATION_BY_WDR5_CONTAINING_HISTONE_MODIFYING_COMPLEXES",-1.39269928631765,0.235518772992966,-0.930143455562177,0.83522886869787,NA,-1.16142137093991
"REACTOME_TRANSPORT_OF_VITAMINS_NUCLEOSIDES_AND_RELATED_MOLECULES",-0.930541335851116,0.889869746616465,-1.38932612741634,0.21448082935659,NA,-1.15993373163373
"REACTOME_GAB1_SIGNALOSOME",-0.783695198923391,0.976858872347814,-1.52569553559205,0.169926537050781,NA,-1.15469536725772
"REACTOME_N_GLYCAN_ANTENNAE_ELONGATION",-0.74205833080001,0.998421012922904,-1.52156045115659,0.204350255939489,NA,-1.1318093909783
"REACTOME_KEAP1_NFE2L2_PATHWAY",-0.639582893523619,1,-1.62354699671651,0.0376937108026956,NA,-1.13156494512006
"REACTOME_CARNITINE_SHUTTLE",-0.707186273873256,1,-1.54689712460702,0.134157067487514,NA,-1.12704169924014
"REACTOME_E3_UBIQUITIN_LIGASES_UBIQUITINATE_TARGET_PROTEINS",-0.770777614062974,1,-1.45876865783383,0.193053446543036,NA,-1.1147731359484
"REACTOME_COPI_DEPENDENT_GOLGI_TO_ER_RETROGRADE_TRAFFIC",-0.57148719953721,1,-1.65447489788671,0.0228748721405335,NA,-1.11298104871196
"REACTOME_SHC_MEDIATED_CASCADE_FGFR4",-0.790667966161145,0.964420678599744,-1.43108605133042,0.249309932847196,NA,-1.11087700874578
"REACTOME_INTRINSIC_PATHWAY_FOR_APOPTOSIS",-0.774672217411814,1,-1.42802697201526,0.151000264889676,NA,-1.10134959471354
"REACTOME_DEGRADATION_OF_CYSTEINE_AND_HOMOCYSTEINE",-0.622329654013681,1,-1.58004498668972,0.108512053737573,NA,-1.1011873203517
"REACTOME_SEALING_OF_THE_NUCLEAR_ENVELOPE_NE_BY_ESCRT_III",-0.463889930235008,1,-1.72854395307385,0.0455911202404415,NA,-1.09621694165443
"REACTOME_CELLULAR_RESPONSES_TO_MECHANICAL_STIMULI",-0.834011128323058,0.978391684901532,-1.3512053478873,0.233978386529279,NA,-1.09260823810518
"REACTOME_RND3_GTPASE_CYCLE",-0.765897896073947,1,-1.41678109345972,0.212848651120256,NA,-1.09133949476683
"REACTOME_CARGO_CONCENTRATION_IN_THE_ER",-0.769662685705467,0.998421012922904,-1.40335113527491,0.234487338004305,NA,-1.08650691049019
"REACTOME_EXTRA_NUCLEAR_ESTROGEN_SIGNALING",-0.722893300650508,1,-1.43835700628436,0.115125123086432,NA,-1.08062515346743
"REACTOME_METABOLISM_OF_WATER_SOLUBLE_VITAMINS_AND_COFACTORS",-0.827867737964627,1,-1.32201741306686,0.2157223183391,NA,-1.07494257551574
"REACTOME_FRS_MEDIATED_FGFR2_SIGNALING",-0.58025041943137,1,-1.52023299877797,0.209303934284479,NA,-1.05024170910467
"REACTOME_G0_AND_EARLY_G1",-0.50585293622125,1,-1.53311782922471,0.179576474637293,NA,-1.01948538272298
"REACTOME_COLLAGEN_DEGRADATION",-1.60135180155052,0.128503948953361,-0.367416343244817,1,NA,-0.984384072397668
"REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_CELL_CYCLE_GENES",-0.460121681081581,1,-1.37192847104569,0.236088972612665,NA,-0.916025076063635
"REACTOME_PROCESSING_OF_CAPPED_INTRON_CONTAINING_PRE_MRNA",1.51007730223057,0.0390174022254172,0.343319194124692,1,NA,0.926698248177631
"REACTOME_RESPIRATORY_ELECTRON_TRANSPORT",1.35561931633375,0.240623147688704,0.523707884630273,1,NA,0.939663600482011
"REACTOME_LGI_ADAM_INTERACTIONS",0.691032330074805,0.998421012922904,1.44467660869245,0.236088972612665,NA,1.06785446938363
"REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM",0.953421953642893,0.885775766252012,1.23137726219616,0.109958557452978,NA,1.09239960791953
"REACTOME_HEMOSTASIS",0.948748652082861,0.90954402709279,1.24111805481682,0.0904400099563235,NA,1.09493335344984
"REACTOME_CELL_SURFACE_INTERACTIONS_AT_THE_VASCULAR_WALL",0.891503888347973,0.938776593289953,1.40049074919543,0.104914219975071,NA,1.1459973187717
"REACTOME_SUMOYLATION_OF_DNA_DAMAGE_RESPONSE_AND_REPAIR_PROTEINS",1.51686852537562,0.176735310687669,0.78717220685746,1,NA,1.15202036611654
"REACTOME_SIALIC_ACID_METABOLISM",0.862119038222479,0.90954402709279,1.47339764484918,0.131148684458596,NA,1.16775834153583
"REACTOME_PROTEIN_LIPOYLATION",1.64359413730122,0.156957834865898,0.716074816653218,0.97430647355212,NA,1.17983447697722
"REACTOME_NEUTROPHIL_DEGRANULATION",1.05570835937307,0.714761376248613,1.34020013770849,0.0233340774366092,NA,1.19795424854078
"REACTOME_PEPTIDE_LIGAND_BINDING_RECEPTORS",1.03756195493272,0.767198202054795,1.37154492009246,0.122179408657028,NA,1.20455343751259
"REACTOME_EXTENSION_OF_TELOMERES",1.45924721165294,0.235518772992966,0.966849946169845,0.778021205061853,NA,1.21304857891139
"REACTOME_PURINE_RIBONUCLEOSIDE_MONOPHOSPHATE_BIOSYNTHESIS",1.00355222257833,0.852059925093633,1.43970744342281,0.23364808482605,NA,1.22162983300057
"REACTOME_SODIUM_CALCIUM_EXCHANGERS",1.68720029017039,0.119572000973529,0.763467533427491,0.940695497484044,NA,1.22533391179894
