"pathway","HET","padj_HET","MUT","padj_MUT","description","mean_coef"
"REACTOME_CHOLESTEROL_BIOSYNTHESIS",-1.73721479467032,0.141429461907842,-1.93589319760677,0.00665487292056106,NA,-1.83655399613854
"REACTOME_AFLATOXIN_ACTIVATION_AND_DETOXIFICATION",-1.99816053908321,0.00943739580757604,-1.65327079349541,0.094324698645719,NA,-1.82571566628931
"REACTOME_PTK6_REGULATES_RHO_GTPASES_RAS_GTPASE_AND_MAP_KINASES",-1.71779924301816,0.128503948953361,-1.91708313756713,0.00681314619996619,NA,-1.81744119029264
"REACTOME_SIGNALING_BY_ACTIVIN",-1.58762503404228,0.242479964019015,-2.02060267217589,0.0036874396584387,NA,-1.80411385310908
"REACTOME_XENOBIOTICS",-1.8609159768925,0.0403453596579844,-1.68590595506276,0.078858517128701,NA,-1.77341096597763
"REACTOME_METABOLISM_OF_STEROIDS",-1.79309633450195,0.0133090348411813,-1.69638906813963,0.0158088993932694,NA,-1.74474270132079
"REACTOME_SUMOYLATION_OF_INTRACELLULAR_RECEPTORS",-1.51980212157418,0.238368533417852,-1.91826030799494,0.00582217451420981,NA,-1.71903121478456
"REACTOME_SHC1_EVENTS_IN_ERBB2_SIGNALING",-1.52329569439638,0.287834087515944,-1.81482999975305,0.0209450051326754,NA,-1.66906284707472
"REACTOME_SIGNALING_BY_NOTCH3",-1.69618823644082,0.111777065995341,-1.63962983982499,0.099748102466223,NA,-1.66790903813291
"REACTOME_SYNTHESIS_OF_PE",-1.79353326601474,0.117489510151805,-1.5411671078274,0.122179408657028,NA,-1.66735018692107
"REACTOME_SIGNALING_BY_TGFB_FAMILY_MEMBERS",-1.4964895873578,0.117489510151805,-1.7958322963586,0.00307958518091275,NA,-1.6461609418582
"REACTOME_PEROXISOMAL_LIPID_METABOLISM",-1.32417689466109,0.372707201086957,-1.93303713152495,0.00502278493673724,NA,-1.62860701309302
"REACTOME_ERBB2_ACTIVATES_PTK6_SIGNALING",-1.4312643391173,0.387393162393162,-1.80778772505432,0.0174444901604579,NA,-1.61952603208581
"REACTOME_ERBB2_REGULATES_CELL_MOTILITY",-1.36620516668278,0.497111395108629,-1.86640684040103,0.0136530552640754,NA,-1.61630600354191
"REACTOME_CYTOCHROME_P450_ARRANGED_BY_SUBSTRATE_TYPE",-1.79622556397859,0.0390174022254172,-1.42090433867371,0.199614065180103,NA,-1.60856495132615
"REACTOME_MACROAUTOPHAGY",-1.19320775573832,0.505117021276596,-1.99242725027324,3.89180066736988e-05,NA,-1.59281750300578
"REACTOME_RHOB_GTPASE_CYCLE",-1.50555461994014,0.117489510151805,-1.66586196801946,0.0250257692998808,NA,-1.5857082939798
"REACTOME_SIGNALING_BY_NOTCH",-1.62340612639899,0.148953529732829,-1.52756573782713,0.105361849735447,NA,-1.57548593211306
"REACTOME_GOLGI_ASSOCIATED_VESICLE_BIOGENESIS",-1.07944996024142,0.74295880284648,-2.06988484242902,0.000376095989354204,NA,-1.57466740133522
"REACTOME_REGULATED_NECROSIS",-1.19334318285402,0.565033749149095,-1.89775345252972,0.00571040691271001,NA,-1.54554831769187
"REACTOME_REGULATION_BY_C_FLIP",-1.28856778013913,0.572596810933941,-1.79877969170255,0.0190381205955936,NA,-1.54367373592084
"REACTOME_TRANSPORT_OF_BILE_SALTS_AND_ORGANIC_ACIDS_METAL_IONS_AND_AMINE_COMPOUNDS",-1.48470977918413,0.148953529732829,-1.59108470745084,0.036230271173877,NA,-1.53789724331748
"REACTOME_TRANS_GOLGI_NETWORK_VESICLE_BUDDING",-1.08384081381402,0.718736616702355,-1.98309879581604,0.000428494988781183,NA,-1.53346980481503
"REACTOME_EPIGENETIC_REGULATION_OF_GENE_EXPRESSION_BY_MLL3_AND_MLL4_COMPLEXES",-1.60334839215747,0.117489510151805,-1.45170111207702,0.158416204110279,NA,-1.52752475211725
"REACTOME_METAL_ION_SLC_TRANSPORTERS",-1.52164553358942,0.260217256958639,-1.5330100528824,0.113171629046172,NA,-1.52732779323591
"REACTOME_INSULIN_RECEPTOR_SIGNALLING_CASCADE",-1.50005840653917,0.191407387479682,-1.53915408352339,0.12723265671644,NA,-1.51960624503128
"REACTOME_SIGNALING_BY_ERBB2",-1.34401596224425,0.354820742467016,-1.68949561820733,0.0426422648646427,NA,-1.51675579022579
"REACTOME_TBC_RABGAPS",-1.28145249253,0.417423994205798,-1.74921700668635,0.0233340774366092,NA,-1.51533474960817
"REACTOME_SIGNALING_BY_TGF_BETA_RECEPTOR_COMPLEX",-1.32278935161584,0.368137160470044,-1.6872074412745,0.0219728224027868,NA,-1.50499839644517
"REACTOME_METABOLISM_OF_NITRIC_OXIDE_NOS3_ACTIVATION_AND_REGULATION",-1.16111285007043,0.714761376248613,-1.8409343130127,0.0235462332283315,NA,-1.50102358154157
"REACTOME_NUCLEAR_RECEPTOR_TRANSCRIPTION_PATHWAY",-1.5266173095102,0.184402615065142,-1.45474096102658,0.196155683675564,NA,-1.49067913526839
"REACTOME_DEATH_RECEPTOR_SIGNALING",-1.48293723580148,0.117489510151805,-1.48669560852112,0.0461620437945155,NA,-1.4848164221613
"REACTOME_SIGNALING_BY_MET",-1.2882071595658,0.419631093544137,-1.67516805010947,0.0310947902811761,NA,-1.48168760483764
"REACTOME_SYNTHESIS_OF_BILE_ACIDS_AND_BILE_SALTS_VIA_7ALPHA_HYDROXYCHOLESTEROL",-1.51468613400973,0.215476822612126,-1.44467722202506,0.2157223183391,NA,-1.47968167801739
"REACTOME_DISASSEMBLY_OF_THE_DESTRUCTION_COMPLEX_AND_RECRUITMENT_OF_AXIN_TO_THE_MEMBRANE",-1.03129136699581,0.822151374214848,-1.9129839446584,0.00931249230876489,NA,-1.47213765582711
"REACTOME_REGULATION_OF_ENDOGENOUS_RETROELEMENTS",-1.61370627588429,0.104472415409193,-1.31559487355594,0.26800810739359,NA,-1.46465057472011
"REACTOME_SYNTHESIS_OF_PIPS_AT_THE_LATE_ENDOSOME_MEMBRANE",-1.39535231358968,0.434873782548201,-1.52949795044929,0.131625563138433,NA,-1.46242513201948
"REACTOME_RHOU_GTPASE_CYCLE",-1.4122346705073,0.321037888408309,-1.51246717243868,0.104914219975071,NA,-1.46235092147299
"REACTOME_LDL_CLEARANCE",-1.3688341742702,0.394000217646276,-1.55363639889771,0.15778532380991,NA,-1.46123528658396
"REACTOME_EPH_EPHRIN_SIGNALING",-1.18535224487774,0.540412657648942,-1.73252876849951,0.0203738729254275,NA,-1.45894050668862
"REACTOME_VITAMIN_B5_PANTOTHENATE_METABOLISM",-1.26702772814502,0.58115671641791,-1.64498193238722,0.0987828006351687,NA,-1.45600483026612
"REACTOME_RHOC_GTPASE_CYCLE",-1.24768832591131,0.470006533230385,-1.66409744113902,0.0235462332283315,NA,-1.45589288352516
"REACTOME_EGFR_DOWNREGULATION",-1.14629257968761,0.688783640226629,-1.76164199318558,0.0228748721405335,NA,-1.45396728643659
"REACTOME_RECEPTOR_MEDIATED_MITOPHAGY",-1.34958200201042,0.505074707836976,-1.54492393115878,0.120533525099174,NA,-1.4472529665846
"REACTOME_PHOSPHOLIPID_METABOLISM",-1.39787453973651,0.117489510151805,-1.49204002149244,0.036230271173877,NA,-1.44495728061448
"REACTOME_GLUTATHIONE_SYNTHESIS_AND_RECYCLING",-1.2675970410586,0.596504550254506,-1.62206014651034,0.0845519776999878,NA,-1.44482859378447
"REACTOME_PI3K_EVENTS_IN_ERBB2_SIGNALING",-1.23882343261295,0.614372483266669,-1.64123986137829,0.0903066011308343,NA,-1.44003164699562
"REACTOME_NEGATIVE_REGULATION_OF_FGFR3_SIGNALING",-1.35674078712729,0.418843793181015,-1.51286501555159,0.15264698939049,NA,-1.43480290133944
"REACTOME_GAP_JUNCTION_DEGRADATION",-1.33794374219816,0.52271774279521,-1.52297558671394,0.219871794871795,NA,-1.43045966445605
"REACTOME_RUNX1_REGULATES_GENES_INVOLVED_IN_MEGAKARYOCYTE_DIFFERENTIATION_AND_PLATELET_FUNCTION",-1.48229911392853,0.191407387479682,-1.37757065579346,0.234141073436298,NA,-1.42993488486099
"REACTOME_CASPASE_ACTIVATION_VIA_DEATH_RECEPTORS_IN_THE_PRESENCE_OF_LIGAND",-1.3364927840887,0.472636815920398,-1.51378411618984,0.210648148148148,NA,-1.42513845013927
"REACTOME_SIGNALING_BY_ERBB4",-1.12737406865676,0.714761376248613,-1.71786547953402,0.0445791767553196,NA,-1.42261977409539
"REACTOME_RIPK1_MEDIATED_REGULATED_NECROSIS",-1.13732473136359,0.689520493749011,-1.70701394456753,0.0505085884160054,NA,-1.42216933796556
"REACTOME_RETROGRADE_NEUROTROPHIN_SIGNALLING",-1.35665657069256,0.499375681474447,-1.48638496574714,0.234141073436298,NA,-1.42152076821985
"REACTOME_FORMATION_OF_THE_CORNIFIED_ENVELOPE",-1.18217118166032,0.58115671641791,-1.66008777317252,0.0434335862354871,NA,-1.42112947741642
"REACTOME_KERATINIZATION",-1.18217118166032,0.58115671641791,-1.66008777317252,0.0434335862354871,NA,-1.42112947741642
"REACTOME_EPHRIN_SIGNALING",-1.20775919200314,0.665448666991763,-1.62857214717894,0.0918217066918633,NA,-1.41816566959104
"REACTOME_RECYCLING_PATHWAY_OF_L1",-1.18553050319146,0.61546499477534,-1.6374856216552,0.0613042583268851,NA,-1.41150806242333
"REACTOME_IRS_MEDIATED_SIGNALLING",-1.43596764995069,0.350154867256637,-1.38396169518576,0.246025397460254,NA,-1.40996467256823
"REACTOME_SIGNALING_BY_PDGF",-1.61845902891878,0.115023529001818,-1.19881825992987,0.405329119868509,NA,-1.40863864442432
"REACTOME_SYNTHESIS_OF_BILE_ACIDS_AND_BILE_SALTS",-1.38924461978602,0.376551247903719,-1.42290735057893,0.137075826505972,NA,-1.40607598518248
"REACTOME_SMAD2_SMAD3_SMAD4_HETEROTRIMER_REGULATES_TRANSCRIPTION",-0.948056328122289,0.863633133217378,-1.86220520123147,0.0236601121835767,NA,-1.40513076467688
"REACTOME_MET_RECEPTOR_RECYCLING",-1.11020357973158,0.76008164142228,-1.6969537980285,0.0428428171965141,NA,-1.40357868888004
"REACTOME_MITOPHAGY",-0.838513362151962,0.964420678599744,-1.96320204261435,0.00127538715225439,NA,-1.40085770238316
"REACTOME_INOSITOL_PHOSPHATE_METABOLISM",-1.61670138491574,0.117489510151805,-1.18191170306429,0.441308847202602,NA,-1.39930654399001
"REACTOME_SIGNALING_BY_EGFR",-1.06044127825381,0.76008164142228,-1.73461280349243,0.0203738729254275,NA,-1.39752704087312
"REACTOME_ASPARAGINE_N_LINKED_GLYCOSYLATION",-0.905832846904308,0.976858872347814,-1.86374567925174,1.04033067174512e-05,NA,-1.38478926307802
"REACTOME_MISCELLANEOUS_SUBSTRATES",-1.35658087320222,0.41057481402393,-1.41282104108698,0.246025397460254,NA,-1.3847009571446
"REACTOME_RHOV_GTPASE_CYCLE",-1.16574636146867,0.596504550254506,-1.60192588858426,0.0927599342655163,NA,-1.38383612502647
"REACTOME_REGULATION_OF_TNFR1_SIGNALING",-1.2306854315508,0.509790222994279,-1.51630379032402,0.094324698645719,NA,-1.37349461093741
"REACTOME_SIGNALING_BY_INSULIN_RECEPTOR",-1.21201162431944,0.52271774279521,-1.52865705180756,0.0854972729163437,NA,-1.3703343380635
"REACTOME_L1CAM_INTERACTIONS",-1.10799409720042,0.686922783488596,-1.61732105931635,0.0391268295166682,NA,-1.36265757825839
"REACTOME_SIGNALING_BY_BMP",-1.08263687097083,0.76008164142228,-1.64170448007401,0.0453724909712742,NA,-1.36217067552242
"REACTOME_SIGNALING_BY_RECEPTOR_TYROSINE_KINASES",-1.23703934915294,0.242479964019015,-1.48727446331303,0.00571040691271001,NA,-1.36215690623298
"REACTOME_SIGNALING_BY_TYPE_1_INSULIN_LIKE_GROWTH_FACTOR_1_RECEPTOR_IGF1R",-1.33780090330612,0.368137160470044,-1.38488119700927,0.222317740048236,NA,-1.3613410501577
"REACTOME_SLC_MEDIATED_TRANSMEMBRANE_TRANSPORT",-1.18971612615291,0.417423994205798,-1.53171464874052,0.0144034617953164,NA,-1.36071538744672
"REACTOME_CELL_DEATH_SIGNALLING_VIA_NRAGE_NRIF_AND_NADE",-1.49390572706867,0.148077918663974,-1.22368875353015,0.358712294043093,NA,-1.35879724029941
"REACTOME_UNFOLDED_PROTEIN_RESPONSE_UPR",-1.10028647257989,0.76196287148122,-1.61181696198168,0.0809534636735134,NA,-1.35605171728078
"REACTOME_ENDOSOMAL_SORTING_COMPLEX_REQUIRED_FOR_TRANSPORT_ESCRT",-0.975780997893718,0.863633133217378,-1.73482692425168,0.0250257692998808,NA,-1.3553039610727
"REACTOME_PYROPTOSIS",-0.936691001870238,0.870975496727104,-1.77347600445995,0.0323547931713083,NA,-1.35508350316509
"REACTOME_EPHB_MEDIATED_FORWARD_SIGNALING",-1.10750173619528,0.718736616702355,-1.60124660826975,0.0602792749167949,NA,-1.35437417223251
"REACTOME_TNF_SIGNALING",-1.15629585509574,0.627877126571814,-1.53641824163286,0.125614044629917,NA,-1.3463570483643
"REACTOME_NRAGE_SIGNALS_DEATH_THROUGH_JNK",-1.59037943166489,0.117489510151805,-1.09465015049388,0.54133461025413,NA,-1.34251479107939
"REACTOME_PI_METABOLISM",-1.46824727718079,0.142483849169178,-1.21655643285418,0.346485289871347,NA,-1.34240185501748
"REACTOME_TRANSPORT_TO_THE_GOLGI_AND_SUBSEQUENT_MODIFICATION",-0.744675084101852,1,-1.93999366586346,3.89180066736988e-05,NA,-1.34233437498266
"REACTOME_NEGATIVE_REGULATION_OF_FGFR2_SIGNALING",-1.1509386581163,0.718736616702355,-1.53344968139166,0.211045653319894,NA,-1.34219416975398
"REACTOME_TRANSCRIPTIONAL_ACTIVITY_OF_SMAD2_SMAD3_SMAD4_HETEROTRIMER",-0.841224965331946,0.974155971628053,-1.83367351286961,0.0124756798652686,NA,-1.33744923910078
"REACTOME_SIGNALING_BY_FGFR3",-1.1483878274061,0.67735930475273,-1.51365183673683,0.109262076948226,NA,-1.33101983207147
"REACTOME_SIGNAL_TRANSDUCTION_BY_L1",-1.10464404300127,0.76008164142228,-1.54407274949108,0.109958557452978,NA,-1.32435839624618
"REACTOME_PEROXISOMAL_PROTEIN_IMPORT",-1.05185507012573,0.76008164142228,-1.593852107441,0.0485356736844755,NA,-1.32285358878337
"REACTOME_INTERFERON_GAMMA_SIGNALING",-1.13193974349943,0.75719738629747,-1.50849650850154,0.125614044629917,NA,-1.32021812600049
"REACTOME_GLYCEROPHOSPHOLIPID_BIOSYNTHESIS",-1.10784262128475,0.640849750771422,-1.5025890118116,0.0428428171965141,NA,-1.30521581654818
"REACTOME_MISCELLANEOUS_TRANSPORT_AND_BINDING_EVENTS",-0.997811131911957,0.844111881257439,-1.60875334916546,0.0918217066918633,NA,-1.30328224053871
"REACTOME_SYNTHESIS_OF_PIPS_AT_THE_GOLGI_MEMBRANE",-1.18593232487738,0.701018729435586,-1.41794294219932,0.2416553252985,NA,-1.30193763353835
"REACTOME_RND1_GTPASE_CYCLE",-0.992605561719399,0.852218847549144,-1.59222840072871,0.0759249062718648,NA,-1.29241698122405
"REACTOME_SYNTHESIS_OF_PIPS_AT_THE_PLASMA_MEMBRANE",-1.46571690753107,0.215396241684334,-1.11237109169989,0.524077770680294,NA,-1.28904399961548
