ProteinID,322_WT_M_imputed_intensity,364_Mut_M_imputed_intensity,393_WT_F_imputed_intensity,323_WT_F_imputed_intensity,343_HET_M_imputed_intensity,344_WT_M_imputed_intensity,345_Mut_M_imputed_intensity,346_Mut_M_imputed_intensity,347_WT_M_imputed_intensity,348_HET_M_imputed_intensity,350_Mut_F_imputed_intensity,351_Mut_M_imputed_intensity,352_HET_M_imputed_intensity,353_HET_F_imputed_intensity,356_WT_M_imputed_intensity,358_HET_F_imputed_intensity,359_HET_F_imputed_intensity,360_1_Mut_M_imputed_intensity,362_1_WT_M_imputed_intensity,365_Mut_F_imputed_intensity,366_HET_F_imputed_intensity,389_Mut_F_imputed_intensity,390_Mut_F_imputed_intensity,392_Mut_F_imputed_intensity,394_1_WT_M_imputed_intensity,395_HET_M_imputed_intensity,398_1_HET_M_imputed_intensity,401_1_WT_F_imputed_intensity,499_1_WT_F_imputed_intensity,500_1_HET_F_imputed_intensity
Q8CG72,17.18210451,17.44118889,17.98894286,16.33686416,19.1929804,18.14652997,14.16669297,14.26800734,17.22691504,14.61617734,16.77819833,13.59631938,17.73111999,13.26873088,14.49072754,13.81709659,16.68053241,17.53596846,16.92038667,18.05308053,16.47104436,18.0540603,17.44780102,17.83907623,18.01313724,17.62308597,17.98050668,17.82558592,17.06047023,17.87572772
Q8CG76,21.83366885,22.17996015,20.75468429,20.70861241,17.62680063,22.65519673,19.46805915,18.95860423,21.72122781,19.16351738,21.41867105,19.03747338,22.15218424,19.37478117,20.12984941,19.56775941,20.24377733,21.83601539,21.76994063,22.66067987,20.42014093,22.77409684,21.87281201,22.1549449,22.3501624,21.84659219,21.92513055,22.51046112,22.04070271,22.51151605
Q8CG79,12.26838884,11.93530687,17.42558148,14.4075472,17.8226896,12.07997343,13.29042513,12.22284941,12.09557012,12.63413661,12.19390691,13.29072016,11.97272115,14.05164802,12.18611011,13.39809436,13.15723119,12.60659329,12.27324389,12.11239152,13.4495381,12.49506373,11.94839872,11.96606189,12.68591413,12.2923982,12.47816241,12.2403737,11.75681381,12.2373516
Q8CGA0,16.13657117,15.96379939,16.84844772,15.19692977,16.51623204,15.17874971,11.92559544,14.70961586,10.85040627,13.86992449,12.17978516,14.62290182,13.90635897,12.66364307,15.8048232,12.80577482,16.72790086,16.45831241,12.24005067,15.02080359,13.49541048,15.38272314,15.80567037,15.56015208,16.24747666,16.04042353,13.61733327,16.17081286,15.52385003,16.02298177
Q8CGA2,10.82894714,12.75927611,18.0029773,16.16183715,17.3056937,13.01143661,13.19258485,13.87374081,13.47067971,14.31734227,14.16411928,14.2090907,11.65028305,12.90638045,13.41407323,12.51346491,13.44894893,14.03167973,14.18827887,13.18339448,13.78506455,13.52239646,13.61030182,10.90118161,13.12581134,12.56332379,13.6192358,13.17455654,11.37131125,11.51427126
Q8CGA3,23.32561069,23.20066193,22.61984241,22.63605008,17.34730726,23.02640282,22.17519474,22.56142587,23.39986243,22.13924014,22.91413277,21.8669701,23.01330918,22.08619866,23.06223511,22.03100639,22.75649643,22.79068509,22.53296118,22.78290105,22.3438509,22.92638858,23.03144718,22.93391157,22.13945891,23.17756149,22.00365506,22.80754585,22.98012602,22.70814179
Q8CGB3,20.11095959,19.73311266,17.00423862,19.45120691,18.05769959,19.78974846,18.59581843,18.75236086,19.90803038,20.18894234,19.57519817,19.01056835,19.86307949,18.83428892,19.78347112,18.84080786,18.90132421,19.93794143,19.61800961,19.78244702,18.88922345,19.55203374,20.0931725,19.6999525,19.54877722,19.98218187,19.62434437,19.5243811,19.59594031,19.64142506
Q8CGC4,12.99544934,15.00438135,15.81157886,16.0860679,17.82991297,16.50742332,14.97604842,13.0484217,15.03147069,17.12985183,15.51853252,13.87333621,14.83835252,12.91283658,15.07005489,12.26963348,14.39291609,16.67465713,16.04508247,16.56169552,13.46886985,16.18937783,12.19989699,15.59658337,16.86942158,15.09471577,16.49056686,15.87974198,15.64538415,16.13014655
Q8CGC6,17.2378543,17.20727092,18.73695502,17.62327792,17.32821003,16.92158778,19.09867842,19.52171751,17.55972623,18.13340517,17.8167254,18.81573438,17.03638466,19.13307949,18.39163073,19.24100252,17.54231027,18.27293228,18.66018699,17.24240612,17.34228868,17.28482867,17.11928102,17.21593341,18.1572423,17.25265514,18.50810037,17.47759603,18.0370863,17.71303896
Q8CGC7,21.40072753,21.31360705,20.59585103,20.64270101,17.8235392,21.41745931,20.35825862,20.66573771,21.3732889,20.58654223,21.10786512,20.51578462,21.46290138,20.08760679,20.36166663,20.70829291,20.20548529,21.15177015,21.03959574,21.33995266,20.48014858,21.59416803,21.38992878,21.30278683,21.55740519,21.39759445,21.1908893,21.30170375,21.06241468,21.22672421
Q8CGF5,17.42432893,17.28305157,17.1209307,15.88970241,17.7501093,16.74337007,16.10115733,12.90740775,16.89402871,15.08322827,17.08971192,17.02775184,16.96633582,16.60866492,17.09889505,16.38578671,17.45227037,16.76993405,16.93795822,16.80677052,16.75712593,16.7373224,17.14803465,16.7291887,16.26808123,17.13509584,16.84771511,16.86625503,16.99472617,16.79470818
Q8CGF7,19.72744085,19.63521403,16.46013365,20.50940063,18.22805537,19.58422155,21.43807634,21.4576741,19.70426865,21.25509716,19.76152252,20.35694742,19.60029362,20.32120641,19.91249624,21.26175747,18.95454936,19.81798837,19.82678296,19.71690392,19.77923732,19.74065659,19.65005726,19.79127386,20.00991705,19.82608848,19.83260119,19.5111417,19.38693008,19.53120295
Q8CGI1,12.99312546,13.42093015,17.10531757,15.83783332,18.29430453,13.31535069,11.80343581,12.56763249,13.83142932,14.63525747,12.25680406,13.18643485,13.49317052,13.10466197,14.19231646,14.0951618,14.66841487,14.22289936,14.06223917,13.26539682,16.3721189,13.04329127,11.62907776,13.19698943,13.49532582,12.96104538,13.5603567,13.63710654,13.08773309,13.10141566
Q8CGK3,21.79585028,21.7253222,22.62251261,22.01843698,22.79437408,21.7539658,20.73505296,20.11903251,21.7920686,21.57214361,21.73401566,20.71011227,21.77186244,20.98641357,20.99210624,20.50210696,20.94839682,21.86915266,21.53879829,21.99899238,20.62404326,21.66011459,21.51707312,21.73029284,21.74411317,21.8577145,21.74267617,21.77677163,21.92085072,21.65403411
Q8CGN4,11.30478196,12.00109333,17.56323776,14.33978237,17.84022287,11.92241341,11.43311052,12.99576485,11.76489464,14.0449574,13.38648682,13.68593895,12.13532886,11.78248608,11.97435717,11.52190113,13.41008029,12.12967089,10.73324058,11.02013926,13.27449203,11.55506655,13.93254194,12.57751077,11.10202528,11.11816311,11.33074795,10.98735271,10.76176609,11.12257197
Q8CGN5,10.82762559,14.25457665,18.10461297,16.26838685,16.64618478,10.92509243,11.07106495,12.95491777,13.17795882,13.87937159,13.12014203,13.11649605,13.3698783,14.04243757,16.54064153,12.56423972,14.11637954,17.0471086,17.68288466,11.71297231,13.60352418,10.41423226,13.15386412,11.9594487,12.46996142,13.00711152,13.97864097,17.35212164,17.94770864,16.89234839
Q8CGP0;Q9D2U9,24.18939445,24.72843743,18.48678456,26.77047418,26.76597962,24.44832034,28.1250447,28.77398192,25.09836805,26.83578149,25.07331149,28.00006636,24.36011334,28.84793307,25.62918871,28.12048298,26.19294726,24.77287261,25.33547809,24.72735228,26.43195263,24.53373371,25.02123275,24.79099156,25.56509307,24.76791783,25.13484345,24.38442743,25.14003634,24.91992917
Q8CGP5,27.55369924,28.40981643,31.359997,29.45806869,30.13731098,27.68657273,30.58458102,32.0982253,27.73730945,29.33463444,28.54564506,30.59508504,28.37313458,30.77330574,28.84023949,31.54855168,29.61930359,28.41381843,29.07248408,27.68191608,29.92205672,27.00286581,28.07016426,27.56029867,28.77242172,27.24207685,28.43728539,28.07645883,27.93914499,28.86056945
Q8CGY8,20.54289445,20.91836485,16.9865118,20.88907186,17.25293991,20.87260887,20.72512846,21.88727025,20.57265058,21.12909653,20.72326435,21.19950102,20.94283221,20.20902165,20.24065194,20.9172176,20.25221516,20.94987373,21.10629919,20.93598266,20.3301563,20.97574218,20.59092719,20.77045629,21.18835045,20.71999125,21.04656063,21.24882277,20.8901299,21.08620704
Q8CGZ0,19.24615501,19.58089927,16.3439123,20.3029239,17.21184149,19.10584795,20.33194971,20.16841771,18.92819881,21.02267315,19.38327567,20.11246425,19.31009917,19.75441863,19.1853562,19.82862725,19.38826341,19.70867994,19.54559407,19.52544821,19.58835991,19.34131953,18.72848133,19.2244491,19.92522528,19.31244945,19.88484249,19.68326211,19.59479676,19.66419324
Q8CH02,15.8857203,15.79851688,18.06222098,16.01373001,18.57984573,16.159934,15.75880478,15.6422719,15.82787,15.79165001,16.09938402,15.19583737,16.12812136,15.24470977,14.91852675,15.71747097,15.19522268,16.25655043,15.99939875,16.21958107,15.19098944,16.40538206,15.76213507,15.94200749,16.59968964,15.89772233,16.58824813,16.08359367,15.63367603,15.96212341
Q8CH18,20.61061303,20.71029356,21.10053869,21.44633157,20.79519466,20.69035827,22.97629199,23.27132095,20.45127416,22.2955543,20.75439409,22.38069664,20.66960102,22.08420144,20.75713151,22.84433087,20.77097146,20.83695768,20.56284023,20.76833549,21.73535545,20.73825538,20.42874666,20.66935892,20.97385438,20.63180246,20.78037659,20.65756818,20.5514222,20.52260897
Q8CH25,19.11362993,19.24085757,18.12817326,19.16531819,17.32348464,18.97039613,18.76401445,18.76806696,18.88002826,19.78553778,19.12664961,18.9086384,19.04696434,17.89974667,18.52595073,19.48897003,18.19936494,19.4712676,19.25522146,19.34978531,18.08637641,19.14919861,18.90982473,18.87287297,19.56308766,19.07312281,19.48218207,19.13302255,19.53069153,19.27992416
Q8CH40,12.75727701,12.94915934,18.12903388,15.78211372,17.00677884,14.09973617,11.52303944,13.95198723,12.40043749,15.09207139,12.66394111,13.86572289,12.66256716,11.41692854,11.16069672,10.25161461,11.65407106,11.16988449,11.47368414,10.63647605,14.21458685,12.65676201,13.0134685,12.63674637,11.78138802,11.61266088,10.94177955,13.38680852,11.73240101,11.49234675
Q8CH72,16.96392005,16.90143851,16.80891264,14.22790162,18.9004743,17.24156246,15.85754456,11.65573925,16.7124033,15.55566,16.61012858,16.1411472,17.07420597,13.11743004,16.74251476,15.98097851,16.17655901,17.0713971,17.13234509,16.94017937,16.25641709,17.32890385,16.66708389,17.08181038,17.29114994,17.0300099,17.16994741,17.2086755,17.1033812,17.27727153
Q8CHC4,17.45021256,17.24543491,16.59152199,15.48418368,18.60728219,17.57785094,16.45994332,16.30656719,17.50028973,14.58641791,17.0388498,16.34669979,17.48913766,16.62602671,17.27322469,16.30995713,16.91893208,17.26219709,17.0686392,17.25756686,16.63204248,17.42677166,17.29508041,17.23434312,17.15609083,17.30508398,16.84104118,17.15048681,16.96694172,17.2158496
Q8CHC8,14.63718923,10.12717057,16.89804434,16.34700175,17.39395509,11.87059294,12.90928647,9.536975807,10.34203512,12.67922578,12.27857838,12.83719056,11.26867778,13.9839577,10.39995767,12.60483152,14.04452339,12.91073611,9.082529197,9.422464556,13.66101545,10.98676743,12.88469148,13.30124825,12.25542714,12.34537884,13.62664442,9.242335192,10.79629213,11.59477714
Q8CHD8,19.21424437,19.38674752,16.75628561,18.99760813,17.84413341,19.72181947,18.49425019,19.0926706,18.84702863,20.51721944,18.72658012,18.24468828,19.0403468,17.76917777,17.666617,18.67130058,17.98459886,18.7932803,18.16718712,19.5418883,17.7074737,19.45873947,19.08220552,19.1632314,18.7650683,18.47151237,18.54488911,19.0600081,18.63454749,19.15641398
Q8CHG3,22.1169068,22.03482634,18.28996244,16.15565704,16.65371387,22.0842864,20.87734989,20.99467407,21.89584279,21.76617928,21.93175029,20.9175001,22.1004684,20.89310724,21.40222023,21.06741779,21.12878427,21.85203121,21.70063658,22.08374603,21.16155172,22.12658391,21.94954292,22.03044599,22.30629082,21.92392247,22.00957506,21.80295165,21.53358815,21.85790094
Q8CHG5,15.20252511,15.49005005,17.1921555,15.13373972,17.89773951,15.30989369,15.30398845,15.88868856,15.4457374,15.57397675,15.66673535,15.88992129,15.59117751,16.91989835,16.25983068,16.27858736,16.77722117,15.46550362,14.9637379,15.55215,16.72422495,15.44817278,15.57104689,15.75120731,15.07965807,15.53598099,15.37732381,15.49144049,14.97812703,14.94333927
Q8CHG7,14.14217639,14.44231735,16.92833546,16.31165682,17.06993193,14.23231893,13.18724295,15.19527775,14.45187261,15.70620281,13.50406259,13.46435636,13.91819339,12.27108553,14.24408675,15.2945775,13.8541203,13.9355042,13.87009154,14.21852593,13.5071862,13.74046006,14.12688271,14.44774936,13.69891466,14.08754418,13.39179181,14.3655431,13.35257028,14.48525356
Q8CHH5,11.50097417,13.91820081,16.74642238,15.31309876,17.37195604,14.31145102,15.61663265,13.60846682,11.78959057,13.34729723,13.53200651,13.57432743,10.50731689,14.33360482,12.80021482,14.94726729,12.6803436,14.54749651,14.61338936,14.46304129,13.2240925,14.39928604,14.61530835,14.35576014,14.7361797,13.12532143,14.99358147,14.53880271,14.87397795,14.68229442
Q8CHH9,17.26115028,17.04842923,16.76172661,17.35880553,16.87231926,17.48980075,17.19673201,16.23090774,17.77802559,14.40346768,17.67151108,16.60314255,17.61446469,16.9464687,17.29127952,17.03755441,16.74592695,17.82881751,17.45691225,17.52618185,16.87165175,17.47381638,17.82657276,17.3814853,17.6928861,17.40344975,17.47829586,17.63285215,17.24621965,17.38140304
Q8CHI8,18.80072233,18.6901919,16.97586593,18.70208603,15.94170371,18.49368033,19.13327374,20.00186625,18.80006874,19.06851768,19.14354548,19.77170741,18.84479794,18.60572523,19.26585445,19.67890726,18.49663016,19.3048406,19.19686249,18.70706319,18.29432378,18.78358616,18.48832162,18.89123244,19.19229465,18.68965043,19.28096558,19.11635967,19.11575198,19.07516504
Q8CHK3,19.30909521,19.31477709,18.1011213,19.49634263,16.4674595,19.63007024,18.77388702,18.66626706,19.97409568,19.55693531,19.59611999,19.34692858,19.70809024,19.04520906,19.25976833,19.49639391,19.56717839,19.31584371,19.73536348,19.64514707,18.61009697,19.25500955,19.49853189,19.5598385,19.0873328,19.50406001,19.27204404,19.5440904,19.86834073,19.67496753
Q8CHK4,14.32146672,14.1538723,18.4361467,15.90931669,18.0831825,14.46830751,15.47534434,16.04954033,14.36282178,15.97148476,14.61459675,15.73702809,14.91255713,14.57211484,15.14982933,15.62503491,14.65676835,15.14685206,15.16381101,14.58833283,15.38135237,14.43577135,12.09263593,14.95043299,14.96838068,14.9663962,15.05985908,14.74532847,14.46893383,14.85375548
Q8CHP0,17.98294831,18.00828788,18.27219987,16.32768584,16.5031584,17.53276655,13.94722061,12.9548551,17.8776542,17.66779265,18.06312111,18.73439408,12.89761832,11.91154442,17.65704433,12.31963256,12.00871116,16.7423565,17.69833841,17.9768641,13.68143865,17.57617822,16.86252666,17.71502885,17.44229886,17.96151623,17.67331135,17.83355115,17.06479084,17.72407395
Q8CHP5,18.62323838,18.92090548,16.93041428,15.91591257,17.04473161,18.75740565,17.26492909,12.4645099,18.1034184,17.91910545,18.42706911,13.15958158,18.35677857,12.89228999,17.67135729,17.12197562,15.74282724,18.32407013,18.20515018,18.66015859,13.37525123,18.9938843,18.22098064,18.68256219,18.93595805,18.31482138,18.54590106,18.21771897,17.90125759,18.40599629
Q8CHP6,15.25500796,15.64269341,17.4914679,15.11734585,17.36904982,15.43069195,16.33917179,15.98493944,15.23155805,16.72688223,15.86489385,16.43932093,15.6329607,16.39725717,15.04432142,16.00662992,15.30750175,15.68842172,16.01909062,16.01275732,15.57542691,15.42837754,15.48631918,15.53985254,16.46156997,15.38433572,16.50246995,15.90700289,15.8736021,15.9487627
Q8CHP8,20.35588292,20.72842644,15.67121319,16.24459712,16.78695727,21.16070541,18.92920036,18.42338834,20.09434181,19.01259937,19.97757538,14.36926923,20.75671672,18.60882127,18.09929999,18.20667718,19.06474939,20.30562136,19.8256807,21.13211654,19.16310477,21.15685706,20.25149348,20.82503716,21.20572992,20.48629765,20.4644001,20.5979857,19.91539626,20.61696121
Q8CHQ0,17.02565054,17.0326963,17.2987001,16.74783361,17.37151533,17.1560967,11.72737017,13.96436983,16.69936514,14.25501205,16.48331515,15.93115638,17.03519581,14.96396474,16.25411377,14.20797933,15.5295818,16.49518373,16.69478743,16.67481605,16.0354375,16.93650519,16.62914862,16.64629143,16.22242434,16.63759061,16.12191712,16.72896715,16.49083443,16.73564672
Q8CHQ9,15.7492689,16.64133791,17.0457482,14.90570649,17.90382453,17.12309432,17.14357239,17.01643298,16.77805054,14.87842443,12.35105164,18.40556609,16.22597926,17.75769129,17.18541248,17.80590128,17.39583152,15.87669308,14.99503345,16.27716102,17.86737611,15.53738357,11.74735416,16.0690866,15.1655683,16.31724732,15.35760773,15.92522381,15.40617787,15.55794349
Q8CHR6,20.77390139,21.2481433,19.84612494,19.76530401,17.2314158,21.87080165,19.20632223,18.91883635,20.71431431,19.4702295,20.5175773,18.87259092,21.06026931,19.22616505,19.04755438,18.88321225,19.44100825,20.31593126,19.96488149,21.56498295,20.04464544,21.74365108,20.76308206,21.24516813,20.86256245,20.67377695,20.25851978,21.04613606,20.40178491,21.0635359
Q8CHS2,18.36585979,18.54847691,16.78498572,15.47749144,16.78431682,18.42145523,16.94830524,11.91400813,18.27355548,17.43205042,18.36532012,18.66372063,18.2285361,17.48110952,17.98710561,17.14049457,17.99154495,18.10666326,18.44526596,18.485972,18.20453808,18.3141626,18.44529547,18.36683817,17.8665969,17.88377184,18.34213799,18.37357441,18.34768157,18.49347883
Q8CHS8,16.08982471,16.38346747,17.21238404,16.38519008,17.90408211,16.61897364,15.14139462,15.20111411,15.66157713,15.95828079,15.32010539,14.46020633,16.26750034,13.15618403,15.35379347,15.03158282,15.55231806,15.52273507,15.70069828,16.65133281,15.03909218,16.51504623,16.01930329,16.54372127,16.35226972,16.03165153,15.43598838,16.10775531,16.01997972,16.04022321
Q8CHT0,20.91061716,21.13872424,16.33306363,19.26612581,17.5583615,21.06246323,19.02798252,18.40141007,20.33579981,19.09930415,20.04309343,18.49425858,20.59348127,18.63817437,18.21755353,18.4497349,19.15595826,19.59027787,18.93499784,20.93584173,19.32701173,21.01580606,20.63517306,20.71808314,20.26454933,20.37084944,19.62079401,19.9313827,20.04958595,20.09942171
Q8CHT1,17.84092769,17.70954963,17.26642274,17.70224481,18.509711,18.10290622,16.78999625,17.2236889,18.0312491,17.8387172,17.88424274,17.33547788,18.0669996,17.32124978,17.99193286,17.21672584,17.70516378,17.97517547,17.92016465,17.93153757,17.41584158,18.03002707,18.10181445,18.00353433,17.65843996,18.14399461,17.72483597,17.73077109,17.48645743,17.65701971
Q8CHT3,17.45147045,17.40885018,18.13463581,17.99236126,18.35050048,17.34611683,17.2156314,17.6977095,17.71103437,17.93247529,17.85838841,17.6510466,17.74828294,17.37264494,17.96560325,17.48489671,17.2814476,18.10044058,18.37646426,17.6263206,17.35688293,17.59019265,17.25968253,17.67294596,18.00630421,17.46224239,18.28626998,18.13548942,18.33468034,18.08853891
Q8CHU3,11.67263928,10.10654787,16.74198051,14.9648019,17.41286565,10.68841176,13.38070438,13.82361228,12.27564539,12.98212839,14.94664761,12.29722094,12.02247761,13.39942099,13.90790086,13.01261834,13.40997145,11.65305307,12.28777475,12.74335719,14.00853105,10.93723255,13.36560251,12.80421085,11.49206401,11.61792078,8.940114361,12.02177458,9.612030285,11.33570428
Q8CHW4,18.15155003,17.94610562,17.82190791,14.30087195,18.20253922,17.82002888,17.84629055,17.98516466,17.81083441,17.86334489,18.21739676,17.47749469,17.90422651,17.58072925,18.45038913,17.83733231,17.60994807,18.4746644,18.3887694,17.98947596,17.64149044,17.97880219,17.99372307,17.85908307,18.32933558,17.84600285,18.16864475,18.5301906,18.51107581,18.35610095
Q8CHW5,15.81429714,15.38121103,16.87375241,15.23828798,17.20087773,15.5594033,16.29672546,12.87644011,15.32000966,14.6984253,13.9507376,11.22630071,14.82662539,14.2868863,15.67412807,13.74403352,11.29668805,16.01077234,15.81547849,15.97920997,12.54877603,15.86395011,15.50689925,16.1601774,15.88434786,11.63037215,15.90983181,15.55400268,16.14181236,15.94462852
Q8CHY3,17.94418387,17.74998358,17.60323804,16.43328364,18.15005884,17.62006617,17.09684642,17.02291458,17.55435599,17.77450192,17.70338808,18.31817682,17.77772648,17.24270051,18.62828884,17.9275564,17.73731506,18.16874628,18.18661518,17.47656513,17.51211966,17.76301472,17.61294265,17.61331981,17.69531863,17.82246503,17.78441851,17.63952587,17.50481719,17.63122553
Q8CHY6,17.83038972,18.26457599,16.97282395,17.56229239,17.55112236,17.80261043,17.23431132,17.75246058,17.81465913,18.14035658,17.73035059,17.62453573,17.91162258,16.61365974,16.74195368,17.54904478,16.45699472,17.8301089,18.02227224,18.27126167,16.36659457,18.19121686,17.47485461,18.12230052,18.63412543,17.73105774,18.31121929,18.10222846,18.24856042,18.19696873
Q8CI03,12.97291866,10.04938467,19.88334583,14.57453815,17.09042593,13.2029824,14.6997566,14.14325826,13.5504441,14.15224158,12.24287486,14.2495555,12.84507706,12.96400965,11.4022114,12.76464665,13.02242054,11.5130641,10.79750986,11.72889078,12.02744873,11.17747141,13.52448054,10.6559515,13.01676064,12.68653234,10.91030714,11.69545794,10.8511365,11.59294301
Q8CI04,21.92083073,21.9504421,16.66822565,21.65863018,17.52700832,21.94468645,20.69314926,20.86603938,21.93916529,21.92924031,21.87523818,21.47478263,21.93045315,20.95958709,22.27879956,20.93269764,21.14462385,21.72586823,22.11942341,21.88925157,21.10447284,21.81636585,21.83329069,21.84427296,21.66954853,21.93689625,21.63005222,22.24505277,22.19876959,22.01865764
Q8CI08,18.00172226,19.42573188,17.71609058,15.42688862,17.6491231,18.67577875,12.02018596,13.96575332,18.23194805,19.35971525,17.67430331,13.17724811,18.79829716,13.07516246,15.84123209,13.74702274,12.0490265,18.83076857,18.7221665,19.53036063,14.07736233,19.05516057,18.54033662,18.66688953,19.85349997,17.85622959,19.25832906,19.10089474,18.91835699,19.42872257
Q8CI11,17.53365532,17.33085038,16.08239699,18.17871244,18.69399382,17.10536185,20.1069652,20.4041382,17.96873151,20.40384246,18.43391131,20.02040159,17.19977523,19.60669915,19.35112811,20.26937289,18.47667751,18.93868404,19.18945672,17.23278568,18.51801007,17.46943341,17.69934893,17.45660991,18.65673187,17.63060426,19.21208361,18.25738611,18.13736478,18.12099073
Q8CI15,18.20982563,18.10344716,18.06261072,18.1202063,18.21425845,18.27974107,17.48025432,17.01195473,18.62434301,12.27698813,18.35534434,14.91580698,17.93118953,17.441099,18.83523643,17.50742062,18.55567942,17.77156461,18.11825601,17.84629566,18.48449195,17.98821413,18.45846458,17.90861305,17.41149376,18.417048,17.65747371,17.73529337,17.43255753,17.85413714
Q8CI32,19.31563219,19.2276957,17.66504516,16.35324951,17.17340863,19.72446651,18.98304791,18.67444315,19.6525534,18.91903344,19.55653124,18.57647894,19.66754611,18.73233607,19.0931207,19.2571253,18.73140282,19.66511176,19.51028295,19.5063041,18.84733123,19.37693516,19.68450879,19.65858644,19.77433742,19.49256006,19.58356807,19.64004162,19.49702179,19.44703492
Q8CI33,16.46221448,16.64671754,17.50641612,15.65287032,17.44932176,16.39611043,13.24218762,16.1328145,16.52520195,16.42748164,16.69489661,12.94495926,16.59855255,13.70223723,15.71145002,15.74770158,15.45492783,16.90468049,17.11133045,16.91347081,14.17504824,16.97200684,16.388177,16.69789087,17.52887464,16.46992035,17.36105212,17.13087327,16.5783596,16.96086794
Q8CI51,20.66121969,21.14025203,20.72401702,20.39459539,20.5838372,21.49267035,19.95364113,19.87118773,20.45734606,20.66494598,20.05499544,19.74384709,20.9293397,19.41774566,18.73396613,19.35733877,19.49029712,20.41730754,19.96747525,21.43946327,19.59053672,21.47183143,20.67894438,20.97054314,21.2412704,20.69299367,20.63702755,20.99245773,20.56439861,21.06675545
Q8CI52,18.15446426,17.86903861,17.72980767,16.05089245,18.02742973,17.86286719,16.82544916,13.60932491,17.77469815,17.49932974,17.70354123,17.08287989,17.91245131,17.02426804,17.80594449,16.62882488,17.17782301,17.57294543,17.37367126,17.69000809,17.03244943,17.74637366,17.85269499,17.73148267,16.86703899,17.92811941,17.10613188,17.80794136,17.68530821,17.67349147
Q8CI59,18.89716614,19.02017675,17.1076552,16.86000883,16.39409007,18.65508425,17.93651739,17.49061684,19.59474129,18.35600634,19.74366755,18.7959269,19.30556021,17.96733562,19.78684825,18.25490134,18.84779522,19.98008747,19.7978835,19.05429073,18.483195,18.77629851,19.46029443,19.18677439,19.27909051,19.4868683,19.4793233,19.52873881,19.74789469,19.48324432
Q8CI61,11.26478361,11.72440669,16.90481728,16.3064361,17.63025984,10.93658384,13.75185915,13.27047939,11.05131275,14.46404859,11.05472237,14.16229787,11.50978371,14.93752758,13.85064384,14.48698477,14.0588816,11.1854448,11.73810466,12.78449395,14.18869641,12.38695779,11.54513274,11.10261649,12.92864952,11.19256797,12.45391281,12.29887323,11.84410917,12.09496945
Q8CI70,15.55471536,15.49827766,17.69652601,16.0694709,17.65241438,16.10059161,14.07197689,13.08123372,15.23047323,13.06958166,11.911747,15.01855815,15.82176715,11.79489253,13.03292512,11.88293514,14.40827643,15.38269253,16.31081399,15.8262363,12.6359439,16.06730076,15.68927189,15.20010109,16.43024459,15.52287365,16.04325719,16.71024054,17.07946353,16.7824754
Q8CI71,18.43004368,18.35031012,17.74117053,18.72555634,18.32439108,18.48408133,17.38097906,17.52476542,18.4690684,18.40176168,18.64449647,18.09875525,18.55379114,17.8232451,18.95813099,17.5348065,18.21059507,18.6768898,18.80870335,18.266966,17.9392258,18.23878456,18.53811062,18.3875117,18.06775514,18.36144368,18.38466866,18.30489599,18.25645,18.30476707
Q8CI75,16.99901831,17.39344006,18.2274253,15.9927706,17.93252907,17.64294501,11.80220687,15.89839846,16.80664711,14.13055263,16.58301494,16.06227256,17.25684447,16.2078616,16.42914957,15.88444678,16.13479635,17.29059624,17.02309318,17.79975285,16.26346062,17.71609398,17.1239282,17.26564694,17.79928655,16.86744649,17.34786661,17.44292892,17.29839528,17.38882126
Q8CI78,20.359431,20.11066185,17.6317942,14.73025231,18.03389478,19.76144376,19.8154497,18.63116538,20.23183288,15.01395866,20.43119265,19.20054223,19.70211784,20.02197504,20.54813886,19.38948143,20.14269621,19.76656566,19.62368725,19.82041439,19.95741144,19.83772983,19.8842356,20.12138506,19.2054689,20.20874048,19.5004267,19.74734408,19.97755486,19.7419263
Q8CI85,17.36530548,17.55725273,17.4342472,16.25930468,17.76772381,17.17879699,16.94322208,12.94080661,17.18191946,15.22415301,18.00620789,13.22224566,17.87756329,17.53338238,18.34229383,17.11402663,18.6393045,17.9430083,17.34405616,17.16148695,18.29435383,17.58299289,17.7518954,17.12894949,16.97673157,17.51436129,17.2831701,17.6117217,17.40082736,17.22934695
Q8CI94,19.33030201,19.79326838,20.22483206,19.96803692,20.00523536,19.97505062,20.31563508,19.61691447,19.22295627,19.81236899,19.16708092,19.78924123,19.70442975,20.12262959,18.98009747,20.2432089,19.31793647,19.61422341,19.51326324,20.26519875,20.41743043,19.97587785,19.39716923,19.84537511,20.07726049,19.33904819,19.76896831,20.09987993,19.79927082,20.19258142
Q8CI95,19.29888317,19.4081821,17.37996903,16.03190004,18.11322534,19.43141324,18.59449156,18.32352332,19.64905562,18.51963252,19.4648729,18.73364894,19.49487039,18.60485327,19.73866528,18.57765422,19.12665216,19.25444496,19.27343824,19.64319461,18.90876392,19.48591344,19.39149486,19.41579828,19.11042901,19.6410232,19.05075286,19.06482672,19.28114625,19.04767765
Q8CIA9,5.686591753,7.988510382,18.18879369,15.92589746,19.28907308,7.610478295,13.16229012,13.86149623,7.187066374,14.19580351,7.258338852,14.20831339,7.493251138,14.16810763,7.712130954,8.6928942,12.85729126,7.945394335,6.977682588,6.843990332,8.232419194,8.001163672,13.29471062,7.673728107,11.57783121,7.912871741,8.088728253,11.96634863,7.495642335,7.719671727
