feature	s__Bifidobacterium_pseudolongum	s__GGB80032_SGB42945	s__Atopobiaceae_bacterium_FL090493	s__Coriobacteriaceae_bacterium	s__Parvibacter_caecicola	s__Adlercreutzia_caecimuris	s__Adlercreutzia_mucosicola	s__Adlercreutzia_muris	s__Eggerthellaceae_bacterium	s__Enterorhabdus_sp_P55	s__Bacteria_unclassified_SGB63107	s__bacterium_D16_63	s__bacterium_D16_76	s__GGB14001_SGB21428	s__GGB30048_SGB42949	s__GGB28904_SGB41597	s__GGB28898_SGB41580	s__Bacteroides_SGB40318	s__Bacteroidales_bacterium	s__GGB27849_SGB40283	s__Barnesiella_sp_CU968	s__Duncaniella_dubosii	s__Duncaniella_muris	s__GGB27919_SGB40357	s__GGB3583_SGB21441	s__GGB46159_SGB63927	s__GGB70852_SGB95305	s__Muribaculaceae_bacterium	s__Muribaculaceae_bacterium_Isolate_013_NCI	s__Muribaculaceae_bacterium_Isolate_110_HZI	s__Muribaculum_gordoncarteri	s__Muribaculum_intestinale	s__Paramuribaculum_intestinale	s__GGB1503_SGB2082	s__GGB24146_SGB35950	s__GGB27872_SGB40306	s__GGB24149_SGB35953	s__GGB27861_SGB40295	s__GGB75879_SGB103683	s__GGB27866_SGB40300	s__GGB27885_SGB40319	s__GGB27485_SGB39778	s__GGB75725_SGB102612	s__GGB27929_SGB40368	s__GGB27860_SGB40294	s__Lactobacillus_intestinalis	s__Lactobacillus_johnsonii	s__Ligilactobacillus_murinus	s__Limosilactobacillus_reuteri	s__GGB28981_SGB41694	s__GGB28772_SGB41425	s__GGB28778_SGB41431	s__GGB30298_SGB43262	s__GGB79760_SGB63182	s__GGB28967_SGB41417	s__GGB3171_SGB4185	s__GGB28330_SGB40904	s__Clostridiaceae_bacterium	s__Clostridium_SGB40327	s__GGB24132_SGB35935	s__Clostridiales_bacterium	s__Dorea_sp_5_2	s__GGB25041_SGB36960	s__GGB27873_SGB41457	s__GGB27876_SGB40310	s__GGB28766_SGB41418	s__GGB28988_SGB41701	s__GGB30861_SGB44083	s__GGB42598_SGB59794	s__GGB42646_SGB59844	s__Lachnospiraceae_bacterium	s__Lachnospiraceae_bacterium_MD308	s__Lachnospiraceae_unclassified_SGB41402	s__GGB28849_SGB41516	s__GGB28879_SGB43526	s__GGB30461_SGB63209	s__GGB30466_SGB63211	s__GGB45650_SGB63364	s__GGB75074_SGB102167	s__Neglectibacter_sp_X4	s__Hungateiclostridiaceae_bacterium_KB18	s__Faecalibaculum_rodentium	s__Turicibacter_sp_TS3	s__GGB24148_SGB35952	s__Parasutterella_sp_NM82_D38	s__Turicimonas_muris	s__GGB28310_SGB40880	s__GGB28317_SGB40889	s__Akkermansia_muciniphila
X72_SLC_SMT_NEG_137J	-13.4328985909493	-12.0923980075455	-15.0306026944594	-10.3974036468818	-16.2359690939207	-15.1471598269629	-16.644945194326	-11.8294408317131	-14.0949487830151	-14.3669232332021	-13.4743526305652	-18.6967195714228	-15.5415399873484	-17.8387385762952	-12.0857405378132	-18.3050984408	-14.0853238225	-14.7643846395128	-14.7370069428283	-15.4434838055976	-17.687217442544	-14.1887678101396	-14.2898215498264	-16.1306655332517	-16.4796291635425	-14.4526379209737	-17.5267945699805	-16.9462467830683	-14.3551981624325	-16.5376643059267	-10.3007169306892	-11.0309997863352	-14.3037652432698	-11.3777462252338	-14.2934707450974	-16.630286961049	-15.7432596614211	-16.3726095975398	-15.4995028783127	-17.4190876216075	-14.4044472727187	-16.1056770447003	-17.310209323138	-15.2857574372245	-18.6531278884111	-17.4283427654026	-16.9323299403805	-17.8798625204864	-15.7876527673181	-12.7346992456566	-16.7312338920974	-17.6146909200259	-17.6113501844093	-18.3888667984926	-14.6465973257841	-16.572060027429	-15.9395659432177	-15.3048747845091	-16.6247163750002	-15.3369700111005	-19.3763775313011	-16.9140243825882	-16.6174650171399	-18.9449207083615	-14.376938399054	-17.4065312892336	-15.1034672938538	-13.4055223276425	-17.9193291179147	-15.3936051147893	-14.2248651739312	-14.5469724519181	-16.8117313623388	-17.3836308871235	-18.6498438331235	-16.5521366114805	-16.0590894097232	-16.4138340339563	-19.3087058192903	-17.4436745227821	-18.0395762052611	-5.12768940437762	-19.6983056261885	-16.1287268387226	-14.2480650963078	-16.6008261043951	-9.3345702611742	-16.8458628146023	-13.7860139115095
X71_SLC_SMT_NEG_101J	-7.11333006809473	-6.34500107845511	-7.47766634138836	-2.84446709637724	-10.0425927961574	-6.93728557332841	-10.7861040105319	-6.50389674738357	-10.1632214367715	-9.04332540759419	-8.64077646294352	-18.6967195714228	-11.1618285857859	-6.44756412703546	-8.38729037804471	-18.3050984408	-14.0853238225	-7.02708946620535	-6.42654950781441	-5.82223887261817	-10.2616626142218	-6.89171395595689	-8.72576405968797	-1.80411833258395	-7.02586722684439	-8.95202050004946	-5.00366893331993	-8.21536447495122	-9.25783131796948	-9.07696525905772	-5.76291577981231	-6.45921809068047	-6.57913845109887	-5.82949675230723	-7.02878874050356	-10.5481175596314	-8.79440510239589	-9.74024284112033	-10.1362027781104	-9.19237997073523	-9.61611088513534	-12.6723729118548	-11.783653572506	-9.27719807910344	-9.08967880003008	-13.6266400554339	-11.2256696682906	-14.1984870563648	-15.7876527673181	-8.72583756344755	-6.90004602651527	-11.724294770386	-16.6113501844093	-11.7426205837943	-9.27010601412148	-16.572060027429	-13.7455982835942	-13.6509992610623	-10.2459763837229	-4.42652710751462	-11.6831796668114	-11.4303626230315	-16.6174650171399	-18.9449207083615	-7.78572085512612	-9.79687388595601	-12.0976463668579	-8.20738850430931	-8.42725156011381	-15.3936051147893	-9.26721473342812	-9.63876824718806	-5.10651923408139	-17.3836308871235	-14.6509992610623	-16.5521366114805	-16.0590894097232	-11.1907557712494	-13.0191633569202	-11.6969470400679	-18.0395762052611	-3.94068060569907	-19.6983056261885	-6.61873598228895	-11.3776727617356	-8.72539659705363	-2.94063395309772	-12.9584836191863	-5.65802147604127
X70_SLC_SMT_NEG_17J	-4.77744855522585	-9.51194255546201	-15.0306026944594	-2.82847791254539	-15.2359690939207	-14.1471598269629	-16.644945194326	-7.58674143464453	-11.2619643024537	-12.2359690939207	-13.4743526305652	-18.6967195714228	-15.5415399873484	-8.23400247295199	-8.5617487967679	-18.3050984408	-14.0853238225	-5.33328293775628	-6.55822149171881	-5.68159342215346	-17.687217442544	-7.43096742127254	-8.22084170207214	-2.8928098220423	-7.57911864432731	-6.0173770289107	-2.99700523474358	-6.98202783670945	-9.06064727340144	-8.22865254701573	-6.17253120967599	-5.55889269478953	-9.08848148159816	-5.07537731016562	-8.86867569482444	-16.630286961049	-8.37719866236257	-10.4253464580292	-6.61014430654687	-9.78593617328567	-11.0711419601181	-11.5443640331544	-17.310209323138	-9.7827964657551	-7.52806222082529	-17.4283427654026	-16.9323299403805	-17.8798625204864	-15.7876527673181	-12.7346992456566	-10.8295447249466	-17.6146909200259	-17.6113501844093	-18.3888667984926	-14.6465973257841	-16.572060027429	-15.9395659432177	-15.3048747845091	-10.7568946023123	-6.06970636318742	-19.3763775313011	-16.9140243825882	-16.6174650171399	-18.9449207083615	-9.72892959377637	-17.4065312892336	-15.1034672938538	-10.084610204568	-7.35206515937112	-15.3936051147893	-9.89809945516433	-11.965321503977	-16.8117313623388	-17.3836308871235	-18.6498438331235	-16.5521366114805	-16.0590894097232	-16.4138340339563	-19.3087058192903	-17.4436745227821	-18.0395762052611	-2.02468914643871	-19.6983056261885	-7.8900534857425	-10.8220054279932	-9.78227384483257	-6.4476003218767	-16.8458628146023	-3.79647622533388
X69_SLC_SMT_NEG_141I	-13.4328985909493	-12.0923980075455	-2.69533999819127	-2.74690356852161	-15.0938993678073	-7.92280176557527	-6.66142353970824	-6.84487595222953	-11.8953455357864	-9.33884278330662	-12.4743526305652	-18.6967195714228	-15.5415399873484	-4.96079781039305	-12.0857405378132	-18.3050984408	-14.0853238225	-7.86137218208579	-11.350215342666	-14.4434838055976	-14.7538239262097	-14.1887678101396	-7.6882731552547	-16.1306655332517	-16.4796291635425	-8.32625965386901	-17.5267945699805	-13.952665270116	-14.3551981624325	-16.5376643059267	-3.45808511998352	-4.89631328280028	-14.3037652432698	-11.3777462252338	-8.31823700024551	-12.9464690041521	-9.68515311554461	-9.45672424037292	-15.4995028783127	-10.7637767066359	-8.84387085636699	-16.1056770447003	-17.310209323138	-15.2857574372245	-9.97482692004017	-17.4283427654026	-14.1640604392247	-10.6806463664935	-13.4537002016407	-12.7346992456566	-16.7312338920974	-17.6146909200259	-17.6113501844093	-18.3888667984926	-14.6465973257841	-13.2996480330239	-15.9395659432177	-15.3048747845091	-12.8325780376241	-8.35884684068324	-12.7783771605688	-16.9140243825882	-16.6174650171399	-11.6004238984747	-11.6655126903211	-17.4065312892336	-15.1034672938538	-7.25876839784169	-17.9193291179147	-15.3936051147893	-14.2248651739312	-7.06511902117803	-16.8117313623388	-17.3836308871235	-18.6498438331235	-16.5521366114805	-16.0590894097232	-16.4138340339563	-19.3087058192903	-17.4436745227821	-18.0395762052611	-2.33094248619355	-19.6983056261885	-16.1287268387226	-9.88271955265425	-6.48444006341391	-4.89450268692054	-10.1284073041389	-2.12967161345132
X68_SLC_SMT_NEG_18I	-5.09988436664827	-8.22159662995874	-11.0041169312629	-1.55041299494895	-16.2359690939207	-15.1471598269629	-16.644945194326	-7.32181791935318	-14.0949487830151	-14.3669232332021	-13.4743526305652	-18.6967195714228	-15.5415399873484	-5.6281590257967	-11.0857405378132	-8.52637170794973	-14.0853238225	-14.7643846395128	-14.7370069428283	-15.4434838055976	-17.687217442544	-14.1887678101396	-14.2898215498264	-16.1306655332517	-16.4796291635425	-7.37780079192706	-17.5267945699805	-16.9462467830683	-14.3551981624325	-7.83874563387371	-10.3007169306892	-11.0309997863352	-14.3037652432698	-11.3777462252338	-14.2934707450974	-16.630286961049	-15.7432596614211	-16.3726095975398	-15.4995028783127	-17.4190876216075	-14.4044472727187	-16.1056770447003	-17.310209323138	-8.44416927553538	-18.6531278884111	-17.4283427654026	-16.9323299403805	-13.1142309639157	-15.7876527673181	-12.7346992456566	-11.0153199688941	-17.6146909200259	-17.6113501844093	-18.3888667984926	-10.3409235226858	-16.572060027429	-7.6483049457305	-15.3048747845091	-16.6247163750002	-15.3369700111005	-16.6648104706112	-10.2143164040426	-16.6174650171399	-18.9449207083615	-14.376938399054	-17.4065312892336	-15.1034672938538	-9.05957253582283	-17.9193291179147	-15.3936051147893	-14.2248651739312	-8.54485440817469	-4.57488508975136	-14.7207668765852	-18.6498438331235	-16.5521366114805	-15.0590894097232	-11.0449892126784	-19.3087058192903	-17.4436745227821	-18.0395762052611	-1.35558282972829	-19.6983056261885	-10.2572655936389	-8.24824239018677	-16.6008261043951	-5.05254292098615	-16.8458628146023	-3.27327791807017
X67_SLC_SMT_NEG_88I	-4.4256550416606	-8.89898851847728	-12.054222245401	-2.57822343489401	-11.4690174988493	-10.5055682187287	-12.5807853647271	-6.8849030365525	-9.87359655968212	-9.28345975754388	-11.0247270786302	-13.5599968920559	-14.5415399873484	-8.17719508373022	-8.02046085065918	-18.3050984408	-14.0853238225	-5.64097161889496	-7.13282045136812	-5.4836476682507	-16.687217442544	-7.83988599477077	-8.45996251886912	-2.69243864132229	-8.33660969915215	-5.74824437561322	-3.52246172087108	-7.56080334452411	-9.83048068642488	-7.94747901745299	-6.29729038917468	-7.25974745064558	-9.21615194642864	-5.89155316175403	-8.38320843789289	-16.630286961049	-8.27734922303455	-11.8876120200913	-7.40731672674123	-10.2208350337304	-9.94053518065207	-11.2923260761014	-13.4545566857537	-11.1656170028203	-7.55712957478825	-12.2940415281952	-15.9323299403805	-16.8798625204864	-15.7876527673181	-10.8128507924031	-11.03401408051	-17.6146909200259	-17.6113501844093	-18.3888667984926	-14.6465973257841	-14.3087058192903	-15.9395659432177	-15.3048747845091	-9.38206769691396	-5.92764129458689	-19.3763775313011	-16.9140243825882	-16.6174650171399	-18.9449207083615	-9.62692681920041	-17.4065312892336	-15.1034672938538	-9.19757014905555	-7.74752804697031	-15.3936051147893	-9.1682692873724	-11.7277950224503	-9.65599871193327	-17.3836308871235	-18.6498438331235	-16.5521366114805	-16.0590894097232	-16.4138340339563	-18.3087058192903	-17.4436745227821	-18.0395762052611	-1.91241622986097	-19.6983056261885	-8.74309106913298	-10.1935621035803	-10.8834092080363	-7.46980494656615	-16.8458628146023	-3.84713782960823
X66_SLC_SMT_NEG_193J	-7.85013563730343	-6.56490844805948	-7.24842712523324	-2.77301014495814	-11.5881506453563	-6.95904990847219	-13.438874530204	-6.63029472789341	-9.7266452012873	-8.29258010297521	-9.21934905707508	-11.8666913567129	-11.2158441716293	-7.04048399444871	-7.90377756386508	-14.0340241586989	-14.0853238225	-6.0356424048271	-7.33644189465554	-6.0926171738562	-10.2833684376144	-7.08248171872166	-8.88025672928767	-2.52651791680715	-8.2117947805626	-8.61545440605003	-4.47838427948766	-7.08490714624847	-10.5255825700405	-7.10455438165759	-4.81667019247829	-5.33210922356194	-5.09563473830975	-5.9057360540164	-7.7763957906658	-9.40632898706536	-8.79835179716191	-15.3726095975398	-9.70316823995892	-9.18661520473486	-8.80667835760184	-11.2961387716798	-10.8514102260057	-9.54080861535047	-8.64081613382941	-10.5294145749833	-8.57864101781438	-11.4268448413428	-13.5070525820512	-12.7346992456566	-9.03997865280157	-10.9204591560899	-11.1299988967847	-11.3908551301855	-9.24005044351862	-12.0793530432918	-7.41695031671869	-11.2229935784978	-10.12235703115	-5.13712932139815	-10.4364909575756	-15.9140243825882	-11.8192755217888	-16.9344884851479	-8.49411364512144	-11.4554139935396	-11.4529517058574	-8.20887066115601	-12.214279520591	-11.742469712855	-6.64332144104559	-8.95633644734557	-5.8717484474906	-14.2499903108759	-13.2653897091044	-13.27623165673	-12.2906322953732	-10.6907855575661	-10.6366915009282	-10.9081802257207	-11.3913461601214	-2.16001875244585	-14.3125994154284	-9.40973224504848	-9.00226904538342	-10.1804493776228	-4.01058861525748	-10.9370670292497	-6.72472569430796
X65_SLC_SMT_NEG_159J	-13.4328985909493	-12.0923980075455	-4.58598584091457	-10.3974036468818	-16.2359690939207	-15.1471598269629	-16.644945194326	-11.8294408317131	-14.0949487830151	-14.3669232332021	-13.4743526305652	-18.6967195714228	-15.5415399873484	-3.92964052889901	-12.0857405378132	-18.3050984408	-14.0853238225	-14.7643846395128	-14.7370069428283	-15.4434838055976	-17.687217442544	-14.1887678101396	-14.2898215498264	-16.1306655332517	-16.4796291635425	-2.69772533344406	-17.5267945699805	-16.9462467830683	-14.3551981624325	-3.92545613290081	-10.3007169306892	-11.0309997863352	-14.3037652432698	-11.3777462252338	-14.2934707450974	-16.630286961049	-15.7432596614211	-16.3726095975398	-15.4995028783127	-17.4190876216075	-14.4044472727187	-16.1056770447003	-17.310209323138	-15.2857574372245	-18.6531278884111	-17.4283427654026	-16.9323299403805	-17.8798625204864	-15.7876527673181	-12.7346992456566	-16.7312338920974	-17.6146909200259	-17.6113501844093	-18.3888667984926	-14.6465973257841	-16.572060027429	-15.9395659432177	-15.3048747845091	-16.6247163750002	-15.3369700111005	-19.3763775313011	-16.9140243825882	-16.6174650171399	-18.9449207083615	-14.376938399054	-10.2195755688642	-15.1034672938538	-7.30919176321756	-5.60808124251596	-15.3936051147893	-14.2248651739312	-14.5469724519181	-16.8117313623388	-17.3836308871235	-18.6498438331235	-16.5521366114805	-16.0590894097232	-16.4138340339563	-19.3087058192903	-9.23938404994435	-18.0395762052611	-1.23308706032628	-19.6983056261885	-9.22614822278766	-9.53332973230583	-16.6008261043951	-3.24928662333297	-16.8458628146023	-3.1857521523808
X64_SLC_SMT_NEG_103J	-7.16427615095925	-6.73790820900751	-6.07719116354259	-2.72068636584814	-9.57827616737355	-7.48652391082273	-10.3622535749448	-6.60040977289968	-10.2106646325119	-8.85285200192599	-10.1308973557145	-18.6967195714228	-15.5415399873484	-6.23948450737608	-8.05846583789731	-9.80647873573375	-14.0853238225	-7.25287318278578	-8.90221976698814	-7.17897096808534	-9.3091355864271	-5.84189989222971	-9.68118262526371	-1.96801076146135	-8.45679921145179	-9.84579062217878	-7.0219605791372	-7.76759259431524	-12.5601929525567	-9.95698019486067	-5.45843973749996	-5.3247985567064	-7.07831026210013	-5.14162952062184	-8.00431109778707	-9.53344728952271	-9.6195023154558	-11.9926457955576	-13.6941542559069	-11.3702816405969	-11.4171155099793	-16.1056770447003	-16.1668505243772	-10.866491845944	-9.71859616281856	-16.4283427654026	-11.2887914130038	-9.52106688603134	-11.5557665343194	-11.2453754971553	-10.1948459914875	-17.6146909200259	-17.6113501844093	-18.3888667984926	-10.8943641934002	-16.572060027429	-15.9395659432177	-10.9858245297016	-12.4382024281781	-4.81966736975285	-13.7726973779242	-16.9140243825882	-8.16263757019806	-11.5579780458192	-6.82194941682686	-10.7457982784521	-9.5238432284433	-8.52515613855747	-16.9193291179147	-15.3936051147893	-10.2546976573166	-14.5469724519181	-5.93086192125043	-17.3836308871235	-18.6498438331235	-16.5521366114805	-16.0590894097232	-16.4138340339563	-12.737897016258	-17.4436745227821	-18.0395762052611	-2.63914877788896	-5.67885469572445	-8.22879624979666	-8.92004008032032	-6.5740437586004	-3.58494257671849	-16.8458628146023	-5.52707939074823
X63_SLC_SMT_NEG_155J	-6.33219643034119	-12.0923980075455	-15.0306026944594	-3.12245985940312	-16.2359690939207	-15.1471598269629	-16.644945194326	-11.8294408317131	-14.0949487830151	-14.3669232332021	-13.4743526305652	-18.6967195714228	-15.5415399873484	-17.8387385762952	-12.0857405378132	-18.3050984408	-14.0853238225	-14.7643846395128	-14.7370069428283	-15.4434838055976	-17.687217442544	-14.1887678101396	-14.2898215498264	-16.1306655332517	-16.4796291635425	-14.4526379209737	-17.5267945699805	-16.9462467830683	-14.3551981624325	-16.5376643059267	-10.3007169306892	-11.0309997863352	-14.3037652432698	-11.3777462252338	-14.2934707450974	-16.630286961049	-15.7432596614211	-16.3726095975398	-15.4995028783127	-17.4190876216075	-14.4044472727187	-16.1056770447003	-17.310209323138	-15.2857574372245	-18.6531278884111	-17.4283427654026	-16.9323299403805	-17.8798625204864	-15.7876527673181	-12.7346992456566	-16.7312338920974	-17.6146909200259	-17.6113501844093	-18.3888667984926	-14.6465973257841	-16.572060027429	-15.9395659432177	-15.3048747845091	-16.6247163750002	-15.3369700111005	-19.3763775313011	-16.9140243825882	-16.6174650171399	-18.9449207083615	-14.376938399054	-17.4065312892336	-15.1034672938538	-13.4055223276425	-17.9193291179147	-15.3936051147893	-14.2248651739312	-14.5469724519181	-16.8117313623388	-17.3836308871235	-18.6498438331235	-16.5521366114805	-16.0590894097232	-16.4138340339563	-19.3087058192903	-17.4436745227821	-18.0395762052611	-0.196341213136228	-19.6983056261885	-16.1287268387226	-14.2480650963078	-16.6008261043951	-9.3345702611742	-16.8458628146023	-13.7860139115095
X61_SLC_SMT_NEG_137I	-13.4328985909493	-12.0923980075455	-4.32355588487073	-10.3974036468818	-16.2359690939207	-15.1471598269629	-16.644945194326	-11.8294408317131	-14.0949487830151	-14.3669232332021	-13.4743526305652	-18.6967195714228	-15.5415399873484	-2.83314484851196	-12.0857405378132	-6.92855606034282	-11.7562885964088	-14.7643846395128	-14.7370069428283	-15.4434838055976	-17.687217442544	-14.1887678101396	-14.2898215498264	-16.1306655332517	-16.4796291635425	-3.49440009848887	-17.5267945699805	-16.9462467830683	-14.3551981624325	-4.13432536828224	-10.3007169306892	-11.0309997863352	-14.3037652432698	-11.3777462252338	-14.2934707450974	-16.630286961049	-15.7432596614211	-16.3726095975398	-15.4995028783127	-17.4190876216075	-14.4044472727187	-16.1056770447003	-17.310209323138	-6.67555224019696	-18.6531278884111	-17.4283427654026	-16.9323299403805	-10.7873225177937	-14.7876527673181	-12.7346992456566	-16.7312338920974	-17.6146909200259	-17.6113501844093	-18.3888667984926	-14.6465973257841	-16.572060027429	-15.9395659432177	-15.3048747845091	-16.6247163750002	-15.3369700111005	-10.4364303656367	-6.73858216075018	-16.6174650171399	-18.9449207083615	-14.376938399054	-17.4065312892336	-15.1034672938538	-6.13658793043484	-17.9193291179147	-15.3936051147893	-14.2248651739312	-7.42778255913606	-16.8117313623388	-9.74871368464018	-18.6498438331235	-16.5521366114805	-11.4800641117033	-16.4138340339563	-19.3087058192903	-9.2192998794943	-7.14596489103193	-1.41081379592994	-8.81390021731351	-6.76039483624908	-7.34756699727667	-16.6008261043951	-4.54487998066714	-16.8458628146023	-2.57099350806282
X60_SLC_SMT_NEG_101I	-6.1537539133971	-5.76083516628303	-6.00140978500717	-1.84076538148679	-9.36103722180302	-6.3235057229569	-10.0032331268388	-5.32382048133949	-9.09828997252465	-8.66571808929861	-7.71787030380786	-18.6967195714228	-11.2894998389103	-6.6472183573591	-7.86689984919549	-18.3050984408	-14.0853238225	-7.9706665504458	-8.06273110618976	-6.57133395187283	-17.687217442544	-8.08959808824181	-10.0648340875678	-3.15835443195199	-7.88288896045076	-9.34051072658491	-6.59704510475251	-8.76349608530413	-14.3551981624325	-7.65278106918132	-5.15914657336959	-6.78215823531161	-6.77345193651059	-5.46159835054404	-7.05415073694763	-15.630286961049	-7.58956464780386	-13.020233479365	-11.5294863202615	-11.215546098975	-11.765774967711	-12.2671896771852	-11.9124301898305	-14.2857574372245	-8.48468994381388	-13.4065392601005	-10.0280276368468	-12.306461830989	-13.5562863796052	-8.49275647330459	-7.26534597720152	-17.6146909200259	-17.6113501844093	-18.3888667984926	-9.54254498754646	-16.572060027429	-15.9395659432177	-13.6590459540304	-11.2579946489851	-4.63515208993987	-12.2894998389103	-16.9140243825882	-16.6174650171399	-18.9449207083615	-9.09031191510113	-9.34658933606994	-13.817518542805	-7.71056112581691	-9.39969762681611	-15.3936051147893	-9.00150569293747	-10.2759795731515	-4.8265488147702	-17.3836308871235	-18.6498438331235	-16.5521366114805	-16.0590894097232	-12.0919448468441	-11.971323878884	-12.6638953536918	-18.0395762052611	-2.48210100431967	-19.6983056261885	-6.86301723671199	-14.2480650963078	-16.6008261043951	-4.8996604111475	-16.8458628146023	-4.55765187993666
X59_SLC_SMT_NEG_17I	-4.88326775277223	-9.87963905967532	-15.0306026944594	-2.7017255390243	-16.2359690939207	-15.1471598269629	-16.644945194326	-7.85055456721914	-14.0949487830151	-14.3669232332021	-13.4743526305652	-18.6967195714228	-15.5415399873484	-8.91564959544102	-8.66056394272272	-18.3050984408	-14.0853238225	-5.93449949636088	-8.51475139739722	-6.60534143847259	-17.687217442544	-9.14825090173751	-10.2900451102225	-2.79818059659835	-9.60326527322453	-5.87087119292364	-3.60117217148195	-9.396644176296	-14.3551981624325	-8.68670408018651	-6.93078986462081	-6.27840370378712	-14.3037652432698	-6.12595473447874	-9.72717215171386	-16.630286961049	-11.2257360776839	-16.3726095975398	-7.16605639294707	-17.4190876216075	-14.4044472727187	-16.1056770447003	-17.310209323138	-15.2857574372245	-8.64536710610436	-17.4283427654026	-16.9323299403805	-17.8798625204864	-15.7876527673181	-12.7346992456566	-16.7312338920974	-17.6146909200259	-17.6113501844093	-18.3888667984926	-14.6465973257841	-16.572060027429	-15.9395659432177	-15.3048747845091	-16.6247163750002	-6.14988172391944	-19.3763775313011	-16.9140243825882	-16.6174650171399	-18.9449207083615	-14.376938399054	-17.4065312892336	-15.1034672938538	-12.4055223276425	-8.69484342499653	-15.3936051147893	-14.2248651739312	-14.5469724519181	-7.67323972635985	-17.3836308871235	-18.6498438331235	-16.5521366114805	-16.0590894097232	-16.4138340339563	-19.3087058192903	-17.4436745227821	-18.0395762052611	-1.36251192665843	-19.6983056261885	-9.74537233052708	-14.2480650963078	-10.7341450751038	-6.68349489947122	-16.8458628146023	-4.21951511125423
X58_SLC_SMT_NEG_192J	-13.4328985909493	-12.0923980075455	-15.0306026944594	-10.3974036468818	-16.2359690939207	-15.1471598269629	-16.644945194326	-11.8294408317131	-14.0949487830151	-14.3669232332021	-13.4743526305652	-18.6967195714228	-15.5415399873484	-17.8387385762952	-12.0857405378132	-18.3050984408	-14.0853238225	-14.7643846395128	-14.7370069428283	-15.4434838055976	-17.687217442544	-14.1887678101396	-14.2898215498264	-16.1306655332517	-16.4796291635425	-14.4526379209737	-17.5267945699805	-16.9462467830683	-14.3551981624325	-16.5376643059267	-10.3007169306892	-11.0309997863352	-14.3037652432698	-11.3777462252338	-14.2934707450974	-16.630286961049	-15.7432596614211	-16.3726095975398	-15.4995028783127	-17.4190876216075	-14.4044472727187	-16.1056770447003	-17.310209323138	-15.2857574372245	-18.6531278884111	-17.4283427654026	-16.9323299403805	-17.8798625204864	-15.7876527673181	-12.7346992456566	-16.7312338920974	-17.6146909200259	-17.6113501844093	-18.3888667984926	-14.6465973257841	-16.572060027429	-15.9395659432177	-15.3048747845091	-16.6247163750002	-15.3369700111005	-19.3763775313011	-16.9140243825882	-16.6174650171399	-18.9449207083615	-14.376938399054	-17.4065312892336	-15.1034672938538	-13.4055223276425	-17.9193291179147	-15.3936051147893	-14.2248651739312	-14.5469724519181	-16.8117313623388	-17.3836308871235	-18.6498438331235	-16.5521366114805	-16.0590894097232	-16.4138340339563	-19.3087058192903	-17.4436745227821	-18.0395762052611	-5.12768940437762	-19.6983056261885	-16.1287268387226	-14.2480650963078	-16.6008261043951	-9.3345702611742	-16.8458628146023	-13.7860139115095
X57_SLC_SMT_NEG_158J	-13.4328985909493	-12.0923980075455	-15.0306026944594	-10.3974036468818	-16.2359690939207	-15.1471598269629	-16.644945194326	-11.8294408317131	-14.0949487830151	-14.3669232332021	-13.4743526305652	-18.6967195714228	-15.5415399873484	-17.8387385762952	-12.0857405378132	-18.3050984408	-14.0853238225	-14.7643846395128	-14.7370069428283	-15.4434838055976	-17.687217442544	-14.1887678101396	-14.2898215498264	-16.1306655332517	-16.4796291635425	-14.4526379209737	-17.5267945699805	-16.9462467830683	-14.3551981624325	-16.5376643059267	-10.3007169306892	-11.0309997863352	-14.3037652432698	-11.3777462252338	-14.2934707450974	-16.630286961049	-15.7432596614211	-16.3726095975398	-15.4995028783127	-17.4190876216075	-14.4044472727187	-16.1056770447003	-17.310209323138	-15.2857574372245	-18.6531278884111	-17.4283427654026	-16.9323299403805	-17.8798625204864	-15.7876527673181	-12.7346992456566	-16.7312338920974	-17.6146909200259	-17.6113501844093	-18.3888667984926	-14.6465973257841	-16.572060027429	-15.9395659432177	-15.3048747845091	-16.6247163750002	-15.3369700111005	-19.3763775313011	-16.9140243825882	-16.6174650171399	-18.9449207083615	-14.376938399054	-17.4065312892336	-15.1034672938538	-13.4055223276425	-17.9193291179147	-15.3936051147893	-14.2248651739312	-14.5469724519181	-16.8117313623388	-17.3836308871235	-18.6498438331235	-16.5521366114805	-16.0590894097232	-16.4138340339563	-19.3087058192903	-17.4436745227821	-18.0395762052611	0	-19.6983056261885	-16.1287268387226	-14.2480650963078	-16.6008261043951	-9.3345702611742	-16.8458628146023	-13.7860139115095
